annee;code_NAF1;libelle_NAF1;NAF1;code_NAF5;libelle_NAF5;NAF5;risque;nb_jours_arret_travail;nb_jours_arret_travail_txt
2016;C;Industrie manufacturière;C - Industrie manufacturière;2630Z;Fabrication d'équipements de communication;2630Z - Fabrication d'équipements de communication;Accidents de trajet;2595;2595
2016;C;Industrie manufacturière;C - Industrie manufacturière;2630Z;Fabrication d'équipements de communication;2630Z - Fabrication d'équipements de communication;Accidents du travail;6280;6280
2016;C;Industrie manufacturière;C - Industrie manufacturière;2630Z;Fabrication d'équipements de communication;2630Z - Fabrication d'équipements de communication;Maladies professionnelles;3832;3832
2016;C;Industrie manufacturière;C - Industrie manufacturière;2630Z;Fabrication d'équipements de communication;2630Z - Fabrication d'équipements de communication;Tous risques confondus;12707;12707
2016;C;Industrie manufacturière;C - Industrie manufacturière;2640Z;Fabrication de produits électroniques grand public;2640Z - Fabrication de produits électroniques grand public;Accidents de trajet;25;25
2016;C;Industrie manufacturière;C - Industrie manufacturière;2640Z;Fabrication de produits électroniques grand public;2640Z - Fabrication de produits électroniques grand public;Accidents du travail;2544;2544
2016;C;Industrie manufacturière;C - Industrie manufacturière;2640Z;Fabrication de produits électroniques grand public;2640Z - Fabrication de produits électroniques grand public;Maladies professionnelles;1139;1139
2016;C;Industrie manufacturière;C - Industrie manufacturière;2640Z;Fabrication de produits électroniques grand public;2640Z - Fabrication de produits électroniques grand public;Tous risques confondus;3708;3708
2016;C;Industrie manufacturière;C - Industrie manufacturière;2651A;Fabrication d'équipements d'aide à la navigation;2651A - Fabrication d'équipements d'aide à la navigation;Accidents de trajet;2799;2799
2016;C;Industrie manufacturière;C - Industrie manufacturière;2651A;Fabrication d'équipements d'aide à la navigation;2651A - Fabrication d'équipements d'aide à la navigation;Accidents du travail;3215;3215
2016;C;Industrie manufacturière;C - Industrie manufacturière;2651A;Fabrication d'équipements d'aide à la navigation;2651A - Fabrication d'équipements d'aide à la navigation;Maladies professionnelles;1703;1703
2016;C;Industrie manufacturière;C - Industrie manufacturière;2651A;Fabrication d'équipements d'aide à la navigation;2651A - Fabrication d'équipements d'aide à la navigation;Tous risques confondus;7717;7717
2016;C;Industrie manufacturière;C - Industrie manufacturière;2651B;Fabrication d'instrumentation scientifique et technique;2651B - Fabrication d'instrumentation scientifique et technique;Accidents de trajet;3732;3732
2016;C;Industrie manufacturière;C - Industrie manufacturière;2651B;Fabrication d'instrumentation scientifique et technique;2651B - Fabrication d'instrumentation scientifique et technique;Accidents du travail;13285;13285
2016;C;Industrie manufacturière;C - Industrie manufacturière;2651B;Fabrication d'instrumentation scientifique et technique;2651B - Fabrication d'instrumentation scientifique et technique;Maladies professionnelles;10178;10178
2016;C;Industrie manufacturière;C - Industrie manufacturière;2651B;Fabrication d'instrumentation scientifique et technique;2651B - Fabrication d'instrumentation scientifique et technique;Tous risques confondus;27195;27195
2016;C;Industrie manufacturière;C - Industrie manufacturière;2652Z;Horlogerie;2652Z - Horlogerie;Accidents de trajet;6;6
2016;C;Industrie manufacturière;C - Industrie manufacturière;2652Z;Horlogerie;2652Z - Horlogerie;Accidents du travail;1177;1177
2016;C;Industrie manufacturière;C - Industrie manufacturière;2652Z;Horlogerie;2652Z - Horlogerie;Maladies professionnelles;562;562
2016;C;Industrie manufacturière;C - Industrie manufacturière;2652Z;Horlogerie;2652Z - Horlogerie;Tous risques confondus;1745;1745
2016;C;Industrie manufacturière;C - Industrie manufacturière;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;2660Z - Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Accidents de trajet;546;546
2016;C;Industrie manufacturière;C - Industrie manufacturière;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;2660Z - Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Accidents du travail;2174;2174
2016;C;Industrie manufacturière;C - Industrie manufacturière;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;2660Z - Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Maladies professionnelles;471;471
2016;C;Industrie manufacturière;C - Industrie manufacturière;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;2660Z - Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Tous risques confondus;3191;3191
2016;C;Industrie manufacturière;C - Industrie manufacturière;2670Z;Fabrication de matériels optique et photographique;2670Z - Fabrication de matériels optique et photographique;Accidents de trajet;537;537
2016;C;Industrie manufacturière;C - Industrie manufacturière;2670Z;Fabrication de matériels optique et photographique;2670Z - Fabrication de matériels optique et photographique;Accidents du travail;966;966
2016;C;Industrie manufacturière;C - Industrie manufacturière;2670Z;Fabrication de matériels optique et photographique;2670Z - Fabrication de matériels optique et photographique;Maladies professionnelles;372;372
2016;C;Industrie manufacturière;C - Industrie manufacturière;2670Z;Fabrication de matériels optique et photographique;2670Z - Fabrication de matériels optique et photographique;Tous risques confondus;1875;1875
2016;C;Industrie manufacturière;C - Industrie manufacturière;2680Z;Fabrication de supports magnétiques et optiques;2680Z - Fabrication de supports magnétiques et optiques;Accidents de trajet;0;0
2016;C;Industrie manufacturière;C - Industrie manufacturière;2680Z;Fabrication de supports magnétiques et optiques;2680Z - Fabrication de supports magnétiques et optiques;Accidents du travail;0;0
2016;C;Industrie manufacturière;C - Industrie manufacturière;2680Z;Fabrication de supports magnétiques et optiques;2680Z - Fabrication de supports magnétiques et optiques;Maladies professionnelles;39;39
2016;C;Industrie manufacturière;C - Industrie manufacturière;2680Z;Fabrication de supports magnétiques et optiques;2680Z - Fabrication de supports magnétiques et optiques;Tous risques confondus;39;39
2016;C;Industrie manufacturière;C - Industrie manufacturière;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;2711Z - Fabrication de moteurs, génératrices et transformateurs électriques;Accidents de trajet;2524;2524
2016;C;Industrie manufacturière;C - Industrie manufacturière;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;2711Z - Fabrication de moteurs, génératrices et transformateurs électriques;Accidents du travail;14940;14940
2016;C;Industrie manufacturière;C - Industrie manufacturière;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;2711Z - Fabrication de moteurs, génératrices et transformateurs électriques;Maladies professionnelles;14287;14287
2016;C;Industrie manufacturière;C - Industrie manufacturière;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;2711Z - Fabrication de moteurs, génératrices et transformateurs électriques;Tous risques confondus;31751;31751
2016;C;Industrie manufacturière;C - Industrie manufacturière;2712Z;Fabrication de matériel de distribution et de commande électrique;2712Z - Fabrication de matériel de distribution et de commande électrique;Accidents de trajet;5869;5869
2016;C;Industrie manufacturière;C - Industrie manufacturière;2712Z;Fabrication de matériel de distribution et de commande électrique;2712Z - Fabrication de matériel de distribution et de commande électrique;Accidents du travail;29653;29653
2016;C;Industrie manufacturière;C - Industrie manufacturière;2712Z;Fabrication de matériel de distribution et de commande électrique;2712Z - Fabrication de matériel de distribution et de commande électrique;Maladies professionnelles;30173;30173
2016;C;Industrie manufacturière;C - Industrie manufacturière;2712Z;Fabrication de matériel de distribution et de commande électrique;2712Z - Fabrication de matériel de distribution et de commande électrique;Tous risques confondus;65695;65695
2016;C;Industrie manufacturière;C - Industrie manufacturière;2720Z;Fabrication de piles et d'accumulateurs électriques;2720Z - Fabrication de piles et d'accumulateurs électriques;Accidents de trajet;408;408
2016;C;Industrie manufacturière;C - Industrie manufacturière;2720Z;Fabrication de piles et d'accumulateurs électriques;2720Z - Fabrication de piles et d'accumulateurs électriques;Accidents du travail;4290;4290
2016;C;Industrie manufacturière;C - Industrie manufacturière;2720Z;Fabrication de piles et d'accumulateurs électriques;2720Z - Fabrication de piles et d'accumulateurs électriques;Maladies professionnelles;3755;3755
2016;C;Industrie manufacturière;C - Industrie manufacturière;2720Z;Fabrication de piles et d'accumulateurs électriques;2720Z - Fabrication de piles et d'accumulateurs électriques;Tous risques confondus;8453;8453
2016;C;Industrie manufacturière;C - Industrie manufacturière;2731Z;Fabrication de câbles de fibres optiques;2731Z - Fabrication de câbles de fibres optiques;Accidents de trajet;106;106
2016;C;Industrie manufacturière;C - Industrie manufacturière;2731Z;Fabrication de câbles de fibres optiques;2731Z - Fabrication de câbles de fibres optiques;Accidents du travail;1579;1579
2016;C;Industrie manufacturière;C - Industrie manufacturière;2731Z;Fabrication de câbles de fibres optiques;2731Z - Fabrication de câbles de fibres optiques;Maladies professionnelles;248;248
2016;C;Industrie manufacturière;C - Industrie manufacturière;2731Z;Fabrication de câbles de fibres optiques;2731Z - Fabrication de câbles de fibres optiques;Tous risques confondus;1933;1933
2016;C;Industrie manufacturière;C - Industrie manufacturière;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;2732Z - Fabrication d'autres fils et câbles électroniques ou électriques;Accidents de trajet;1859;1859
2016;C;Industrie manufacturière;C - Industrie manufacturière;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;2732Z - Fabrication d'autres fils et câbles électroniques ou électriques;Accidents du travail;16609;16609
2016;C;Industrie manufacturière;C - Industrie manufacturière;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;2732Z - Fabrication d'autres fils et câbles électroniques ou électriques;Maladies professionnelles;7450;7450
2016;C;Industrie manufacturière;C - Industrie manufacturière;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;2732Z - Fabrication d'autres fils et câbles électroniques ou électriques;Tous risques confondus;25918;25918
2016;C;Industrie manufacturière;C - Industrie manufacturière;2733Z;Fabrication de matériel d'installation électrique;2733Z - Fabrication de matériel d'installation électrique;Accidents de trajet;2150;2150
2016;C;Industrie manufacturière;C - Industrie manufacturière;2733Z;Fabrication de matériel d'installation électrique;2733Z - Fabrication de matériel d'installation électrique;Accidents du travail;12207;12207
2016;C;Industrie manufacturière;C - Industrie manufacturière;2733Z;Fabrication de matériel d'installation électrique;2733Z - Fabrication de matériel d'installation électrique;Maladies professionnelles;15630;15630
2016;C;Industrie manufacturière;C - Industrie manufacturière;2733Z;Fabrication de matériel d'installation électrique;2733Z - Fabrication de matériel d'installation électrique;Tous risques confondus;29987;29987
2016;C;Industrie manufacturière;C - Industrie manufacturière;2740Z;Fabrication d'appareils d'éclairage électrique;2740Z - Fabrication d'appareils d'éclairage électrique;Accidents de trajet;2792;2792
2016;C;Industrie manufacturière;C - Industrie manufacturière;2740Z;Fabrication d'appareils d'éclairage électrique;2740Z - Fabrication d'appareils d'éclairage électrique;Accidents du travail;18745;18745
2016;C;Industrie manufacturière;C - Industrie manufacturière;2740Z;Fabrication d'appareils d'éclairage électrique;2740Z - Fabrication d'appareils d'éclairage électrique;Maladies professionnelles;21569;21569
2016;C;Industrie manufacturière;C - Industrie manufacturière;2740Z;Fabrication d'appareils d'éclairage électrique;2740Z - Fabrication d'appareils d'éclairage électrique;Tous risques confondus;43106;43106
2016;C;Industrie manufacturière;C - Industrie manufacturière;2751Z;Fabrication d'appareils électroménagers;2751Z - Fabrication d'appareils électroménagers;Accidents de trajet;1972;1972
2016;C;Industrie manufacturière;C - Industrie manufacturière;2751Z;Fabrication d'appareils électroménagers;2751Z - Fabrication d'appareils électroménagers;Accidents du travail;13236;13236
2016;C;Industrie manufacturière;C - Industrie manufacturière;2751Z;Fabrication d'appareils électroménagers;2751Z - Fabrication d'appareils électroménagers;Maladies professionnelles;16103;16103
2016;C;Industrie manufacturière;C - Industrie manufacturière;2751Z;Fabrication d'appareils électroménagers;2751Z - Fabrication d'appareils électroménagers;Tous risques confondus;31311;31311
2016;C;Industrie manufacturière;C - Industrie manufacturière;2752Z;Fabrication d'appareils ménagers non électriques;2752Z - Fabrication d'appareils ménagers non électriques;Accidents de trajet;114;114
2016;C;Industrie manufacturière;C - Industrie manufacturière;2752Z;Fabrication d'appareils ménagers non électriques;2752Z - Fabrication d'appareils ménagers non électriques;Accidents du travail;4566;4566
2016;C;Industrie manufacturière;C - Industrie manufacturière;2752Z;Fabrication d'appareils ménagers non électriques;2752Z - Fabrication d'appareils ménagers non électriques;Maladies professionnelles;2628;2628
2016;C;Industrie manufacturière;C - Industrie manufacturière;2752Z;Fabrication d'appareils ménagers non électriques;2752Z - Fabrication d'appareils ménagers non électriques;Tous risques confondus;7308;7308
2016;C;Industrie manufacturière;C - Industrie manufacturière;2790Z;Fabrication d'autres matériels électriques;2790Z - Fabrication d'autres matériels électriques;Accidents de trajet;2872;2872
2016;C;Industrie manufacturière;C - Industrie manufacturière;2790Z;Fabrication d'autres matériels électriques;2790Z - Fabrication d'autres matériels électriques;Accidents du travail;10723;10723
2016;C;Industrie manufacturière;C - Industrie manufacturière;2790Z;Fabrication d'autres matériels électriques;2790Z - Fabrication d'autres matériels électriques;Maladies professionnelles;9399;9399
2016;C;Industrie manufacturière;C - Industrie manufacturière;2790Z;Fabrication d'autres matériels électriques;2790Z - Fabrication d'autres matériels électriques;Tous risques confondus;22994;22994
2016;C;Industrie manufacturière;C - Industrie manufacturière;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;2811Z - Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Accidents de trajet;1018;1018
2016;C;Industrie manufacturière;C - Industrie manufacturière;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;2811Z - Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Accidents du travail;10477;10477
2016;C;Industrie manufacturière;C - Industrie manufacturière;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;2811Z - Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Maladies professionnelles;6093;6093
2016;C;Industrie manufacturière;C - Industrie manufacturière;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;2811Z - Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Tous risques confondus;17588;17588
2016;C;Industrie manufacturière;C - Industrie manufacturière;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;2812Z - Fabrication d'équipements hydrauliques et pneumatiques;Accidents de trajet;1395;1395
2016;C;Industrie manufacturière;C - Industrie manufacturière;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;2812Z - Fabrication d'équipements hydrauliques et pneumatiques;Accidents du travail;9949;9949
2016;C;Industrie manufacturière;C - Industrie manufacturière;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;2812Z - Fabrication d'équipements hydrauliques et pneumatiques;Maladies professionnelles;4139;4139
2016;C;Industrie manufacturière;C - Industrie manufacturière;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;2812Z - Fabrication d'équipements hydrauliques et pneumatiques;Tous risques confondus;15483;15483
2016;C;Industrie manufacturière;C - Industrie manufacturière;2813Z;Fabrication d'autres pompes et compresseurs;2813Z - Fabrication d'autres pompes et compresseurs;Accidents de trajet;3023;3023
2016;C;Industrie manufacturière;C - Industrie manufacturière;2813Z;Fabrication d'autres pompes et compresseurs;2813Z - Fabrication d'autres pompes et compresseurs;Accidents du travail;11855;11855
2016;C;Industrie manufacturière;C - Industrie manufacturière;2813Z;Fabrication d'autres pompes et compresseurs;2813Z - Fabrication d'autres pompes et compresseurs;Maladies professionnelles;14309;14309
2016;C;Industrie manufacturière;C - Industrie manufacturière;2813Z;Fabrication d'autres pompes et compresseurs;2813Z - Fabrication d'autres pompes et compresseurs;Tous risques confondus;29187;29187
2016;C;Industrie manufacturière;C - Industrie manufacturière;2814Z;Fabrication d'autres articles de robinetterie;2814Z - Fabrication d'autres articles de robinetterie;Accidents de trajet;3154;3154
2016;C;Industrie manufacturière;C - Industrie manufacturière;2814Z;Fabrication d'autres articles de robinetterie;2814Z - Fabrication d'autres articles de robinetterie;Accidents du travail;12241;12241
2016;C;Industrie manufacturière;C - Industrie manufacturière;2814Z;Fabrication d'autres articles de robinetterie;2814Z - Fabrication d'autres articles de robinetterie;Maladies professionnelles;7545;7545
2016;C;Industrie manufacturière;C - Industrie manufacturière;2814Z;Fabrication d'autres articles de robinetterie;2814Z - Fabrication d'autres articles de robinetterie;Tous risques confondus;22940;22940
2016;C;Industrie manufacturière;C - Industrie manufacturière;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;2815Z - Fabrication d'engrenages et d'organes mécaniques de transmission;Accidents de trajet;2776;2776
2016;C;Industrie manufacturière;C - Industrie manufacturière;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;2815Z - Fabrication d'engrenages et d'organes mécaniques de transmission;Accidents du travail;16621;16621
2016;C;Industrie manufacturière;C - Industrie manufacturière;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;2815Z - Fabrication d'engrenages et d'organes mécaniques de transmission;Maladies professionnelles;9928;9928
2016;C;Industrie manufacturière;C - Industrie manufacturière;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;2815Z - Fabrication d'engrenages et d'organes mécaniques de transmission;Tous risques confondus;29325;29325
2016;C;Industrie manufacturière;C - Industrie manufacturière;2821Z;Fabrication de fours et brûleurs;2821Z - Fabrication de fours et brûleurs;Accidents de trajet;257;257
2016;C;Industrie manufacturière;C - Industrie manufacturière;2821Z;Fabrication de fours et brûleurs;2821Z - Fabrication de fours et brûleurs;Accidents du travail;2248;2248
2016;C;Industrie manufacturière;C - Industrie manufacturière;2821Z;Fabrication de fours et brûleurs;2821Z - Fabrication de fours et brûleurs;Maladies professionnelles;1155;1155
2016;C;Industrie manufacturière;C - Industrie manufacturière;2821Z;Fabrication de fours et brûleurs;2821Z - Fabrication de fours et brûleurs;Tous risques confondus;3660;3660
2016;C;Industrie manufacturière;C - Industrie manufacturière;2822Z;Fabrication de matériel de levage et de manutention;2822Z - Fabrication de matériel de levage et de manutention;Accidents de trajet;4228;4228
2016;C;Industrie manufacturière;C - Industrie manufacturière;2822Z;Fabrication de matériel de levage et de manutention;2822Z - Fabrication de matériel de levage et de manutention;Accidents du travail;42858;42858
2016;C;Industrie manufacturière;C - Industrie manufacturière;2822Z;Fabrication de matériel de levage et de manutention;2822Z - Fabrication de matériel de levage et de manutention;Maladies professionnelles;15015;15015
2016;C;Industrie manufacturière;C - Industrie manufacturière;2822Z;Fabrication de matériel de levage et de manutention;2822Z - Fabrication de matériel de levage et de manutention;Tous risques confondus;62101;62101
2016;C;Industrie manufacturière;C - Industrie manufacturière;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);2823Z - Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);Accidents de trajet;1460;1460
2016;C;Industrie manufacturière;C - Industrie manufacturière;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);2823Z - Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);Accidents du travail;325;325
2016;C;Industrie manufacturière;C - Industrie manufacturière;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);2823Z - Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);Maladies professionnelles;943;943
2016;C;Industrie manufacturière;C - Industrie manufacturière;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);2823Z - Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);Tous risques confondus;2728;2728
2016;C;Industrie manufacturière;C - Industrie manufacturière;2824Z;Fabrication d'outillage portatif à moteur incorporé;2824Z - Fabrication d'outillage portatif à moteur incorporé;Accidents de trajet;68;68
2016;C;Industrie manufacturière;C - Industrie manufacturière;2824Z;Fabrication d'outillage portatif à moteur incorporé;2824Z - Fabrication d'outillage portatif à moteur incorporé;Accidents du travail;520;520
2016;C;Industrie manufacturière;C - Industrie manufacturière;2824Z;Fabrication d'outillage portatif à moteur incorporé;2824Z - Fabrication d'outillage portatif à moteur incorporé;Maladies professionnelles;365;365
2016;C;Industrie manufacturière;C - Industrie manufacturière;2824Z;Fabrication d'outillage portatif à moteur incorporé;2824Z - Fabrication d'outillage portatif à moteur incorporé;Tous risques confondus;953;953
2016;C;Industrie manufacturière;C - Industrie manufacturière;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;2825Z - Fabrication d'équipements aérauliques et frigorifiques industriels;Accidents de trajet;5595;5595
2016;C;Industrie manufacturière;C - Industrie manufacturière;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;2825Z - Fabrication d'équipements aérauliques et frigorifiques industriels;Accidents du travail;34339;34339
2016;C;Industrie manufacturière;C - Industrie manufacturière;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;2825Z - Fabrication d'équipements aérauliques et frigorifiques industriels;Maladies professionnelles;17193;17193
2016;C;Industrie manufacturière;C - Industrie manufacturière;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;2825Z - Fabrication d'équipements aérauliques et frigorifiques industriels;Tous risques confondus;57127;57127
2016;C;Industrie manufacturière;C - Industrie manufacturière;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;2829A - Fabrication d'équipements d'emballage, de conditionnement et de pesage;Accidents de trajet;781;781
2016;C;Industrie manufacturière;C - Industrie manufacturière;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;2829A - Fabrication d'équipements d'emballage, de conditionnement et de pesage;Accidents du travail;5744;5744
2016;C;Industrie manufacturière;C - Industrie manufacturière;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;2829A - Fabrication d'équipements d'emballage, de conditionnement et de pesage;Maladies professionnelles;1372;1372
2016;C;Industrie manufacturière;C - Industrie manufacturière;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;2829A - Fabrication d'équipements d'emballage, de conditionnement et de pesage;Tous risques confondus;7897;7897
2016;C;Industrie manufacturière;C - Industrie manufacturière;2829B;Fabrication d'autres machines d'usage général;2829B - Fabrication d'autres machines d'usage général;Accidents de trajet;924;924
2016;C;Industrie manufacturière;C - Industrie manufacturière;2829B;Fabrication d'autres machines d'usage général;2829B - Fabrication d'autres machines d'usage général;Accidents du travail;14563;14563
2016;C;Industrie manufacturière;C - Industrie manufacturière;2829B;Fabrication d'autres machines d'usage général;2829B - Fabrication d'autres machines d'usage général;Maladies professionnelles;10613;10613
2016;C;Industrie manufacturière;C - Industrie manufacturière;2829B;Fabrication d'autres machines d'usage général;2829B - Fabrication d'autres machines d'usage général;Tous risques confondus;26100;26100
2016;C;Industrie manufacturière;C - Industrie manufacturière;2830Z;Fabrication de machines agricoles et forestières;2830Z - Fabrication de machines agricoles et forestières;Accidents de trajet;1756;1756
2016;C;Industrie manufacturière;C - Industrie manufacturière;2830Z;Fabrication de machines agricoles et forestières;2830Z - Fabrication de machines agricoles et forestières;Accidents du travail;40865;40865
2016;C;Industrie manufacturière;C - Industrie manufacturière;2830Z;Fabrication de machines agricoles et forestières;2830Z - Fabrication de machines agricoles et forestières;Maladies professionnelles;13410;13410
2016;C;Industrie manufacturière;C - Industrie manufacturière;2830Z;Fabrication de machines agricoles et forestières;2830Z - Fabrication de machines agricoles et forestières;Tous risques confondus;56031;56031
2016;C;Industrie manufacturière;C - Industrie manufacturière;2841Z;Fabrication de machines-outils pour le travail des métaux;2841Z - Fabrication de machines-outils pour le travail des métaux;Accidents de trajet;386;386
2016;C;Industrie manufacturière;C - Industrie manufacturière;2841Z;Fabrication de machines-outils pour le travail des métaux;2841Z - Fabrication de machines-outils pour le travail des métaux;Accidents du travail;4821;4821
2016;C;Industrie manufacturière;C - Industrie manufacturière;2841Z;Fabrication de machines-outils pour le travail des métaux;2841Z - Fabrication de machines-outils pour le travail des métaux;Maladies professionnelles;993;993
2016;C;Industrie manufacturière;C - Industrie manufacturière;2841Z;Fabrication de machines-outils pour le travail des métaux;2841Z - Fabrication de machines-outils pour le travail des métaux;Tous risques confondus;6200;6200
2016;C;Industrie manufacturière;C - Industrie manufacturière;2849Z;Fabrication d'autres machines-outils;2849Z - Fabrication d'autres machines-outils;Accidents de trajet;366;366
2016;C;Industrie manufacturière;C - Industrie manufacturière;2849Z;Fabrication d'autres machines-outils;2849Z - Fabrication d'autres machines-outils;Accidents du travail;1994;1994
2016;C;Industrie manufacturière;C - Industrie manufacturière;2849Z;Fabrication d'autres machines-outils;2849Z - Fabrication d'autres machines-outils;Maladies professionnelles;634;634
2016;C;Industrie manufacturière;C - Industrie manufacturière;2849Z;Fabrication d'autres machines-outils;2849Z - Fabrication d'autres machines-outils;Tous risques confondus;2994;2994
2016;C;Industrie manufacturière;C - Industrie manufacturière;2891Z;Fabrication de machines pour la métallurgie;2891Z - Fabrication de machines pour la métallurgie;Accidents de trajet;41;41
2016;C;Industrie manufacturière;C - Industrie manufacturière;2891Z;Fabrication de machines pour la métallurgie;2891Z - Fabrication de machines pour la métallurgie;Accidents du travail;1749;1749
2016;C;Industrie manufacturière;C - Industrie manufacturière;2891Z;Fabrication de machines pour la métallurgie;2891Z - Fabrication de machines pour la métallurgie;Maladies professionnelles;0;0
2016;C;Industrie manufacturière;C - Industrie manufacturière;2891Z;Fabrication de machines pour la métallurgie;2891Z - Fabrication de machines pour la métallurgie;Tous risques confondus;1790;1790
2016;C;Industrie manufacturière;C - Industrie manufacturière;2892Z;Fabrication de machines pour l'extraction ou la construction;2892Z - Fabrication de machines pour l'extraction ou la construction;Accidents de trajet;2366;2366
2016;C;Industrie manufacturière;C - Industrie manufacturière;2892Z;Fabrication de machines pour l'extraction ou la construction;2892Z - Fabrication de machines pour l'extraction ou la construction;Accidents du travail;16273;16273
2016;C;Industrie manufacturière;C - Industrie manufacturière;2892Z;Fabrication de machines pour l'extraction ou la construction;2892Z - Fabrication de machines pour l'extraction ou la construction;Maladies professionnelles;5227;5227
2016;C;Industrie manufacturière;C - Industrie manufacturière;2892Z;Fabrication de machines pour l'extraction ou la construction;2892Z - Fabrication de machines pour l'extraction ou la construction;Tous risques confondus;23866;23866
2016;C;Industrie manufacturière;C - Industrie manufacturière;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;2893Z - Fabrication de machines pour l'industrie agro-alimentaire;Accidents de trajet;1563;1563
2016;C;Industrie manufacturière;C - Industrie manufacturière;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;2893Z - Fabrication de machines pour l'industrie agro-alimentaire;Accidents du travail;19219;19219
2016;C;Industrie manufacturière;C - Industrie manufacturière;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;2893Z - Fabrication de machines pour l'industrie agro-alimentaire;Maladies professionnelles;5624;5624
2016;C;Industrie manufacturière;C - Industrie manufacturière;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;2893Z - Fabrication de machines pour l'industrie agro-alimentaire;Tous risques confondus;26406;26406
2016;C;Industrie manufacturière;C - Industrie manufacturière;2894Z;Fabrication de machines pour les industries textiles;2894Z - Fabrication de machines pour les industries textiles;Accidents de trajet;216;216
2016;C;Industrie manufacturière;C - Industrie manufacturière;2894Z;Fabrication de machines pour les industries textiles;2894Z - Fabrication de machines pour les industries textiles;Accidents du travail;4326;4326
2016;C;Industrie manufacturière;C - Industrie manufacturière;2894Z;Fabrication de machines pour les industries textiles;2894Z - Fabrication de machines pour les industries textiles;Maladies professionnelles;356;356
2016;C;Industrie manufacturière;C - Industrie manufacturière;2894Z;Fabrication de machines pour les industries textiles;2894Z - Fabrication de machines pour les industries textiles;Tous risques confondus;4898;4898
2016;C;Industrie manufacturière;C - Industrie manufacturière;2895Z;Fabrication de machines pour les industries du papier et du carton;2895Z - Fabrication de machines pour les industries du papier et du carton;Accidents de trajet;485;485
