annee;code_NAF1;libelle_NAF1;NAF1;code_NAF5;libelle_NAF5;NAF5;ordre_taille_entreprise;taille_entreprise;nb_entreprises;nb_salaries;nb_salaries_int;nb_entreprises_int
2020;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"E - Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";3900Z;Dépollution et autres services de gestion des déchets;3900Z - Dépollution et autres services de gestion des déchets;6;'200-499;5;1432;1432;5
2020;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"E - Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";3900Z;Dépollution et autres services de gestion des déchets;3900Z - Dépollution et autres services de gestion des déchets;7;'500 et plus;0;0;0;0
2020;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"E - Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";3900Z;Dépollution et autres services de gestion des déchets;3900Z - Dépollution et autres services de gestion des déchets;;'Toutes tranches d'effectifs confondues;585;9723;9723;585
2020;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"E - Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";TOUS;"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";1;'Moins de 10;6883;19716;19716;6883
2020;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"E - Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";TOUS;"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";2;'10-19;1524;20911;20911;1524
2020;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"E - Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";TOUS;"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";3;'20-49;1397;42746;42746;1397
2020;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"E - Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";TOUS;"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";4;'50-149;622;49455;49455;622
2020;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"E - Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";TOUS;"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";5;'150-199;58;9796;9796;58
2020;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"E - Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";TOUS;"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";6;'200-499;58;16782;16782;58
2020;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"E - Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";TOUS;"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";7;'500 et plus;3;2673;2673;3
2020;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"E - Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";TOUS;"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Total Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";;'Toutes tranches d'effectifs confondues;10545;162079;162079;10545
2020;F;Construction;F - Construction;4110A;Promotion immobilière de logements;4110A - Promotion immobilière de logements;1;'Moins de 10;2998;7207;7207;2998
2020;F;Construction;F - Construction;4110A;Promotion immobilière de logements;4110A - Promotion immobilière de logements;2;'10-19;268;3617;3617;268
2020;F;Construction;F - Construction;4110A;Promotion immobilière de logements;4110A - Promotion immobilière de logements;3;'20-49;188;5460;5460;188
2020;F;Construction;F - Construction;4110A;Promotion immobilière de logements;4110A - Promotion immobilière de logements;4;'50-149;54;4196;4196;54
2020;F;Construction;F - Construction;4110A;Promotion immobilière de logements;4110A - Promotion immobilière de logements;5;'150-199;NS;NS;;
2020;F;Construction;F - Construction;4110A;Promotion immobilière de logements;4110A - Promotion immobilière de logements;6;'200-499;5;1537;1537;5
2020;F;Construction;F - Construction;4110A;Promotion immobilière de logements;4110A - Promotion immobilière de logements;7;'500 et plus;NS;NS;;
2020;F;Construction;F - Construction;4110A;Promotion immobilière de logements;4110A - Promotion immobilière de logements;;'Toutes tranches d'effectifs confondues;3517;23032;23032;3517
2020;F;Construction;F - Construction;4110B;Promotion immobilière de bureaux;4110B - Promotion immobilière de bureaux;1;'Moins de 10;NS;NS;;
2020;F;Construction;F - Construction;4110B;Promotion immobilière de bureaux;4110B - Promotion immobilière de bureaux;2;'10-19;NS;NS;;
2020;F;Construction;F - Construction;4110B;Promotion immobilière de bureaux;4110B - Promotion immobilière de bureaux;3;'20-49;5;150;150;5
2020;F;Construction;F - Construction;4110B;Promotion immobilière de bureaux;4110B - Promotion immobilière de bureaux;4;'50-149;NS;NS;;
2020;F;Construction;F - Construction;4110B;Promotion immobilière de bureaux;4110B - Promotion immobilière de bureaux;5;'150-199;NS;NS;;
2020;F;Construction;F - Construction;4110B;Promotion immobilière de bureaux;4110B - Promotion immobilière de bureaux;6;'200-499;0;0;0;0
2020;F;Construction;F - Construction;4110B;Promotion immobilière de bureaux;4110B - Promotion immobilière de bureaux;7;'500 et plus;0;0;0;0
2020;F;Construction;F - Construction;4110B;Promotion immobilière de bureaux;4110B - Promotion immobilière de bureaux;;'Toutes tranches d'effectifs confondues;98;825;825;98
2020;F;Construction;F - Construction;4110C;Promotion immobilière d'autres bâtiments;4110C - Promotion immobilière d'autres bâtiments;1;'Moins de 10;472;1056;1056;472
2020;F;Construction;F - Construction;4110C;Promotion immobilière d'autres bâtiments;4110C - Promotion immobilière d'autres bâtiments;2;'10-19;46;614;614;46
2020;F;Construction;F - Construction;4110C;Promotion immobilière d'autres bâtiments;4110C - Promotion immobilière d'autres bâtiments;3;'20-49;26;728;728;26
2020;F;Construction;F - Construction;4110C;Promotion immobilière d'autres bâtiments;4110C - Promotion immobilière d'autres bâtiments;4;'50-149;8;574;574;8
2020;F;Construction;F - Construction;4110C;Promotion immobilière d'autres bâtiments;4110C - Promotion immobilière d'autres bâtiments;5;'150-199;NS;NS;;
2020;F;Construction;F - Construction;4110C;Promotion immobilière d'autres bâtiments;4110C - Promotion immobilière d'autres bâtiments;6;'200-499;NS;NS;;
2020;F;Construction;F - Construction;4110C;Promotion immobilière d'autres bâtiments;4110C - Promotion immobilière d'autres bâtiments;7;'500 et plus;0;0;0;0
2020;F;Construction;F - Construction;4110C;Promotion immobilière d'autres bâtiments;4110C - Promotion immobilière d'autres bâtiments;;'Toutes tranches d'effectifs confondues;554;3358;3358;554
2020;F;Construction;F - Construction;4110D;Supports juridiques de programmes;4110D - Supports juridiques de programmes;1;'Moins de 10;526;726;726;526
2020;F;Construction;F - Construction;4110D;Supports juridiques de programmes;4110D - Supports juridiques de programmes;2;'10-19;15;199;199;15
2020;F;Construction;F - Construction;4110D;Supports juridiques de programmes;4110D - Supports juridiques de programmes;3;'20-49;5;145;145;5
2020;F;Construction;F - Construction;4110D;Supports juridiques de programmes;4110D - Supports juridiques de programmes;4;'50-149;5;443;443;5
2020;F;Construction;F - Construction;4110D;Supports juridiques de programmes;4110D - Supports juridiques de programmes;5;'150-199;0;0;0;0
2020;F;Construction;F - Construction;4110D;Supports juridiques de programmes;4110D - Supports juridiques de programmes;6;'200-499;NS;NS;;
2020;F;Construction;F - Construction;4110D;Supports juridiques de programmes;4110D - Supports juridiques de programmes;7;'500 et plus;NS;NS;;
2020;F;Construction;F - Construction;4110D;Supports juridiques de programmes;4110D - Supports juridiques de programmes;;'Toutes tranches d'effectifs confondues;552;2093;2093;552
2020;F;Construction;F - Construction;4120A;Construction de maisons individuelles;4120A - Construction de maisons individuelles;1;'Moins de 10;12226;31151;31151;12226
2020;F;Construction;F - Construction;4120A;Construction de maisons individuelles;4120A - Construction de maisons individuelles;2;'10-19;938;12181;12181;938
2020;F;Construction;F - Construction;4120A;Construction de maisons individuelles;4120A - Construction de maisons individuelles;3;'20-49;332;9613;9613;332
2020;F;Construction;F - Construction;4120A;Construction de maisons individuelles;4120A - Construction de maisons individuelles;4;'50-149;27;1904;1904;27
2020;F;Construction;F - Construction;4120A;Construction de maisons individuelles;4120A - Construction de maisons individuelles;5;'150-199;NS;NS;;
2020;F;Construction;F - Construction;4120A;Construction de maisons individuelles;4120A - Construction de maisons individuelles;6;'200-499;3;851;851;3
2020;F;Construction;F - Construction;4120A;Construction de maisons individuelles;4120A - Construction de maisons individuelles;7;'500 et plus;NS;NS;;
2020;F;Construction;F - Construction;4120A;Construction de maisons individuelles;4120A - Construction de maisons individuelles;;'Toutes tranches d'effectifs confondues;13527;55898;55898;13527
2020;F;Construction;F - Construction;4120B;Construction d'autres bâtiments;4120B - Construction d'autres bâtiments;1;'Moins de 10;5438;13900;13900;5438
2020;F;Construction;F - Construction;4120B;Construction d'autres bâtiments;4120B - Construction d'autres bâtiments;2;'10-19;635;8559;8559;635
2020;F;Construction;F - Construction;4120B;Construction d'autres bâtiments;4120B - Construction d'autres bâtiments;3;'20-49;416;12724;12724;416
2020;F;Construction;F - Construction;4120B;Construction d'autres bâtiments;4120B - Construction d'autres bâtiments;4;'50-149;219;17801;17801;219
2020;F;Construction;F - Construction;4120B;Construction d'autres bâtiments;4120B - Construction d'autres bâtiments;5;'150-199;25;4185;4185;25
2020;F;Construction;F - Construction;4120B;Construction d'autres bâtiments;4120B - Construction d'autres bâtiments;6;'200-499;38;11839;11839;38
2020;F;Construction;F - Construction;4120B;Construction d'autres bâtiments;4120B - Construction d'autres bâtiments;7;'500 et plus;13;8670;8670;13
2020;F;Construction;F - Construction;4120B;Construction d'autres bâtiments;4120B - Construction d'autres bâtiments;;'Toutes tranches d'effectifs confondues;6784;77678;77678;6784
2020;F;Construction;F - Construction;4211Z;Construction de routes et autoroutes;4211Z - Construction de routes et autoroutes;1;'Moins de 10;NS;NS;;
2020;F;Construction;F - Construction;4211Z;Construction de routes et autoroutes;4211Z - Construction de routes et autoroutes;2;'10-19;236;3307;3307;236
2020;F;Construction;F - Construction;4211Z;Construction de routes et autoroutes;4211Z - Construction de routes et autoroutes;3;'20-49;384;12633;12633;384
2020;F;Construction;F - Construction;4211Z;Construction de routes et autoroutes;4211Z - Construction de routes et autoroutes;4;'50-149;465;39289;39289;465
2020;F;Construction;F - Construction;4211Z;Construction de routes et autoroutes;4211Z - Construction de routes et autoroutes;5;'150-199;40;6762;6762;40
2020;F;Construction;F - Construction;4211Z;Construction de routes et autoroutes;4211Z - Construction de routes et autoroutes;6;'200-499;15;4059;4059;15
2020;F;Construction;F - Construction;4211Z;Construction de routes et autoroutes;4211Z - Construction de routes et autoroutes;7;'500 et plus;NS;NS;;
2020;F;Construction;F - Construction;4211Z;Construction de routes et autoroutes;4211Z - Construction de routes et autoroutes;;'Toutes tranches d'effectifs confondues;1816;69036;69036;1816
2020;F;Construction;F - Construction;4212Z;Construction de voies ferrées de surface et souterraines;4212Z - Construction de voies ferrées de surface et souterraines;1;'Moins de 10;51;193;193;51
2020;F;Construction;F - Construction;4212Z;Construction de voies ferrées de surface et souterraines;4212Z - Construction de voies ferrées de surface et souterraines;2;'10-19;17;226;226;17
2020;F;Construction;F - Construction;4212Z;Construction de voies ferrées de surface et souterraines;4212Z - Construction de voies ferrées de surface et souterraines;3;'20-49;44;1461;1461;44
2020;F;Construction;F - Construction;4212Z;Construction de voies ferrées de surface et souterraines;4212Z - Construction de voies ferrées de surface et souterraines;4;'50-149;46;3885;3885;46
2020;F;Construction;F - Construction;4212Z;Construction de voies ferrées de surface et souterraines;4212Z - Construction de voies ferrées de surface et souterraines;5;'150-199;8;1436;1436;8
2020;F;Construction;F - Construction;4212Z;Construction de voies ferrées de surface et souterraines;4212Z - Construction de voies ferrées de surface et souterraines;6;'200-499;6;1546;1546;6
2020;F;Construction;F - Construction;4212Z;Construction de voies ferrées de surface et souterraines;4212Z - Construction de voies ferrées de surface et souterraines;7;'500 et plus;3;2267;2267;3
2020;F;Construction;F - Construction;4212Z;Construction de voies ferrées de surface et souterraines;4212Z - Construction de voies ferrées de surface et souterraines;;'Toutes tranches d'effectifs confondues;175;11014;11014;175
2020;F;Construction;F - Construction;4213A;Construction d'ouvrages d'art;4213A - Construction d'ouvrages d'art;1;'Moins de 10;40;191;191;40
2020;F;Construction;F - Construction;4213A;Construction d'ouvrages d'art;4213A - Construction d'ouvrages d'art;2;'10-19;15;212;212;15
2020;F;Construction;F - Construction;4213A;Construction d'ouvrages d'art;4213A - Construction d'ouvrages d'art;3;'20-49;45;1358;1358;45
2020;F;Construction;F - Construction;4213A;Construction d'ouvrages d'art;4213A - Construction d'ouvrages d'art;4;'50-149;24;2374;2374;24
2020;F;Construction;F - Construction;4213A;Construction d'ouvrages d'art;4213A - Construction d'ouvrages d'art;5;'150-199;NS;NS;;
2020;F;Construction;F - Construction;4213A;Construction d'ouvrages d'art;4213A - Construction d'ouvrages d'art;6;'200-499;8;2324;2324;8
2020;F;Construction;F - Construction;4213A;Construction d'ouvrages d'art;4213A - Construction d'ouvrages d'art;7;'500 et plus;NS;NS;;
2020;F;Construction;F - Construction;4213A;Construction d'ouvrages d'art;4213A - Construction d'ouvrages d'art;;'Toutes tranches d'effectifs confondues;134;7172;7172;134
2020;F;Construction;F - Construction;4213B;Construction et entretien de tunnels;4213B - Construction et entretien de tunnels;1;'Moins de 10;NS;NS;;
2020;F;Construction;F - Construction;4213B;Construction et entretien de tunnels;4213B - Construction et entretien de tunnels;2;'10-19;NS;NS;;
2020;F;Construction;F - Construction;4213B;Construction et entretien de tunnels;4213B - Construction et entretien de tunnels;3;'20-49;4;139;139;4
2020;F;Construction;F - Construction;4213B;Construction et entretien de tunnels;4213B - Construction et entretien de tunnels;4;'50-149;5;426;426;5
2020;F;Construction;F - Construction;4213B;Construction et entretien de tunnels;4213B - Construction et entretien de tunnels;5;'150-199;NS;NS;;
2020;F;Construction;F - Construction;4213B;Construction et entretien de tunnels;4213B - Construction et entretien de tunnels;6;'200-499;0;0;0;0
2020;F;Construction;F - Construction;4213B;Construction et entretien de tunnels;4213B - Construction et entretien de tunnels;7;'500 et plus;NS;NS;;
2020;F;Construction;F - Construction;4213B;Construction et entretien de tunnels;4213B - Construction et entretien de tunnels;;'Toutes tranches d'effectifs confondues;15;2832;2832;15
2020;F;Construction;F - Construction;4221Z;Construction de réseaux pour fluides;4221Z - Construction de réseaux pour fluides;1;'Moins de 10;378;1298;1298;378
2020;F;Construction;F - Construction;4221Z;Construction de réseaux pour fluides;4221Z - Construction de réseaux pour fluides;2;'10-19;139;1982;1982;139
2020;F;Construction;F - Construction;4221Z;Construction de réseaux pour fluides;4221Z - Construction de réseaux pour fluides;3;'20-49;305;9785;9785;305
2020;F;Construction;F - Construction;4221Z;Construction de réseaux pour fluides;4221Z - Construction de réseaux pour fluides;4;'50-149;131;10492;10492;131
2020;F;Construction;F - Construction;4221Z;Construction de réseaux pour fluides;4221Z - Construction de réseaux pour fluides;5;'150-199;15;2578;2578;15
2020;F;Construction;F - Construction;4221Z;Construction de réseaux pour fluides;4221Z - Construction de réseaux pour fluides;6;'200-499;9;2676;2676;9
2020;F;Construction;F - Construction;4221Z;Construction de réseaux pour fluides;4221Z - Construction de réseaux pour fluides;7;'500 et plus;0;0;0;0
2020;F;Construction;F - Construction;4221Z;Construction de réseaux pour fluides;4221Z - Construction de réseaux pour fluides;;'Toutes tranches d'effectifs confondues;977;28811;28811;977
2020;F;Construction;F - Construction;4222Z;Construction de réseaux électriques et de télécommunications;4222Z - Construction de réseaux électriques et de télécommunications;1;'Moins de 10;NS;NS;;
2020;F;Construction;F - Construction;4222Z;Construction de réseaux électriques et de télécommunications;4222Z - Construction de réseaux électriques et de télécommunications;2;'10-19;253;3484;3484;253
2020;F;Construction;F - Construction;4222Z;Construction de réseaux électriques et de télécommunications;4222Z - Construction de réseaux électriques et de télécommunications;3;'20-49;384;12237;12237;384
2020;F;Construction;F - Construction;4222Z;Construction de réseaux électriques et de télécommunications;4222Z - Construction de réseaux électriques et de télécommunications;4;'50-149;202;15613;15613;202
2020;F;Construction;F - Construction;4222Z;Construction de réseaux électriques et de télécommunications;4222Z - Construction de réseaux électriques et de télécommunications;5;'150-199;21;3631;3631;21
2020;F;Construction;F - Construction;4222Z;Construction de réseaux électriques et de télécommunications;4222Z - Construction de réseaux électriques et de télécommunications;6;'200-499;25;7213;7213;25
2020;F;Construction;F - Construction;4222Z;Construction de réseaux électriques et de télécommunications;4222Z - Construction de réseaux électriques et de télécommunications;7;'500 et plus;NS;NS;;
2020;F;Construction;F - Construction;4222Z;Construction de réseaux électriques et de télécommunications;4222Z - Construction de réseaux électriques et de télécommunications;;'Toutes tranches d'effectifs confondues;1478;45500;45500;1478
2020;F;Construction;F - Construction;4291Z;Construction d'ouvrages maritimes et fluviaux;4291Z - Construction d'ouvrages maritimes et fluviaux;1;'Moins de 10;124;349;349;124
2020;F;Construction;F - Construction;4291Z;Construction d'ouvrages maritimes et fluviaux;4291Z - Construction d'ouvrages maritimes et fluviaux;2;'10-19;18;261;261;18
2020;F;Construction;F - Construction;4291Z;Construction d'ouvrages maritimes et fluviaux;4291Z - Construction d'ouvrages maritimes et fluviaux;3;'20-49;13;424;424;13
2020;F;Construction;F - Construction;4291Z;Construction d'ouvrages maritimes et fluviaux;4291Z - Construction d'ouvrages maritimes et fluviaux;4;'50-149;7;480;480;7
2020;F;Construction;F - Construction;4291Z;Construction d'ouvrages maritimes et fluviaux;4291Z - Construction d'ouvrages maritimes et fluviaux;5;'150-199;NS;NS;;
2020;F;Construction;F - Construction;4291Z;Construction d'ouvrages maritimes et fluviaux;4291Z - Construction d'ouvrages maritimes et fluviaux;6;'200-499;NS;NS;;
2020;F;Construction;F - Construction;4291Z;Construction d'ouvrages maritimes et fluviaux;4291Z - Construction d'ouvrages maritimes et fluviaux;7;'500 et plus;3;2293;2293;3
2020;F;Construction;F - Construction;4291Z;Construction d'ouvrages maritimes et fluviaux;4291Z - Construction d'ouvrages maritimes et fluviaux;;'Toutes tranches d'effectifs confondues;166;4010;4010;166
2020;F;Construction;F - Construction;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;4299Z - Construction d'autres ouvrages de génie civil n.c.a.;1;'Moins de 10;1378;2147;2147;1378
2020;F;Construction;F - Construction;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;4299Z - Construction d'autres ouvrages de génie civil n.c.a.;2;'10-19;NS;NS;;
2020;F;Construction;F - Construction;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;4299Z - Construction d'autres ouvrages de génie civil n.c.a.;3;'20-49;96;2955;2955;96
2020;F;Construction;F - Construction;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;4299Z - Construction d'autres ouvrages de génie civil n.c.a.;4;'50-149;39;3072;3072;39
2020;F;Construction;F - Construction;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;4299Z - Construction d'autres ouvrages de génie civil n.c.a.;5;'150-199;NS;NS;;
2020;F;Construction;F - Construction;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;4299Z - Construction d'autres ouvrages de génie civil n.c.a.;6;'200-499;5;1564;1564;5
2020;F;Construction;F - Construction;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;4299Z - Construction d'autres ouvrages de génie civil n.c.a.;7;'500 et plus;3;3292;3292;3
2020;F;Construction;F - Construction;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;4299Z - Construction d'autres ouvrages de génie civil n.c.a.;;'Toutes tranches d'effectifs confondues;1622;14701;14701;1622
2020;F;Construction;F - Construction;4311Z;Travaux de démolition;4311Z - Travaux de démolition;1;'Moins de 10;522;1535;1535;522
2020;F;Construction;F - Construction;4311Z;Travaux de démolition;4311Z - Travaux de démolition;2;'10-19;83;1114;1114;83
2020;F;Construction;F - Construction;4311Z;Travaux de démolition;4311Z - Travaux de démolition;3;'20-49;79;2531;2531;79
2020;F;Construction;F - Construction;4311Z;Travaux de démolition;4311Z - Travaux de démolition;4;'50-149;29;2341;2341;29
2020;F;Construction;F - Construction;4311Z;Travaux de démolition;4311Z - Travaux de démolition;5;'150-199;0;0;0;0
2020;F;Construction;F - Construction;4311Z;Travaux de démolition;4311Z - Travaux de démolition;6;'200-499;0;0;0;0
2020;F;Construction;F - Construction;4311Z;Travaux de démolition;4311Z - Travaux de démolition;7;'500 et plus;0;0;0;0
2020;F;Construction;F - Construction;4311Z;Travaux de démolition;4311Z - Travaux de démolition;;'Toutes tranches d'effectifs confondues;713;7521;7521;713
2020;F;Construction;F - Construction;4312A;Travaux de terrassement courants et travaux préparatoires;4312A - Travaux de terrassement courants et travaux préparatoires;1;'Moins de 10;8510;22528;22528;8510
2020;F;Construction;F - Construction;4312A;Travaux de terrassement courants et travaux préparatoires;4312A - Travaux de terrassement courants et travaux préparatoires;2;'10-19;1039;14021;14021;1039
2020;F;Construction;F - Construction;4312A;Travaux de terrassement courants et travaux préparatoires;4312A - Travaux de terrassement courants et travaux préparatoires;3;'20-49;661;19804;19804;661
2020;F;Construction;F - Construction;4312A;Travaux de terrassement courants et travaux préparatoires;4312A - Travaux de terrassement courants et travaux préparatoires;4;'50-149;121;8939;8939;121
2020;F;Construction;F - Construction;4312A;Travaux de terrassement courants et travaux préparatoires;4312A - Travaux de terrassement courants et travaux préparatoires;5;'150-199;6;975;975;6
2020;F;Construction;F - Construction;4312A;Travaux de terrassement courants et travaux préparatoires;4312A - Travaux de terrassement courants et travaux préparatoires;6;'200-499;3;756;756;3
2020;F;Construction;F - Construction;4312A;Travaux de terrassement courants et travaux préparatoires;4312A - Travaux de terrassement courants et travaux préparatoires;7;'500 et plus;0;0;0;0
2020;F;Construction;F - Construction;4312A;Travaux de terrassement courants et travaux préparatoires;4312A - Travaux de terrassement courants et travaux préparatoires;;'Toutes tranches d'effectifs confondues;10340;67023;67023;10340
2020;F;Construction;F - Construction;4312B;Travaux de terrassement spécialisés ou de grande masse;4312B - Travaux de terrassement spécialisés ou de grande masse;1;'Moins de 10;701;2044;2044;701
2020;F;Construction;F - Construction;4312B;Travaux de terrassement spécialisés ou de grande masse;4312B - Travaux de terrassement spécialisés ou de grande masse;2;'10-19;118;1638;1638;118
2020;F;Construction;F - Construction;4312B;Travaux de terrassement spécialisés ou de grande masse;4312B - Travaux de terrassement spécialisés ou de grande masse;3;'20-49;102;3314;3314;102
2020;F;Construction;F - Construction;4312B;Travaux de terrassement spécialisés ou de grande masse;4312B - Travaux de terrassement spécialisés ou de grande masse;4;'50-149;56;4610;4610;56
2020;F;Construction;F - Construction;4312B;Travaux de terrassement spécialisés ou de grande masse;4312B - Travaux de terrassement spécialisés ou de grande masse;5;'150-199;NS;NS;;
2020;F;Construction;F - Construction;4312B;Travaux de terrassement spécialisés ou de grande masse;4312B - Travaux de terrassement spécialisés ou de grande masse;6;'200-499;12;3471;3471;12
2020;F;Construction;F - Construction;4312B;Travaux de terrassement spécialisés ou de grande masse;4312B - Travaux de terrassement spécialisés ou de grande masse;7;'500 et plus;NS;NS;;
2020;F;Construction;F - Construction;4312B;Travaux de terrassement spécialisés ou de grande masse;4312B - Travaux de terrassement spécialisés ou de grande masse;;'Toutes tranches d'effectifs confondues;998;17549;17549;998
2020;F;Construction;F - Construction;4313Z;Forages et sondages;4313Z - Forages et sondages;1;'Moins de 10;272;867;867;272
2020;F;Construction;F - Construction;4313Z;Forages et sondages;4313Z - Forages et sondages;2;'10-19;41;566;566;41
2020;F;Construction;F - Construction;4313Z;Forages et sondages;4313Z - Forages et sondages;3;'20-49;28;816;816;28
2020;F;Construction;F - Construction;4313Z;Forages et sondages;4313Z - Forages et sondages;4;'50-149;NS;NS;;
2020;F;Construction;F - Construction;4313Z;Forages et sondages;4313Z - Forages et sondages;5;'150-199;NS;NS;;
2020;F;Construction;F - Construction;4313Z;Forages et sondages;4313Z - Forages et sondages;6;'200-499;0;0;0;0
2020;F;Construction;F - Construction;4313Z;Forages et sondages;4313Z - Forages et sondages;7;'500 et plus;0;0;0;0
2020;F;Construction;F - Construction;4313Z;Forages et sondages;4313Z - Forages et sondages;;'Toutes tranches d'effectifs confondues;345;2626;2626;345
2020;F;Construction;F - Construction;4321A;Travaux d'installation électrique dans tous locaux;4321A - Travaux d'installation électrique dans tous locaux;1;'Moins de 10;26284;61830;61830;26284
2020;F;Construction;F - Construction;4321A;Travaux d'installation électrique dans tous locaux;4321A - Travaux d'installation électrique dans tous locaux;2;'10-19;2143;28759;28759;2143
2020;F;Construction;F - Construction;4321A;Travaux d'installation électrique dans tous locaux;4321A - Travaux d'installation électrique dans tous locaux;3;'20-49;1229;37494;37494;1229
2020;F;Construction;F - Construction;4321A;Travaux d'installation électrique dans tous locaux;4321A - Travaux d'installation électrique dans tous locaux;4;'50-149;493;40224;40224;493
2020;F;Construction;F - Construction;4321A;Travaux d'installation électrique dans tous locaux;4321A - Travaux d'installation électrique dans tous locaux;5;'150-199;45;7654;7654;45
2020;F;Construction;F - Construction;4321A;Travaux d'installation électrique dans tous locaux;4321A - Travaux d'installation électrique dans tous locaux;6;'200-499;45;13258;13258;45
2020;F;Construction;F - Construction;4321A;Travaux d'installation électrique dans tous locaux;4321A - Travaux d'installation électrique dans tous locaux;7;'500 et plus;6;5639;5639;6
2020;F;Construction;F - Construction;4321A;Travaux d'installation électrique dans tous locaux;4321A - Travaux d'installation électrique dans tous locaux;;'Toutes tranches d'effectifs confondues;30245;194858;194858;30245
2020;F;Construction;F - Construction;4321B;Travaux d'installation électrique sur la voie publique;4321B - Travaux d'installation électrique sur la voie publique;1;'Moins de 10;110;351;351;110
2020;F;Construction;F - Construction;4321B;Travaux d'installation électrique sur la voie publique;4321B - Travaux d'installation électrique sur la voie publique;2;'10-19;43;575;575;43
2020;F;Construction;F - Construction;4321B;Travaux d'installation électrique sur la voie publique;4321B - Travaux d'installation électrique sur la voie publique;3;'20-49;43;1364;1364;43
2020;F;Construction;F - Construction;4321B;Travaux d'installation électrique sur la voie publique;4321B - Travaux d'installation électrique sur la voie publique;4;'50-149;27;1947;1947;27
2020;F;Construction;F - Construction;4321B;Travaux d'installation électrique sur la voie publique;4321B - Travaux d'installation électrique sur la voie publique;5;'150-199;NS;NS;;
2020;F;Construction;F - Construction;4321B;Travaux d'installation électrique sur la voie publique;4321B - Travaux d'installation électrique sur la voie publique;6;'200-499;NS;NS;;
2020;F;Construction;F - Construction;4321B;Travaux d'installation électrique sur la voie publique;4321B - Travaux d'installation électrique sur la voie publique;7;'500 et plus;0;0;0;0
2020;F;Construction;F - Construction;4321B;Travaux d'installation électrique sur la voie publique;4321B - Travaux d'installation électrique sur la voie publique;;'Toutes tranches d'effectifs confondues;226;4822;4822;226
2020;F;Construction;F - Construction;4322A;Travaux d'installation d'eau et de gaz en tous locaux;4322A - Travaux d'installation d'eau et de gaz en tous locaux;1;'Moins de 10;17160;38966;38966;17160
2020;F;Construction;F - Construction;4322A;Travaux d'installation d'eau et de gaz en tous locaux;4322A - Travaux d'installation d'eau et de gaz en tous locaux;2;'10-19;1031;13554;13554;1031
2020;F;Construction;F - Construction;4322A;Travaux d'installation d'eau et de gaz en tous locaux;4322A - Travaux d'installation d'eau et de gaz en tous locaux;3;'20-49;389;11219;11219;389
2020;F;Construction;F - Construction;4322A;Travaux d'installation d'eau et de gaz en tous locaux;4322A - Travaux d'installation d'eau et de gaz en tous locaux;4;'50-149;48;3707;3707;48
