annee;code_NAF1;libelle_NAF1;NAF1;code_NAF5;libelle_NAF5;NAF5;ordre_taille_entreprise;taille_entreprise;nb_entreprises;nb_salaries;nb_salaries_int;nb_entreprises_int
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711C;Supérettes;4711C - Supérettes;1;'Moins de 10;4280;13273;13273;4280
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711C;Supérettes;4711C - Supérettes;2;'10-19;464;5846;5846;464
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711C;Supérettes;4711C - Supérettes;3;'20-49;62;1577;1577;62
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711C;Supérettes;4711C - Supérettes;4;'50-149;4;429;429;4
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711C;Supérettes;4711C - Supérettes;5;'150-199;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711C;Supérettes;4711C - Supérettes;6;'200-499;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711C;Supérettes;4711C - Supérettes;7;'500 et plus;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711C;Supérettes;4711C - Supérettes;;'Toutes tranches d'effectifs confondues;4810;21125;21125;4810
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711D;Supermarchés;4711D - Supermarchés;1;'Moins de 10;4217;23521;23521;4217
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711D;Supermarchés;4711D - Supermarchés;2;'10-19;3187;43196;43196;3187
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711D;Supermarchés;4711D - Supermarchés;3;'20-49;2942;93840;93840;2942
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711D;Supermarchés;4711D - Supermarchés;4;'50-149;873;60497;60497;873
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711D;Supermarchés;4711D - Supermarchés;5;'150-199;14;2372;2372;14
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711D;Supermarchés;4711D - Supermarchés;6;'200-499;8;2228;2228;8
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711D;Supermarchés;4711D - Supermarchés;7;'500 et plus;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711D;Supermarchés;4711D - Supermarchés;;'Toutes tranches d'effectifs confondues;11241;225654;225654;11241
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711E;Magasins multi-commerces;4711E - Magasins multi-commerces;1;'Moins de 10;35;125;125;35
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711E;Magasins multi-commerces;4711E - Magasins multi-commerces;2;'10-19;27;389;389;27
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711E;Magasins multi-commerces;4711E - Magasins multi-commerces;3;'20-49;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711E;Magasins multi-commerces;4711E - Magasins multi-commerces;4;'50-149;28;1984;1984;28
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711E;Magasins multi-commerces;4711E - Magasins multi-commerces;5;'150-199;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711E;Magasins multi-commerces;4711E - Magasins multi-commerces;6;'200-499;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711E;Magasins multi-commerces;4711E - Magasins multi-commerces;7;'500 et plus;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711E;Magasins multi-commerces;4711E - Magasins multi-commerces;;'Toutes tranches d'effectifs confondues;170;5103;5103;170
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711F;Hypermarchés;4711F - Hypermarchés;1;'Moins de 10;34;101;101;34
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711F;Hypermarchés;4711F - Hypermarchés;2;'10-19;33;479;479;33
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711F;Hypermarchés;4711F - Hypermarchés;3;'20-49;148;5815;5815;148
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711F;Hypermarchés;4711F - Hypermarchés;4;'50-149;842;80474;80474;842
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711F;Hypermarchés;4711F - Hypermarchés;5;'150-199;270;46773;46773;270
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711F;Hypermarchés;4711F - Hypermarchés;6;'200-499;494;147286;147286;494
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711F;Hypermarchés;4711F - Hypermarchés;7;'500 et plus;46;32239;32239;46
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4711F;Hypermarchés;4711F - Hypermarchés;;'Toutes tranches d'effectifs confondues;1867;313167;313167;1867
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719A;Grands magasins;4719A - Grands magasins;1;'Moins de 10;91;357;357;91
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719A;Grands magasins;4719A - Grands magasins;2;'10-19;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719A;Grands magasins;4719A - Grands magasins;3;'20-49;31;1073;1073;31
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719A;Grands magasins;4719A - Grands magasins;4;'50-149;43;3736;3736;43
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719A;Grands magasins;4719A - Grands magasins;5;'150-199;6;1049;1049;6
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719A;Grands magasins;4719A - Grands magasins;6;'200-499;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719A;Grands magasins;4719A - Grands magasins;7;'500 et plus;5;5341;5341;5
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719A;Grands magasins;4719A - Grands magasins;;'Toutes tranches d'effectifs confondues;200;13342;13342;200
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719B;Autres commerces de détail en magasin non spécialisé;4719B - Autres commerces de détail en magasin non spécialisé;1;'Moins de 10;3199;9398;9398;3199
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719B;Autres commerces de détail en magasin non spécialisé;4719B - Autres commerces de détail en magasin non spécialisé;2;'10-19;348;4541;4541;348
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719B;Autres commerces de détail en magasin non spécialisé;4719B - Autres commerces de détail en magasin non spécialisé;3;'20-49;81;2228;2228;81
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719B;Autres commerces de détail en magasin non spécialisé;4719B - Autres commerces de détail en magasin non spécialisé;4;'50-149;10;794;794;10
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719B;Autres commerces de détail en magasin non spécialisé;4719B - Autres commerces de détail en magasin non spécialisé;5;'150-199;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719B;Autres commerces de détail en magasin non spécialisé;4719B - Autres commerces de détail en magasin non spécialisé;6;'200-499;11;3709;3709;11
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719B;Autres commerces de détail en magasin non spécialisé;4719B - Autres commerces de détail en magasin non spécialisé;7;'500 et plus;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4719B;Autres commerces de détail en magasin non spécialisé;4719B - Autres commerces de détail en magasin non spécialisé;;'Toutes tranches d'effectifs confondues;3651;21481;21481;3651
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;4721Z - Commerce de détail de fruits et légumes en magasin spécialisé;1;'Moins de 10;3902;8949;8949;3902
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;4721Z - Commerce de détail de fruits et légumes en magasin spécialisé;2;'10-19;150;1867;1867;150
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;4721Z - Commerce de détail de fruits et légumes en magasin spécialisé;3;'20-49;27;715;715;27
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;4721Z - Commerce de détail de fruits et légumes en magasin spécialisé;4;'50-149;7;541;541;7
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;4721Z - Commerce de détail de fruits et légumes en magasin spécialisé;5;'150-199;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;4721Z - Commerce de détail de fruits et légumes en magasin spécialisé;6;'200-499;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;4721Z - Commerce de détail de fruits et légumes en magasin spécialisé;7;'500 et plus;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4721Z;Commerce de détail de fruits et légumes en magasin spécialisé;4721Z - Commerce de détail de fruits et légumes en magasin spécialisé;;'Toutes tranches d'effectifs confondues;4086;12072;12072;4086
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;4722Z - Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;1;'Moins de 10;12214;31387;31387;12214
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;4722Z - Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;2;'10-19;494;6236;6236;494
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;4722Z - Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;3;'20-49;99;2616;2616;99
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;4722Z - Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;4;'50-149;6;429;429;6
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;4722Z - Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;5;'150-199;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;4722Z - Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;6;'200-499;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;4722Z - Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;7;'500 et plus;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;4722Z - Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;;'Toutes tranches d'effectifs confondues;12814;40863;40863;12814
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;4723Z - Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;1;'Moins de 10;1621;3471;3471;1621
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;4723Z - Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;2;'10-19;39;481;481;39
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;4723Z - Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;3;'20-49;9;199;199;9
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;4723Z - Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;4;'50-149;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;4723Z - Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;5;'150-199;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;4723Z - Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;6;'200-499;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;4723Z - Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;7;'500 et plus;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;4723Z - Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé;;'Toutes tranches d'effectifs confondues;1670;4212;4212;1670
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;4724Z - Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;1;'Moins de 10;3884;7893;7893;3884
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;4724Z - Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;2;'10-19;231;3173;3173;231
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;4724Z - Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;3;'20-49;41;938;938;41
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;4724Z - Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;4;'50-149;3;188;188;3
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;4724Z - Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;5;'150-199;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;4724Z - Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;6;'200-499;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;4724Z - Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;7;'500 et plus;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;4724Z - Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé;;'Toutes tranches d'effectifs confondues;4159;12192;12192;4159
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4725Z;Commerce de détail de boissons en magasin spécialisé;4725Z - Commerce de détail de boissons en magasin spécialisé;1;'Moins de 10;4153;6819;6819;4153
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4725Z;Commerce de détail de boissons en magasin spécialisé;4725Z - Commerce de détail de boissons en magasin spécialisé;2;'10-19;34;412;412;34
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4725Z;Commerce de détail de boissons en magasin spécialisé;4725Z - Commerce de détail de boissons en magasin spécialisé;3;'20-49;7;186;186;7
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4725Z;Commerce de détail de boissons en magasin spécialisé;4725Z - Commerce de détail de boissons en magasin spécialisé;4;'50-149;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4725Z;Commerce de détail de boissons en magasin spécialisé;4725Z - Commerce de détail de boissons en magasin spécialisé;5;'150-199;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4725Z;Commerce de détail de boissons en magasin spécialisé;4725Z - Commerce de détail de boissons en magasin spécialisé;6;'200-499;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4725Z;Commerce de détail de boissons en magasin spécialisé;4725Z - Commerce de détail de boissons en magasin spécialisé;7;'500 et plus;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4725Z;Commerce de détail de boissons en magasin spécialisé;4725Z - Commerce de détail de boissons en magasin spécialisé;;'Toutes tranches d'effectifs confondues;4195;8107;8107;4195
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;4726Z - Commerce de détail de produits à base de tabac en magasin spécialisé;1;'Moins de 10;4357;7162;7162;4357
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;4726Z - Commerce de détail de produits à base de tabac en magasin spécialisé;2;'10-19;9;118;118;9
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;4726Z - Commerce de détail de produits à base de tabac en magasin spécialisé;3;'20-49;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;4726Z - Commerce de détail de produits à base de tabac en magasin spécialisé;4;'50-149;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;4726Z - Commerce de détail de produits à base de tabac en magasin spécialisé;5;'150-199;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;4726Z - Commerce de détail de produits à base de tabac en magasin spécialisé;6;'200-499;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;4726Z - Commerce de détail de produits à base de tabac en magasin spécialisé;7;'500 et plus;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;4726Z - Commerce de détail de produits à base de tabac en magasin spécialisé;;'Toutes tranches d'effectifs confondues;4370;7607;7607;4370
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4729Z;Autres commerces de détail alimentaires en magasin spécialisé;4729Z - Autres commerces de détail alimentaires en magasin spécialisé;1;'Moins de 10;7518;16839;16839;7518
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4729Z;Autres commerces de détail alimentaires en magasin spécialisé;4729Z - Autres commerces de détail alimentaires en magasin spécialisé;2;'10-19;411;5318;5318;411
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4729Z;Autres commerces de détail alimentaires en magasin spécialisé;4729Z - Autres commerces de détail alimentaires en magasin spécialisé;3;'20-49;95;2606;2606;95
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4729Z;Autres commerces de détail alimentaires en magasin spécialisé;4729Z - Autres commerces de détail alimentaires en magasin spécialisé;4;'50-149;19;1364;1364;19
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4729Z;Autres commerces de détail alimentaires en magasin spécialisé;4729Z - Autres commerces de détail alimentaires en magasin spécialisé;5;'150-199;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4729Z;Autres commerces de détail alimentaires en magasin spécialisé;4729Z - Autres commerces de détail alimentaires en magasin spécialisé;6;'200-499;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4729Z;Autres commerces de détail alimentaires en magasin spécialisé;4729Z - Autres commerces de détail alimentaires en magasin spécialisé;7;'500 et plus;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4729Z;Autres commerces de détail alimentaires en magasin spécialisé;4729Z - Autres commerces de détail alimentaires en magasin spécialisé;;'Toutes tranches d'effectifs confondues;8046;26805;26805;8046
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4730Z;Commerce de détail de carburants en magasin spécialisé;4730Z - Commerce de détail de carburants en magasin spécialisé;1;'Moins de 10;3162;9714;9714;3162
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4730Z;Commerce de détail de carburants en magasin spécialisé;4730Z - Commerce de détail de carburants en magasin spécialisé;2;'10-19;386;5221;5221;386
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4730Z;Commerce de détail de carburants en magasin spécialisé;4730Z - Commerce de détail de carburants en magasin spécialisé;3;'20-49;133;3432;3432;133
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4730Z;Commerce de détail de carburants en magasin spécialisé;4730Z - Commerce de détail de carburants en magasin spécialisé;4;'50-149;5;295;295;5
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4730Z;Commerce de détail de carburants en magasin spécialisé;4730Z - Commerce de détail de carburants en magasin spécialisé;5;'150-199;0;0;0;0
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4730Z;Commerce de détail de carburants en magasin spécialisé;4730Z - Commerce de détail de carburants en magasin spécialisé;6;'200-499;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4730Z;Commerce de détail de carburants en magasin spécialisé;4730Z - Commerce de détail de carburants en magasin spécialisé;7;'500 et plus;NS;NS;;
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4730Z;Commerce de détail de carburants en magasin spécialisé;4730Z - Commerce de détail de carburants en magasin spécialisé;;'Toutes tranches d'effectifs confondues;3687;18976;18976;3687
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4741Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;4741Z - Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;1;'Moins de 10;2849;6354;6354;2849
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4741Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;4741Z - Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;2;'10-19;119;1548;1548;119
2017;G;"Commerce ; réparation d'automobiles et de motocycles";"G - Commerce ; réparation d'automobiles et de motocycles";4741Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;4741Z - Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;3;'20-49;36;1064;1064;36
