annee;code_NAF5;libelle_NAF5;sexe
2023;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Femmes
2023;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Hommes
2023;2630Z;Fabrication d'équipements de communication;Femmes
2023;2630Z;Fabrication d'équipements de communication;Hommes
2023;2640Z;Fabrication de produits électroniques grand public;Femmes
2023;2640Z;Fabrication de produits électroniques grand public;Hommes
2023;2651A;Fabrication d'équipements d'aide à la navigation;Femmes
2023;2651A;Fabrication d'équipements d'aide à la navigation;Hommes
2023;2651B;Fabrication d'instrumentation scientifique et technique;Femmes
2023;2651B;Fabrication d'instrumentation scientifique et technique;Hommes
2023;2652Z;Horlogerie;Femmes
2023;2652Z;Horlogerie;Hommes
2023;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Femmes
2023;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Hommes
2023;2670Z;Fabrication de matériels optique et photographique;Femmes
2023;2670Z;Fabrication de matériels optique et photographique;Hommes
2023;2680Z;Fabrication de supports magnétiques et optiques;Femmes
2023;2680Z;Fabrication de supports magnétiques et optiques;Hommes
2023;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Femmes
2023;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Hommes
2023;2712Z;Fabrication de matériel de distribution et de commande électrique;Femmes
2023;2712Z;Fabrication de matériel de distribution et de commande électrique;Hommes
2023;2720Z;Fabrication de piles et d'accumulateurs électriques;Femmes
2023;2720Z;Fabrication de piles et d'accumulateurs électriques;Hommes
2023;2731Z;Fabrication de câbles de fibres optiques;Femmes
2023;2731Z;Fabrication de câbles de fibres optiques;Hommes
2023;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Femmes
2023;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Hommes
2023;2733Z;Fabrication de matériel d'installation électrique;Femmes
2023;2733Z;Fabrication de matériel d'installation électrique;Hommes
2023;2740Z;Fabrication d'appareils d'éclairage électrique;Femmes
2023;2740Z;Fabrication d'appareils d'éclairage électrique;Hommes
2023;2751Z;Fabrication d'appareils électroménagers;Femmes
2023;2751Z;Fabrication d'appareils électroménagers;Hommes
2023;2752Z;Fabrication d'appareils ménagers non électriques;Femmes
2023;2752Z;Fabrication d'appareils ménagers non électriques;Hommes
2023;2790Z;Fabrication d'autres matériels électriques;Femmes
2023;2790Z;Fabrication d'autres matériels électriques;Hommes
2023;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Femmes
2023;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Hommes
2023;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Femmes
2023;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Hommes
2023;2813Z;Fabrication d'autres pompes et compresseurs;Femmes
2023;2813Z;Fabrication d'autres pompes et compresseurs;Hommes
2023;2814Z;Fabrication d'autres articles de robinetterie;Femmes
2023;2814Z;Fabrication d'autres articles de robinetterie;Hommes
2023;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Femmes
2023;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Hommes
2023;2821Z;Fabrication de fours et brûleurs;Femmes
2023;2821Z;Fabrication de fours et brûleurs;Hommes
2023;2822Z;Fabrication de matériel de levage et de manutention;Femmes
2023;2822Z;Fabrication de matériel de levage et de manutention;Hommes
2023;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);Femmes
2023;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);Hommes
2023;2824Z;Fabrication d'outillage portatif à moteur incorporé;Femmes
2023;2824Z;Fabrication d'outillage portatif à moteur incorporé;Hommes
2023;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;Femmes
2023;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;Hommes
2023;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;Femmes
2023;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;Hommes
2023;2829B;Fabrication d'autres machines d'usage général;Femmes
2023;2829B;Fabrication d'autres machines d'usage général;Hommes
2023;2830Z;Fabrication de machines agricoles et forestières;Femmes
2023;2830Z;Fabrication de machines agricoles et forestières;Hommes
2023;2841Z;Fabrication de machines-outils pour le travail des métaux;Femmes
2023;2841Z;Fabrication de machines-outils pour le travail des métaux;Hommes
2023;2849Z;Fabrication d'autres machines-outils;Femmes
2023;2849Z;Fabrication d'autres machines-outils;Hommes
2023;2891Z;Fabrication de machines pour la métallurgie;Femmes
2023;2891Z;Fabrication de machines pour la métallurgie;Hommes
2023;2892Z;Fabrication de machines pour l'extraction ou la construction;Femmes
2023;2892Z;Fabrication de machines pour l'extraction ou la construction;Hommes
2023;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;Femmes
2023;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;Hommes
2023;2894Z;Fabrication de machines pour les industries textiles;Femmes
2023;2894Z;Fabrication de machines pour les industries textiles;Hommes
2023;2895Z;Fabrication de machines pour les industries du papier et du carton;Femmes
2023;2895Z;Fabrication de machines pour les industries du papier et du carton;Hommes
2023;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;Femmes
2023;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;Hommes
2023;2899A;Fabrication de machines d'imprimerie;Femmes
2023;2899A;Fabrication de machines d'imprimerie;Hommes
2023;2899B;Fabrication d'autres machines spécialisées;Femmes
2023;2899B;Fabrication d'autres machines spécialisées;Hommes
2023;2910Z;Construction de véhicules automobiles;Femmes
2023;2910Z;Construction de véhicules automobiles;Hommes
2023;2920Z;Fabrication de carrosseries et remorques;Femmes
2023;2920Z;Fabrication de carrosseries et remorques;Hommes
2023;2931Z;Fabrication d'équipements électriques et électroniques automobiles;Femmes
2023;2931Z;Fabrication d'équipements électriques et électroniques automobiles;Hommes
2023;2932Z;Fabrication d'autres équipements automobiles;Femmes
2023;2932Z;Fabrication d'autres équipements automobiles;Hommes
2023;3011Z;Construction de navires et de structures flottantes;Femmes
2023;3011Z;Construction de navires et de structures flottantes;Hommes
2023;3012Z;Construction de bateaux de plaisance;Femmes
2023;3012Z;Construction de bateaux de plaisance;Hommes
2023;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;Femmes
2023;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;Hommes
2023;3030Z;Construction aéronautique et spatiale;Femmes
2023;3030Z;Construction aéronautique et spatiale;Hommes
2023;3040Z;Construction de véhicules militaires de combat;Femmes
2023;3040Z;Construction de véhicules militaires de combat;Hommes
2023;3091Z;Fabrication de motocycles;Femmes
2023;3091Z;Fabrication de motocycles;Hommes
2023;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;Femmes
2023;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;Hommes
2023;3099Z;Fabrication d'autres équipements de transport n.c.a.;Femmes
2023;3099Z;Fabrication d'autres équipements de transport n.c.a.;Hommes
2023;3101Z;Fabrication de meubles de bureau et de magasin;Femmes
2023;3101Z;Fabrication de meubles de bureau et de magasin;Hommes
2023;3102Z;Fabrication de meubles de cuisine;Femmes
2023;3102Z;Fabrication de meubles de cuisine;Hommes
2023;3103Z;Fabrication de matelas;Femmes
2023;3103Z;Fabrication de matelas;Hommes
2023;3109A;Fabrication de sièges d'ameublement d'intérieur;Femmes
2023;3109A;Fabrication de sièges d'ameublement d'intérieur;Hommes
2023;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;Femmes
2023;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;Hommes
2023;3211Z;Frappe de monnaie;Femmes
2023;3211Z;Frappe de monnaie;Hommes
2023;3212Z;Fabrication d'articles de joaillerie et bijouterie;Femmes
2023;3212Z;Fabrication d'articles de joaillerie et bijouterie;Hommes
2023;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;Femmes
2023;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;Hommes
2023;3220Z;Fabrication d'instruments de musique;Femmes
2023;3220Z;Fabrication d'instruments de musique;Hommes
2023;3230Z;Fabrication d'articles de sport;Femmes
2023;3230Z;Fabrication d'articles de sport;Hommes
2023;3240Z;Fabrication de jeux et jouets;Femmes
2023;3240Z;Fabrication de jeux et jouets;Hommes
2023;3250A;Fabrication de matériel médico-chirurgical et dentaire;Femmes
2023;3250A;Fabrication de matériel médico-chirurgical et dentaire;Hommes
2023;3250B;Fabrication de lunettes;Femmes
2023;3250B;Fabrication de lunettes;Hommes
2023;3291Z;Fabrication d'articles de brosserie;Femmes
2023;3291Z;Fabrication d'articles de brosserie;Hommes
2023;3299Z;Autres activités manufacturières n.c.a.;Femmes
2023;3299Z;Autres activités manufacturières n.c.a.;Hommes
2023;3311Z;Réparation d'ouvrages en métaux;Femmes
2023;3311Z;Réparation d'ouvrages en métaux;Hommes
2023;3312Z;Réparation de machines et équipements mécaniques;Femmes
2023;3312Z;Réparation de machines et équipements mécaniques;Hommes
2023;3313Z;Réparation de matériels électroniques et optiques;Femmes
2023;3313Z;Réparation de matériels électroniques et optiques;Hommes
2023;3314Z;Réparation d'équipements électriques;Femmes
2023;3314Z;Réparation d'équipements électriques;Hommes
2023;3315Z;Réparation et maintenance navale;Femmes
2023;3315Z;Réparation et maintenance navale;Hommes
2023;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux;Femmes
2023;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux;Hommes
2023;3317Z;Réparation et maintenance d'autres équipements de transport;Femmes
2023;3317Z;Réparation et maintenance d'autres équipements de transport;Hommes
2023;3319Z;Réparation d'autres équipements;Femmes
2023;3319Z;Réparation d'autres équipements;Hommes
2023;3320A;Installation de structures métalliques, chaudronnées et de tuyauterie;Femmes
2023;3320A;Installation de structures métalliques, chaudronnées et de tuyauterie;Hommes
2023;3320B;Installation de machines et équipements mécaniques;Femmes
2023;3320B;Installation de machines et équipements mécaniques;Hommes
2023;3320C;Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels;Femmes
2023;3320C;Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels;Hommes
2023;3320D;Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels;Femmes
2023;3320D;Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels;Hommes
2023;3511Z;Production d'électricité;Femmes
2023;3511Z;Production d'électricité;Hommes
2023;3512Z;Transport d'électricité;Femmes
2023;3512Z;Transport d'électricité;Hommes
2023;3513Z;Distribution d'électricité;Femmes
2023;3513Z;Distribution d'électricité;Hommes
2023;3514Z;Commerce d'électricité;Femmes
2023;3514Z;Commerce d'électricité;Hommes
2023;3521Z;Production de combustibles gazeux;Femmes
2023;3521Z;Production de combustibles gazeux;Hommes
2023;3522Z;Distribution de combustibles gazeux par conduites;Femmes
2023;3522Z;Distribution de combustibles gazeux par conduites;Hommes
2023;3523Z;Commerce de combustibles gazeux par conduites;Femmes
2023;3523Z;Commerce de combustibles gazeux par conduites;Hommes
2023;3530Z;Production et distribution de vapeur et d'air conditionné;Femmes
2023;3530Z;Production et distribution de vapeur et d'air conditionné;Hommes
2023;3600Z;Captage, traitement et distribution d'eau;Femmes
2023;3600Z;Captage, traitement et distribution d'eau;Hommes
2023;3700Z;Collecte et traitement des eaux usées;Femmes
2023;3700Z;Collecte et traitement des eaux usées;Hommes
2023;3811Z;Collecte des déchets non dangereux;Femmes
2023;3811Z;Collecte des déchets non dangereux;Hommes
2023;3812Z;Collecte des déchets dangereux;Femmes
2023;3812Z;Collecte des déchets dangereux;Hommes
2023;3821Z;Traitement et élimination des déchets non dangereux;Femmes
2023;3821Z;Traitement et élimination des déchets non dangereux;Hommes
2023;3822Z;Traitement et élimination des déchets dangereux;Femmes
2023;3822Z;Traitement et élimination des déchets dangereux;Hommes
2023;3831Z;Démantèlement d'épaves;Femmes
2023;3831Z;Démantèlement d'épaves;Hommes
2023;3832Z;Récupération de déchets triés;Femmes
2023;3832Z;Récupération de déchets triés;Hommes
2023;3900Z;Dépollution et autres services de gestion des déchets;Femmes
2023;3900Z;Dépollution et autres services de gestion des déchets;Hommes
2023;4110A;Promotion immobilière de logements;Femmes
2023;4110A;Promotion immobilière de logements;Hommes
2023;4110B;Promotion immobilière de bureaux;Femmes
2023;4110B;Promotion immobilière de bureaux;Hommes
2023;4110C;Promotion immobilière d'autres bâtiments;Femmes
2023;4110C;Promotion immobilière d'autres bâtiments;Hommes
2023;4110D;Supports juridiques de programmes;Femmes
2023;4110D;Supports juridiques de programmes;Hommes
2023;4120A;Construction de maisons individuelles;Femmes
2023;4120A;Construction de maisons individuelles;Hommes
2023;4120B;Construction d'autres bâtiments;Femmes
2023;4120B;Construction d'autres bâtiments;Hommes
2023;4211Z;Construction de routes et autoroutes;Femmes
2023;4211Z;Construction de routes et autoroutes;Hommes
2023;4212Z;Construction de voies ferrées de surface et souterraines;Femmes
2023;4212Z;Construction de voies ferrées de surface et souterraines;Hommes
2023;4213A;Construction d'ouvrages d'art;Femmes
2023;4213A;Construction d'ouvrages d'art;Hommes
2023;4213B;Construction et entretien de tunnels;Femmes
2023;4213B;Construction et entretien de tunnels;Hommes
2023;4221Z;Construction de réseaux pour fluides;Femmes
2023;4221Z;Construction de réseaux pour fluides;Hommes
2023;4222Z;Construction de réseaux électriques et de télécommunications;Femmes
2023;4222Z;Construction de réseaux électriques et de télécommunications;Hommes
2023;4291Z;Construction d'ouvrages maritimes et fluviaux;Femmes
2023;4291Z;Construction d'ouvrages maritimes et fluviaux;Hommes
2023;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;Femmes
2023;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;Hommes
2023;4311Z;Travaux de démolition;Femmes
2023;4311Z;Travaux de démolition;Hommes
2023;4312A;Travaux de terrassement courants et travaux préparatoires;Femmes
2023;4312A;Travaux de terrassement courants et travaux préparatoires;Hommes
2023;4312B;Travaux de terrassement spécialisés ou de grande masse;Femmes
2023;4312B;Travaux de terrassement spécialisés ou de grande masse;Hommes
2023;4313Z;Forages et sondages;Femmes
2023;4313Z;Forages et sondages;Hommes
2023;4321A;Travaux d'installation électrique dans tous locaux;Femmes
2023;4321A;Travaux d'installation électrique dans tous locaux;Hommes
2023;4321B;Travaux d'installation électrique sur la voie publique;Femmes
2023;4321B;Travaux d'installation électrique sur la voie publique;Hommes
2023;4322A;Travaux d'installation d'eau et de gaz en tous locaux;Femmes
2023;4322A;Travaux d'installation d'eau et de gaz en tous locaux;Hommes
2023;4322B;Travaux d'installation d'équipements thermiques et de climatisation;Femmes
2023;4322B;Travaux d'installation d'équipements thermiques et de climatisation;Hommes
2023;4329A;Travaux d'isolation;Femmes
2023;4329A;Travaux d'isolation;Hommes
2023;4329B;Autres travaux d'installation n.c.a.;Femmes
2023;4329B;Autres travaux d'installation n.c.a.;Hommes
2023;4331Z;Travaux de plâtrerie;Femmes
2023;4331Z;Travaux de plâtrerie;Hommes
2023;4332A;Travaux de menuiserie bois et PVC;Femmes
2023;4332A;Travaux de menuiserie bois et PVC;Hommes
2023;4332B;Travaux de menuiserie métallique et serrurerie;Femmes
2023;4332B;Travaux de menuiserie métallique et serrurerie;Hommes
2023;4332C;Agencement de lieux de vente;Femmes
2023;4332C;Agencement de lieux de vente;Hommes
2023;4333Z;Travaux de revêtement des sols et des murs;Femmes
2023;4333Z;Travaux de revêtement des sols et des murs;Hommes
2023;4334Z;Travaux de peinture et vitrerie;Femmes
2023;4334Z;Travaux de peinture et vitrerie;Hommes
2023;4339Z;Autres travaux de finition;Femmes
2023;4339Z;Autres travaux de finition;Hommes
2023;4391A;Travaux de charpente;Femmes
2023;4391A;Travaux de charpente;Hommes
2023;4391B;Travaux de couverture par éléments;Femmes
2023;4391B;Travaux de couverture par éléments;Hommes
2023;4399A;Travaux d'étanchéification;Femmes
2023;4399A;Travaux d'étanchéification;Hommes
2023;4399B;Travaux de montage de structures métalliques;Femmes
2023;4399B;Travaux de montage de structures métalliques;Hommes
2023;4399C;Travaux de maçonnerie générale et gros œuvre de bâtiment;Femmes
2023;4399C;Travaux de maçonnerie générale et gros œuvre de bâtiment;Hommes
2023;4399D;Autres travaux spécialisés de construction;Femmes
2023;4399D;Autres travaux spécialisés de construction;Hommes
2023;4399E;Location avec opérateur de matériel de construction;Femmes
2023;4399E;Location avec opérateur de matériel de construction;Hommes
2023;4511Z;Commerce de voitures et de véhicules automobiles légers;Femmes
2023;4511Z;Commerce de voitures et de véhicules automobiles légers;Hommes
2023;4519Z;Commerce d'autres véhicules automobiles;Femmes
2023;4519Z;Commerce d'autres véhicules automobiles;Hommes
2023;4520A;Entretien et réparation de véhicules automobiles légers;Femmes
2023;4520A;Entretien et réparation de véhicules automobiles légers;Hommes
2023;4520B;Entretien et réparation d'autres véhicules automobiles;Femmes
2023;4520B;Entretien et réparation d'autres véhicules automobiles;Hommes
2023;4531Z;Commerce de gros d'équipements automobiles;Femmes
2023;4531Z;Commerce de gros d'équipements automobiles;Hommes
2023;4532Z;Commerce de détail d'équipements automobiles;Femmes
2023;4532Z;Commerce de détail d'équipements automobiles;Hommes
2023;4540Z;Commerce et réparation de motocycles;Femmes
2023;4540Z;Commerce et réparation de motocycles;Hommes
2023;4611Z;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis;Femmes
2023;4611Z;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis;Hommes
2023;4612A;Centrales d'achat de carburant;Femmes
2023;4612A;Centrales d'achat de carburant;Hommes
2023;4612B;Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques;Femmes
2023;4612B;Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques;Hommes
2023;4613Z;Intermédiaires du commerce en bois et matériaux de construction;Femmes
2023;4613Z;Intermédiaires du commerce en bois et matériaux de construction;Hommes
2023;4614Z;Intermédiaires du commerce en machines, équipements industriels, navires et avions;Femmes
2023;4614Z;Intermédiaires du commerce en machines, équipements industriels, navires et avions;Hommes
2023;4615Z;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie;Femmes
2023;4615Z;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie;Hommes
2023;4616Z;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir;Femmes
2023;4616Z;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir;Hommes
2023;4617A;Centrales d'achat alimentaires;Femmes
2023;4617A;Centrales d'achat alimentaires;Hommes
2023;4617B;Autres intermédiaires du commerce en denrées, boissons et tabac;Femmes
2023;4617B;Autres intermédiaires du commerce en denrées, boissons et tabac;Hommes
2023;4618Z;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques;Femmes
2023;4618Z;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques;Hommes
2023;4619A;Centrales d'achat non alimentaires;Femmes
2023;4619A;Centrales d'achat non alimentaires;Hommes
2023;4619B;Autres intermédiaires du commerce en produits divers;Femmes
2023;4619B;Autres intermédiaires du commerce en produits divers;Hommes
2023;4621Z;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;Femmes
2023;4621Z;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;Hommes
2023;4622Z;Commerce de gros (commerce interentreprises) de fleurs et plantes;Femmes
2023;4622Z;Commerce de gros (commerce interentreprises) de fleurs et plantes;Hommes
2023;4623Z;Commerce de gros (commerce interentreprises) d'animaux vivants;Femmes
2023;4623Z;Commerce de gros (commerce interentreprises) d'animaux vivants;Hommes
2023;4624Z;Commerce de gros (commerce interentreprises) de cuirs et peaux;Femmes
2023;4624Z;Commerce de gros (commerce interentreprises) de cuirs et peaux;Hommes
2023;4631Z;Commerce de gros (commerce interentreprises) de fruits et légumes;Femmes
2023;4631Z;Commerce de gros (commerce interentreprises) de fruits et légumes;Hommes
2023;4632A;Commerce de gros (commerce interentreprises) de viandes de boucherie;Femmes
2023;4632A;Commerce de gros (commerce interentreprises) de viandes de boucherie;Hommes
2023;4632B;Commerce de gros (commerce interentreprises) de produits à base de viande;Femmes
2023;4632B;Commerce de gros (commerce interentreprises) de produits à base de viande;Hommes
2023;4632C;Commerce de gros (commerce interentreprises) de volailles et gibier;Femmes
2023;4632C;Commerce de gros (commerce interentreprises) de volailles et gibier;Hommes
2023;4633Z;Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles;Femmes
2023;4633Z;Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles;Hommes
2023;4634Z;Commerce de gros (commerce interentreprises) de boissons;Femmes
2023;4634Z;Commerce de gros (commerce interentreprises) de boissons;Hommes
2023;4635Z;Commerce de gros (commerce interentreprises) de produits à base de tabac;Femmes
2023;4635Z;Commerce de gros (commerce interentreprises) de produits à base de tabac;Hommes
2023;4636Z;Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie;Femmes
2023;4636Z;Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie;Hommes
2023;4637Z;Commerce de gros (commerce interentreprises) de café, thé, cacao et épices;Femmes
2023;4637Z;Commerce de gros (commerce interentreprises) de café, thé, cacao et épices;Hommes
2023;4638A;Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques;Femmes
2023;4638A;Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques;Hommes
2023;4638B;Commerce de gros (commerce interentreprises) alimentaire spécialisé divers;Femmes
2023;4638B;Commerce de gros (commerce interentreprises) alimentaire spécialisé divers;Hommes
2023;4639A;Commerce de gros (commerce interentreprises) de produits surgelés;Femmes
2023;4639A;Commerce de gros (commerce interentreprises) de produits surgelés;Hommes
2023;4639B;Commerce de gros (commerce interentreprises) alimentaire non spécialisé;Femmes
2023;4639B;Commerce de gros (commerce interentreprises) alimentaire non spécialisé;Hommes
2023;4641Z;Commerce de gros (commerce interentreprises) de textiles;Femmes
2023;4641Z;Commerce de gros (commerce interentreprises) de textiles;Hommes
2023;4642Z;Commerce de gros (commerce interentreprises) d'habillement et de chaussures;Femmes
2023;4642Z;Commerce de gros (commerce interentreprises) d'habillement et de chaussures;Hommes
2023;4643Z;Commerce de gros (commerce interentreprises) d'appareils électroménagers;Femmes
2023;4643Z;Commerce de gros (commerce interentreprises) d'appareils électroménagers;Hommes
2023;4644Z;Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien;Femmes
2023;4644Z;Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien;Hommes
2023;4645Z;Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté;Femmes
2023;4645Z;Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté;Hommes
2023;4646Z;Commerce de gros (commerce interentreprises) de produits pharmaceutiques;Femmes
2023;4646Z;Commerce de gros (commerce interentreprises) de produits pharmaceutiques;Hommes
2023;4647Z;Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage;Femmes
2023;4647Z;Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage;Hommes
2023;4648Z;Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie;Femmes
2023;4648Z;Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie;Hommes
2023;4649Z;Commerce de gros (commerce interentreprises) d'autres biens domestiques;Femmes
2023;4649Z;Commerce de gros (commerce interentreprises) d'autres biens domestiques;Hommes
2023;4651Z;Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels;Femmes
2023;4651Z;Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels;Hommes
2023;4652Z;Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication;Femmes
2023;4652Z;Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication;Hommes
2023;4661Z;Commerce de gros (commerce interentreprises) de matériel agricole;Femmes
2023;4661Z;Commerce de gros (commerce interentreprises) de matériel agricole;Hommes
2023;4662Z;Commerce de gros (commerce interentreprises) de machines-outils;Femmes
2023;4662Z;Commerce de gros (commerce interentreprises) de machines-outils;Hommes
2023;4663Z;Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil;Femmes
2023;4663Z;Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil;Hommes
2023;4664Z;Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement;Femmes
2023;4664Z;Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement;Hommes
2023;4665Z;Commerce de gros (commerce interentreprises) de mobilier de bureau;Femmes
2023;4665Z;Commerce de gros (commerce interentreprises) de mobilier de bureau;Hommes
2023;4666Z;Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau;Femmes
2023;4666Z;Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau;Hommes
2023;4669A;Commerce de gros (commerce interentreprises) de matériel électrique;Femmes
2023;4669A;Commerce de gros (commerce interentreprises) de matériel électrique;Hommes
2023;4669B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;Femmes
2023;4669B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;Hommes
2023;4669C;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services;Femmes
2023;4669C;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services;Hommes
2023;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;Femmes
2023;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;Hommes
2023;4672Z;Commerce de gros (commerce interentreprises) de minerais et métaux;Femmes
2023;4672Z;Commerce de gros (commerce interentreprises) de minerais et métaux;Hommes
2023;4673A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction;Femmes
2023;4673A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction;Hommes
2023;4673B;Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration;Femmes
2023;4673B;Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration;Hommes
2023;4674A;Commerce de gros (commerce interentreprises) de quincaillerie;Femmes
2023;4674A;Commerce de gros (commerce interentreprises) de quincaillerie;Hommes
2023;4674B;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage;Femmes
2023;4674B;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage;Hommes
2023;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;Femmes
2023;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;Hommes
2023;4676Z;Commerce de gros (commerce interentreprises) d'autres produits intermédiaires;Femmes
2023;4676Z;Commerce de gros (commerce interentreprises) d'autres produits intermédiaires;Hommes
2023;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;Femmes
2023;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;Hommes
2023;4690Z;Commerce de gros (commerce interentreprises) non spécialisé;Femmes
2023;4690Z;Commerce de gros (commerce interentreprises) non spécialisé;Hommes
2023;4711A;Commerce de détail de produits surgelés;Femmes
2023;4711A;Commerce de détail de produits surgelés;Hommes
2023;4711B;Commerce d'alimentation générale;Femmes
2023;4711B;Commerce d'alimentation générale;Hommes
2023;4711C;Supérettes;Femmes
2023;4711C;Supérettes;Hommes
2023;4711D;Supermarchés;Femmes
2023;4711D;Supermarchés;Hommes
2023;4711E;Magasins multi-commerces;Femmes
2023;4711E;Magasins multi-commerces;Hommes
