annee;libelle_region_admin;risque;nb_salaries;nb_sinistres_int
2021;Corse;Accidents du travail;90704;3268
2021;Corse;Maladies professionnelles;90704;180
2021;FRANCE;Accidents de trajet;20063173;88908
2021;FRANCE;Accidents du travail;20063173;603115
2021;FRANCE;Maladies professionnelles;20063173;44239
2022;Guadeloupe;Accidents de trajet;99777;205
2022;Guadeloupe;Accidents du travail;99777;1495
2022;Guadeloupe;Maladies professionnelles;99777;69
2022;Martinique;Accidents de trajet;98956;260
2022;Martinique;Accidents du travail;98956;1962
2022;Martinique;Maladies professionnelles;98956;67
2022;Guyane;Accidents de trajet;48441;38
2022;Guyane;Accidents du travail;48441;314
2022;Guyane;Maladies professionnelles;48441;13
2022;La Réunion;Accidents de trajet;223740;775
2022;La Réunion;Accidents du travail;223740;5674
2022;La Réunion;Maladies professionnelles;223740;303
2022;Mayotte;Accidents de trajet;37308;0
2022;Mayotte;Accidents du travail;37308;3
2022;Mayotte;Maladies professionnelles;37308;1
2022;Ile-de-France;Accidents de trajet;5167453;21473
2022;Ile-de-France;Accidents du travail;5167453;84046
2022;Ile-de-France;Maladies professionnelles;5167453;5357
2022;Centre-Val de Loire;Accidents de trajet;679885;2865
2022;Centre-Val de Loire;Accidents du travail;679885;21314
2022;Centre-Val de Loire;Maladies professionnelles;679885;1312
2022;Bourgogne-Franche-Comté;Accidents de trajet;729249;2793
2022;Bourgogne-Franche-Comté;Accidents du travail;729249;22211
2022;Bourgogne-Franche-Comté;Maladies professionnelles;729249;1999
2022;Normandie;Accidents de trajet;925077;3706
2022;Normandie;Accidents du travail;925077;28745
2022;Normandie;Maladies professionnelles;925077;2618
2022;Hauts-de-France;Accidents de trajet;1615198;6549
2022;Hauts-de-France;Accidents du travail;1615198;53631
2022;Hauts-de-France;Maladies professionnelles;1615198;4207
2022;Grand Est;Accidents de trajet;1500784;5288
2022;Grand Est;Accidents du travail;1500784;40350
2022;Grand Est;Maladies professionnelles;1500784;4157
2022;Pays de la Loire;Accidents de trajet;1195316;4714
2022;Pays de la Loire;Accidents du travail;1195316;36631
2022;Pays de la Loire;Maladies professionnelles;1195316;4026
2022;Bretagne;Accidents de trajet;937857;3239
2022;Bretagne;Accidents du travail;937857;31657
2022;Bretagne;Maladies professionnelles;937857;2849
2022;Nouvelle-Aquitaine;Accidents de trajet;1666358;7214
2022;Nouvelle-Aquitaine;Accidents du travail;1666358;54556
2022;Nouvelle-Aquitaine;Maladies professionnelles;1666358;4526
2022;Occitanie;Accidents de trajet;1624365;7643
2022;Occitanie;Accidents du travail;1624365;51831
2022;Occitanie;Maladies professionnelles;1624365;2309
2022;Auvergne-Rhône-Alpes;Accidents de trajet;2526907;11788
2022;Auvergne-Rhône-Alpes;Accidents du travail;2526907;77525
2022;Auvergne-Rhône-Alpes;Maladies professionnelles;2526907;5505
2022;Provence-Alpes-Côte d'Azur;Accidents de trajet;1500788;10219
2022;Provence-Alpes-Côte d'Azur;Accidents du travail;1500788;47787
2022;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1500788;2158
2022;Corse;Accidents de trajet;94238;408
2022;Corse;Accidents du travail;94238;3163
2022;Corse;Maladies professionnelles;94238;156
2022;FRANCE;Accidents de trajet;20671697;89177
2022;FRANCE;Accidents du travail;20671697;562895
2022;FRANCE;Maladies professionnelles;20671697;41632
2023;Guadeloupe;Accidents de trajet;98791;234
2023;Guadeloupe;Accidents du travail;98791;1499
2023;Guadeloupe;Maladies professionnelles;98791;80
2023;Martinique;Accidents de trajet;97945;274
2023;Martinique;Accidents du travail;97945;2238
2023;Martinique;Maladies professionnelles;97945;79
2023;Guyane;Accidents de trajet;50937;41
2023;Guyane;Accidents du travail;50937;321
2023;Guyane;Maladies professionnelles;50937;12
2023;La Réunion;Accidents de trajet;222493;867
2023;La Réunion;Accidents du travail;222493;6151
2023;La Réunion;Maladies professionnelles;222493;314
2023;Mayotte;Accidents de trajet;38460;3
2023;Mayotte;Accidents du travail;38460;10
2023;Mayotte;Maladies professionnelles;38460;0
2023;Ile-de-France;Accidents de trajet;5249110;22687
2023;Ile-de-France;Accidents du travail;5249110;81533
2023;Ile-de-France;Maladies professionnelles;5249110;5501
2023;Centre-Val de Loire;Accidents de trajet;680330;3050
2023;Centre-Val de Loire;Accidents du travail;680330;20786
2023;Centre-Val de Loire;Maladies professionnelles;680330;1370
2023;Bourgogne-Franche-Comté;Accidents de trajet;727207;2874
2023;Bourgogne-Franche-Comté;Accidents du travail;727207;21682
2023;Bourgogne-Franche-Comté;Maladies professionnelles;727207;1923
2023;Normandie;Accidents de trajet;923444;3962
2023;Normandie;Accidents du travail;923444;27721
2023;Normandie;Maladies professionnelles;923444;2705
2023;Hauts-de-France;Accidents de trajet;1593983;6959
2023;Hauts-de-France;Accidents du travail;1593983;51926
2023;Hauts-de-France;Maladies professionnelles;1593983;4679
2023;Grand Est;Accidents de trajet;1491171;6048
2023;Grand Est;Accidents du travail;1491171;40843
2023;Grand Est;Maladies professionnelles;1491171;4565
2023;Pays de la Loire;Accidents de trajet;1200587;5508
2023;Pays de la Loire;Accidents du travail;1200587;39718
2023;Pays de la Loire;Maladies professionnelles;1200587;4528
2023;Bretagne;Accidents de trajet;944521;3688
2023;Bretagne;Accidents du travail;944521;32460
2023;Bretagne;Maladies professionnelles;944521;3204
2023;Nouvelle-Aquitaine;Accidents de trajet;1651120;7591
2023;Nouvelle-Aquitaine;Accidents du travail;1651120;54221
2023;Nouvelle-Aquitaine;Maladies professionnelles;1651120;4910
2023;Occitanie;Accidents de trajet;1631998;7595
2023;Occitanie;Accidents du travail;1631998;50675
2023;Occitanie;Maladies professionnelles;1631998;2733
2023;Auvergne-Rhône-Alpes;Accidents de trajet;2536987;11969
2023;Auvergne-Rhône-Alpes;Accidents du travail;2536987;73924
2023;Auvergne-Rhône-Alpes;Maladies professionnelles;2536987;5932
2023;Provence-Alpes-Côte d'Azur;Accidents de trajet;1503296;10024
2023;Provence-Alpes-Côte d'Azur;Accidents du travail;1503296;45943
2023;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1503296;2187
2023;Corse;Accidents de trajet;94841;403
2023;Corse;Accidents du travail;94841;2942
2023;Corse;Maladies professionnelles;94841;183
2023;FRANCE;Accidents de trajet;20737221;93777
2023;FRANCE;Accidents du travail;20737221;554593
2023;FRANCE;Maladies professionnelles;20737221;44905
2024;Guadeloupe;Accidents de trajet;99102;257
2024;Guadeloupe;Accidents du travail;99102;1671
2024;Guadeloupe;Maladies professionnelles;99102;97
2024;Martinique;Accidents de trajet;97935;302
2024;Martinique;Accidents du travail;97935;2220
2024;Martinique;Maladies professionnelles;97935;117
2024;Guyane;Accidents de trajet;51987;63
2024;Guyane;Accidents du travail;51987;281
2024;Guyane;Maladies professionnelles;51987;18
2024;La Réunion;Accidents de trajet;222888;956
2024;La Réunion;Accidents du travail;222888;6537
2024;La Réunion;Maladies professionnelles;222888;381
2024;Mayotte;Accidents de trajet;38204;4
2024;Mayotte;Accidents du travail;38204;3
2024;Mayotte;Maladies professionnelles;38204;1
2024;Ile-de-France;Accidents de trajet;5285552;23562
2024;Ile-de-France;Accidents du travail;5285552;81628
2024;Ile-de-France;Maladies professionnelles;5285552;6159
2024;Centre-Val de Loire;Accidents de trajet;681535;2949
2024;Centre-Val de Loire;Accidents du travail;681535;20186
2024;Centre-Val de Loire;Maladies professionnelles;681535;1536
2024;Bourgogne-Franche-Comté;Accidents de trajet;721886;2952
2024;Bourgogne-Franche-Comté;Accidents du travail;721886;21173
2024;Bourgogne-Franche-Comté;Maladies professionnelles;721886;2136
2024;Normandie;Accidents de trajet;922346;3993
2024;Normandie;Accidents du travail;922346;27741
2024;Normandie;Maladies professionnelles;922346;3037
2024;Hauts-de-France;Accidents de trajet;1595433;7090
2024;Hauts-de-France;Accidents du travail;1595433;50724
2024;Hauts-de-France;Maladies professionnelles;1595433;4899
2024;Grand Est;Accidents de trajet;1482089;6268
2024;Grand Est;Accidents du travail;1482089;41380
2024;Grand Est;Maladies professionnelles;1482089;4914
2024;Pays de la Loire;Accidents de trajet;1204909;5183
2024;Pays de la Loire;Accidents du travail;1204909;38541
2024;Pays de la Loire;Maladies professionnelles;1204909;4254
2024;Bretagne;Accidents de trajet;951518;3612
2024;Bretagne;Accidents du travail;951518;32914
2024;Bretagne;Maladies professionnelles;951518;3397
2024;Nouvelle-Aquitaine;Accidents de trajet;1650907;7287
2024;Nouvelle-Aquitaine;Accidents du travail;1650907;53037
2024;Nouvelle-Aquitaine;Maladies professionnelles;1650907;5152
2024;Occitanie;Accidents de trajet;1632552;7392
2024;Occitanie;Accidents du travail;1632552;48997
2024;Occitanie;Maladies professionnelles;1632552;2879
2024;Auvergne-Rhône-Alpes;Accidents de trajet;2551877;11881
2024;Auvergne-Rhône-Alpes;Accidents du travail;2551877;72532
2024;Auvergne-Rhône-Alpes;Maladies professionnelles;2551877;6356
2024;Provence-Alpes-Côte d'Azur;Accidents de trajet;1513721;10255
2024;Provence-Alpes-Côte d'Azur;Accidents du travail;1513721;45867
2024;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1513721;2517
2024;Corse;Accidents de trajet;94556;425
2024;Corse;Accidents du travail;94556;3118
2024;Corse;Maladies professionnelles;94556;186
2024;FRANCE;Accidents de trajet;20798997;94431
2024;FRANCE;Accidents du travail;20798997;548550
2024;FRANCE;Maladies professionnelles;20798997;48036
