annee;risque;code_naf1;libelle_naf1;naf1;code_naf5;libelle_naf5;naf5;nb_sinistres;nb_salaries;indice_frequence;nb_sinistres_int;nb_salaries_int;indice_frequence_int
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;0111Z - Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;7;434;NC;7;434;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0112Z;Culture du riz;0112Z - Culture du riz;0;15;NC;0;15;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0113Z;Culture de légumes, de melons, de racines et de tubercules;0113Z - Culture de légumes, de melons, de racines et de tubercules;3;1300;2.3;3;1300;2.3
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0114Z;Culture de la canne à sucre;0114Z - Culture de la canne à sucre;0;1373;0;0;1373;0.0
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0115Z;Culture du tabac;0115Z - Culture du tabac;0;7;NC;0;7;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0116Z;Culture de plantes à fibres;0116Z - Culture de plantes à fibres;NS;NS;NC;;;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0119Z;Autres cultures non permanentes;0119Z - Autres cultures non permanentes;0;86;NC;0;86;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0121Z;Culture de la vigne;0121Z - Culture de la vigne;3;183;NC;3;183;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0122Z;Culture de fruits tropicaux et subtropicaux;0122Z - Culture de fruits tropicaux et subtropicaux;6;3576;1.7;6;3576;1.7
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0123Z;Culture d'agrumes;0123Z - Culture d'agrumes;0;6;NC;0;6;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0124Z;Culture de fruits à pépins et à noyau;0124Z - Culture de fruits à pépins et à noyau;1;399;NC;1;399;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;0125Z - Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;0;15;NC;0;15;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0126Z;Culture de fruits oléagineux;0126Z - Culture de fruits oléagineux;NS;NS;NC;;;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0127Z;Culture de plantes à boissons;0127Z - Culture de plantes à boissons;NS;NS;NC;;;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;0128Z - Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;1;73;NC;1;73;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0129Z;Autres cultures permanentes;0129Z - Autres cultures permanentes;0;14;NC;0;14;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0130Z;Reproduction de plantes;0130Z - Reproduction de plantes;3;524;NC;3;524;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0141Z;Élevage de vaches laitières;0141Z - Élevage de vaches laitières;0;28;NC;0;28;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0142Z;Élevage d'autres bovins et de buffles;0142Z - Élevage d'autres bovins et de buffles;2;235;NC;2;235;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0143Z;Élevage de chevaux et d'autres équidés;0143Z - Élevage de chevaux et d'autres équidés;0;77;NC;0;77;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0144Z;Élevage de chameaux et d'autres camélidés;0144Z - Élevage de chameaux et d'autres camélidés;0;0;NC;0;0;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0145Z;Élevage d'ovins et de caprins;0145Z - Élevage d'ovins et de caprins;0;24;NC;0;24;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0146Z;Élevage de porcins;0146Z - Élevage de porcins;1;114;NC;1;114;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0147Z;Élevage de volailles;0147Z - Élevage de volailles;0;419;NC;0;419;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0149Z;Élevage d'autres animaux;0149Z - Élevage d'autres animaux;0;97;NC;0;97;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0150Z;Culture et élevage associés;0150Z - Culture et élevage associés;0;559;NC;0;559;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0161Z;Activités de soutien aux cultures;0161Z - Activités de soutien aux cultures;1;663;NC;1;663;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0162Z;Activités de soutien à la production animale;0162Z - Activités de soutien à la production animale;3;748;NC;3;748;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0163Z;Traitement primaire des récoltes;0163Z - Traitement primaire des récoltes;0;6;NC;0;6;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0164Z;Traitement des semences;0164Z - Traitement des semences;NS;NS;NC;;;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0170Z;Chasse, piégeage et services annexes;0170Z - Chasse, piégeage et services annexes;0;4;NC;0;4;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0210Z;Sylviculture et autres activités forestières;0210Z - Sylviculture et autres activités forestières;0;81;NC;0;81;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0220Z;Exploitation forestière;0220Z - Exploitation forestière;2;1023;2;2;1023;2.0
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;0230Z - Récolte de produits forestiers non ligneux poussant à l'état sauvage;0;2;NC;0;2;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0240Z;Services de soutien à l'exploitation forestière;0240Z - Services de soutien à l'exploitation forestière;NS;NS;NS;;;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0311Z;Pêche en mer;0311Z - Pêche en mer;2;1249;1.6;2;1249;1.6
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0312Z;Pêche en eau douce;0312Z - Pêche en eau douce;0;4;NC;0;4;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0321Z;Aquaculture en mer;0321Z - Aquaculture en mer;1;123;NC;1;123;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0322Z;Aquaculture en eau douce;0322Z - Aquaculture en eau douce;0;37;NC;0;37;
2024;Accidents de trajet;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;TOUS;Total Agriculture, sylviculture et pêche;Total Agriculture, sylviculture et pêche;39;16062;2.4;39;16062;2.4
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0510Z;Extraction de houille;0510Z - Extraction de houille;NS;NS;NC;;;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0520Z;Extraction de lignite;0520Z - Extraction de lignite;0;0;NC;0;0;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0610Z;Extraction de pétrole brut;0610Z - Extraction de pétrole brut;0;205;NC;0;205;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0620Z;Extraction de gaz naturel;0620Z - Extraction de gaz naturel;NS;NS;NC;;;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0710Z;Extraction de minerais de fer;0710Z - Extraction de minerais de fer;NS;NS;NC;;;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0721Z;Extraction de minerais d'uranium et de thorium;0721Z - Extraction de minerais d'uranium et de thorium;0;0;NC;0;0;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0729Z;Extraction d'autres minerais de métaux non ferreux;0729Z - Extraction d'autres minerais de métaux non ferreux;0;484;NC;0;484;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;0811Z - Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;12;3258;3.7;12;3258;3.7
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;0812Z - Exploitation de gravières et sablières, extraction d'argiles et de kaolin;30;14028;2.1;30;14028;2.1
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;0891Z - Extraction des minéraux chimiques et d'engrais minéraux;0;102;NC;0;102;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0892Z;Extraction de tourbe;0892Z - Extraction de tourbe;1;312;NC;1;312;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0893Z;Production de sel;0893Z - Production de sel;0;150;NC;0;150;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0899Z;Autres activités extractives n.c.a.;0899Z - Autres activités extractives n.c.a.;3;403;NC;3;403;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0910Z;Activités de soutien à l'extraction d'hydrocarbures;0910Z - Activités de soutien à l'extraction d'hydrocarbures;NS;NS;NC;;;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;0990Z;Activités de soutien aux autres industries extractives;0990Z - Activités de soutien aux autres industries extractives;0;412;NC;0;412;
2024;Accidents de trajet;B;Industries extractives;B - Industries extractives;TOUS;Total Industries extractives;Total Industries extractives;46;20280;2.3;46;20280;2.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1011Z;Transformation et conservation de la viande de boucherie;1011Z - Transformation et conservation de la viande de boucherie;172;39693;4.3;172;39693;4.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1012Z;Transformation et conservation de la viande de volaille;1012Z - Transformation et conservation de la viande de volaille;94;20443;4.6;94;20443;4.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1013A;Préparation industrielle de produits à base de viande;1013A - Préparation industrielle de produits à base de viande;88;22688;3.9;88;22688;3.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1013B;Charcuterie;1013B - Charcuterie;53;8985;5.9;53;8985;5.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;1020Z - Transformation et conservation de poisson, de crustacés et de mollusques;40;10428;3.8;40;10428;3.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1031Z;Transformation et conservation de pommes de terre;1031Z - Transformation et conservation de pommes de terre;9;2672;3.4;9;2672;3.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1032Z;Préparation de jus de fruits et légumes;1032Z - Préparation de jus de fruits et légumes;9;1423;6.3;9;1423;6.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1039A;Autre transformation et conservation de légumes;1039A - Autre transformation et conservation de légumes;48;10544;4.6;48;10544;4.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1039B;Transformation et conservation de fruits;1039B - Transformation et conservation de fruits;30;7679;3.9;30;7679;3.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1041A;Fabrication d'huiles et graisses brutes;1041A - Fabrication d'huiles et graisses brutes;4;1582;2.5;4;1582;2.5
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1041B;Fabrication d'huiles et graisses raffinées;1041B - Fabrication d'huiles et graisses raffinées;2;1034;1.9;2;1034;1.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1042Z;Fabrication de margarine et graisses comestibles similaires;1042Z - Fabrication de margarine et graisses comestibles similaires;0;232;NC;0;232;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1051A;Fabrication de lait liquide et de produits frais;1051A - Fabrication de lait liquide et de produits frais;29;9450;3.1;29;9450;3.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1051B;Fabrication de beurre;1051B - Fabrication de beurre;2;786;NC;2;786;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1051C;Fabrication de fromage;1051C - Fabrication de fromage;68;21097;3.2;68;21097;3.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1051D;Fabrication d'autres produits laitiers;1051D - Fabrication d'autres produits laitiers;9;3970;2.3;9;3970;2.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1052Z;Fabrication de glaces et sorbets;1052Z - Fabrication de glaces et sorbets;23;5355;4.3;23;5355;4.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1061A;Meunerie;1061A - Meunerie;9;5692;1.6;9;5692;1.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1061B;Autres activités du travail des grains;1061B - Autres activités du travail des grains;4;2499;1.6;4;2499;1.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1062Z;Fabrication de produits amylacés;1062Z - Fabrication de produits amylacés;3;4482;0.7;3;4482;0.7
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;1071A - Fabrication industrielle de pain et de pâtisserie fraîche;237;35928;6.6;237;35928;6.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1071B;Cuisson de produits de boulangerie;1071B - Cuisson de produits de boulangerie;63;7571;8.3;63;7571;8.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1071C;Boulangerie et boulangerie-pâtisserie;1071C - Boulangerie et boulangerie-pâtisserie;1297;175885;7.4;1297;175885;7.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1071D;Pâtisserie;1071D - Pâtisserie;88;17139;5.1;88;17139;5.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1072Z;Fabrication de biscuits, biscottes et pâtisseries de conservation;1072Z - Fabrication de biscuits, biscottes et pâtisseries de conservation;65;14361;4.5;65;14361;4.5
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1073Z;Fabrication de pâtes alimentaires;1073Z - Fabrication de pâtes alimentaires;20;3213;6.2;20;3213;6.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1081Z;Fabrication de sucre;1081Z - Fabrication de sucre;2;1721;1.2;2;1721;1.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1082Z;Fabrication de cacao, chocolat et de produits de confiserie;1082Z - Fabrication de cacao, chocolat et de produits de confiserie;86;19225;4.5;86;19225;4.5
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1083Z;Transformation du thé et du café;1083Z - Transformation du thé et du café;36;6401;5.6;36;6401;5.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1084Z;Fabrication de condiments et assaisonnements;1084Z - Fabrication de condiments et assaisonnements;17;3947;4.3;17;3947;4.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1085Z;Fabrication de plats préparés;1085Z - Fabrication de plats préparés;71;24111;2.9;71;24111;2.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1086Z;Fabrication d'aliments homogénéisés et diététiques;1086Z - Fabrication d'aliments homogénéisés et diététiques;20;6034;3.3;20;6034;3.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1089Z;Fabrication d'autres produits alimentaires n.c.a.;1089Z - Fabrication d'autres produits alimentaires n.c.a.;69;18235;3.8;69;18235;3.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1091Z;Fabrication d'aliments pour animaux de ferme;1091Z - Fabrication d'aliments pour animaux de ferme;15;7765;1.9;15;7765;1.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1092Z;Fabrication d'aliments pour animaux de compagnie;1092Z - Fabrication d'aliments pour animaux de compagnie;13;7526;1.7;13;7526;1.7
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1101Z;Production de boissons alcooliques distillées;1101Z - Production de boissons alcooliques distillées;18;8713;2.1;18;8713;2.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1102A;Fabrication de vins effervescents;1102A - Fabrication de vins effervescents;10;5041;2;10;5041;2.0
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1102B;Vinification;1102B - Vinification;14;3125;4.5;14;3125;4.5
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1103Z;Fabrication de cidre et de vins de fruits;1103Z - Fabrication de cidre et de vins de fruits;4;423;NC;4;423;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1104Z;Production d'autres boissons fermentées non distillées;1104Z - Production d'autres boissons fermentées non distillées;0;216;NC;0;216;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1105Z;Fabrication de bière;1105Z - Fabrication de bière;22;7292;3;22;7292;3.0
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1106Z;Fabrication de malt;1106Z - Fabrication de malt;0;501;NC;0;501;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1107A;Industrie des eaux de table;1107A - Industrie des eaux de table;12;7063;1.7;12;7063;1.7
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1107B;Production de boissons rafraîchissantes;1107B - Production de boissons rafraîchissantes;18;7962;2.3;18;7962;2.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1200Z;Fabrication de produits à base de tabac;1200Z - Fabrication de produits à base de tabac;0;789;NC;0;789;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1310Z;Préparation de fibres textiles et filature;1310Z - Préparation de fibres textiles et filature;5;1776;2.8;5;1776;2.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1320Z;Tissage;1320Z - Tissage;17;4976;3.4;17;4976;3.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1330Z;Ennoblissement textile;1330Z - Ennoblissement textile;6;2397;2.5;6;2397;2.5
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1391Z;Fabrication d'étoffes à mailles;1391Z - Fabrication d'étoffes à mailles;5;632;NC;5;632;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1392Z;Fabrication d'articles textiles, sauf habillement;1392Z - Fabrication d'articles textiles, sauf habillement;36;11211;3.2;36;11211;3.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1393Z;Fabrication de tapis et moquettes;1393Z - Fabrication de tapis et moquettes;4;1131;3.5;4;1131;3.5
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1394Z;Fabrication de ficelles, cordes et filets;1394Z - Fabrication de ficelles, cordes et filets;4;906;NC;4;906;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1395Z;Fabrication de non-tissés, sauf habillement;1395Z - Fabrication de non-tissés, sauf habillement;5;2374;2.1;5;2374;2.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1396Z;Fabrication d'autres textiles techniques et industriels;1396Z - Fabrication d'autres textiles techniques et industriels;19;7319;2.6;19;7319;2.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1399Z;Fabrication d'autres textiles n.c.a.;1399Z - Fabrication d'autres textiles n.c.a.;10;2602;3.8;10;2602;3.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1411Z;Fabrication de vêtements en cuir;1411Z - Fabrication de vêtements en cuir;1;356;NC;1;356;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1412Z;Fabrication de vêtements de travail;1412Z - Fabrication de vêtements de travail;5;1721;2.9;5;1721;2.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1413Z;Fabrication de vêtements de dessus;1413Z - Fabrication de vêtements de dessus;79;17260;4.6;79;17260;4.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1414Z;Fabrication de vêtements de dessous;1414Z - Fabrication de vêtements de dessous;19;4675;4.1;19;4675;4.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1419Z;Fabrication d'autres vêtements et accessoires;1419Z - Fabrication d'autres vêtements et accessoires;20;4345;4.6;20;4345;4.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1420Z;Fabrication d'articles en fourrure;1420Z - Fabrication d'articles en fourrure;0;101;NC;0;101;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1431Z;Fabrication d'articles chaussants à mailles;1431Z - Fabrication d'articles chaussants à mailles;7;1459;4.8;7;1459;4.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1439Z;Fabrication d'autres articles à mailles;1439Z - Fabrication d'autres articles à mailles;2;1574;1.3;2;1574;1.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1511Z;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures";"1511Z - Apprêt et tannage des cuirs ; préparation et teinture des fourrures";6;1792;3.3;6;1792;3.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1512Z;Fabrication d'articles de voyage, de maroquinerie et de sellerie;1512Z - Fabrication d'articles de voyage, de maroquinerie et de sellerie;187;36484;5.1;187;36484;5.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1520Z;Fabrication de chaussures;1520Z - Fabrication de chaussures;13;3648;3.6;13;3648;3.6
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1610A;Sciage et rabotage du bois, hors imprégnation;1610A - Sciage et rabotage du bois, hors imprégnation;25;6442;3.9;25;6442;3.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1610B;Imprégnation du bois;1610B - Imprégnation du bois;9;2685;3.4;9;2685;3.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1621Z;Fabrication de placage et de panneaux de bois;1621Z - Fabrication de placage et de panneaux de bois;16;5234;3.1;16;5234;3.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1622Z;Fabrication de parquets assemblés;1622Z - Fabrication de parquets assemblés;2;647;NC;2;647;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1623Z;Fabrication de charpentes et d'autres menuiseries;1623Z - Fabrication de charpentes et d'autres menuiseries;55;20188;2.7;55;20188;2.7
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1624Z;Fabrication d'emballages en bois;1624Z - Fabrication d'emballages en bois;41;11998;3.4;41;11998;3.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1629Z;"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";"1629Z - Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";20;4681;4.3;20;4681;4.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1711Z;Fabrication de pâte à papier;1711Z - Fabrication de pâte à papier;3;1121;2.7;3;1121;2.7
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1712Z;Fabrication de papier et de carton;1712Z - Fabrication de papier et de carton;24;12656;1.9;24;12656;1.9
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1721A;Fabrication de carton ondulé;1721A - Fabrication de carton ondulé;29;14853;2;29;14853;2.0
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1721B;Fabrication de cartonnages;1721B - Fabrication de cartonnages;45;9960;4.5;45;9960;4.5
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1721C;Fabrication d'emballages en papier;1721C - Fabrication d'emballages en papier;14;2721;5.1;14;2721;5.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique;1722Z - Fabrication d'articles en papier à usage sanitaire ou domestique;22;7131;3.1;22;7131;3.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1723Z;Fabrication d'articles de papeterie;1723Z - Fabrication d'articles de papeterie;16;3100;5.2;16;3100;5.2
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1724Z;Fabrication de papiers peints;1724Z - Fabrication de papiers peints;2;175;NC;2;175;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1729Z;Fabrication d'autres articles en papier ou en carton;1729Z - Fabrication d'autres articles en papier ou en carton;31;6971;4.4;31;6971;4.4
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1811Z;Imprimerie de journaux;1811Z - Imprimerie de journaux;9;2719;3.3;9;2719;3.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1812Z;Autre imprimerie (labeur);1812Z - Autre imprimerie (labeur);104;31432;3.3;104;31432;3.3
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1813Z;Activités de pré-presse;1813Z - Activités de pré-presse;14;7921;1.8;14;7921;1.8
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1814Z;Reliure et activités connexes;1814Z - Reliure et activités connexes;15;1488;10.1;15;1488;10.1
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1820Z;Reproduction d'enregistrements;1820Z - Reproduction d'enregistrements;0;582;NC;0;582;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1910Z;Cokéfaction;1910Z - Cokéfaction;0;0;NC;0;0;
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;1920Z;Raffinage du pétrole;1920Z - Raffinage du pétrole;22;8837;2.5;22;8837;2.5
2024;Accidents de trajet;C;Industrie manufacturière;C - Industrie manufacturière;2011Z;Fabrication de gaz industriels;2011Z - Fabrication de gaz industriels;13;4135;3.1;13;4135;3.1
