annee;risque;code_naf1;libelle_naf1;naf1;code_naf5;libelle_naf5;naf5;nb_sinistres;nb_salaries;indice_frequence;nb_sinistres_int;nb_salaries_int;indice_frequence_int
2024;Accidents de trajet;O;Administration publique;O - Administration publique;8430A;Activités générales de sécurité sociale;8430A - Activités générales de sécurité sociale;518;105285;4.9;518;105285;4.9
2024;Accidents de trajet;O;Administration publique;O - Administration publique;8430B;Gestion des retraites complémentaires;8430B - Gestion des retraites complémentaires;51;12014;4.2;51;12014;4.2
2024;Accidents de trajet;O;Administration publique;O - Administration publique;8430C;Distribution sociale de revenus;8430C - Distribution sociale de revenus;165;33150;5;165;33150;5.0
2024;Accidents de trajet;O;Administration publique;O - Administration publique;TOUS;Total Administration publique;Total Administration publique;4259;1077354;4;4259;1077354;4.0
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8510Z;Enseignement pré-primaire;8510Z - Enseignement pré-primaire;6;3381;1.8;6;3381;1.8
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8520Z;Enseignement primaire;8520Z - Enseignement primaire;83;23923;3.5;83;23923;3.5
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8531Z;Enseignement secondaire général;8531Z - Enseignement secondaire général;388;94520;4.1;388;94520;4.1
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8532Z;Enseignement secondaire technique ou professionnel;8532Z - Enseignement secondaire technique ou professionnel;179;45038;4;179;45038;4.0
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8541Z;Enseignement post-secondaire non supérieur;8541Z - Enseignement post-secondaire non supérieur;1;476;NC;1;476;
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8542Z;Enseignement supérieur;8542Z - Enseignement supérieur;261;169519;1.5;261;169519;1.5
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8551Z;Enseignement de disciplines sportives et d'activités de loisirs;8551Z - Enseignement de disciplines sportives et d'activités de loisirs;21;11086;1.9;21;11086;1.9
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8552Z;Enseignement culturel;8552Z - Enseignement culturel;23;10610;2.2;23;10610;2.2
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8553Z;Enseignement de la conduite;8553Z - Enseignement de la conduite;115;28021;4.1;115;28021;4.1
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8559A;Formation continue d'adultes;8559A - Formation continue d'adultes;549;116630;4.7;549;116630;4.7
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8559B;Autres enseignements;8559B - Autres enseignements;170;40891;4.2;170;40891;4.2
2024;Accidents de trajet;P;Enseignement;P - Enseignement;8560Z;Activités de soutien à l'enseignement;8560Z - Activités de soutien à l'enseignement;11;2989;3.7;11;2989;3.7
2024;Accidents de trajet;P;Enseignement;P - Enseignement;TOUS;Total Enseignement;Total Enseignement;1807;547084;3.3;1807;547084;3.3
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8610Z;Activités hospitalières;8610Z - Activités hospitalières;3306;719832;4.6;3306;719832;4.6
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8621Z;Activité des médecins généralistes;8621Z - Activité des médecins généralistes;201;54223;3.7;201;54223;3.7
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8622A;Activités de radiodiagnostic et de radiothérapie;8622A - Activités de radiodiagnostic et de radiothérapie;45;7975;5.6;45;7975;5.6
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8622B;Activités chirurgicales;8622B - Activités chirurgicales;9;3579;2.5;9;3579;2.5
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8622C;Autres activités des médecins spécialistes;8622C - Autres activités des médecins spécialistes;84;24414;3.4;84;24414;3.4
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8623Z;Pratique dentaire;8623Z - Pratique dentaire;263;55226;4.8;263;55226;4.8
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8690A;Ambulances;8690A - Ambulances;284;66223;4.3;284;66223;4.3
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8690B;Laboratoires d'analyses médicales;8690B - Laboratoires d'analyses médicales;329;44109;7.5;329;44109;7.5
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8690C;Centres de collecte et banques d'organes;8690C - Centres de collecte et banques d'organes;NS;NS;NS;;;
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8690D;Activités des infirmiers et des sages-femmes;8690D - Activités des infirmiers et des sages-femmes;118;20950;5.6;118;20950;5.6
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8690E;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;8690E - Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;11;8888;1.2;11;8888;1.2
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8690F;Activités de santé humaine non classées ailleurs;8690F - Activités de santé humaine non classées ailleurs;12;4682;2.6;12;4682;2.6
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8710A;Hébergement médicalisé pour personnes âgées;8710A - Hébergement médicalisé pour personnes âgées;1642;213658;7.7;1642;213658;7.7
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8710B;Hébergement médicalisé pour enfants handicapés;8710B - Hébergement médicalisé pour enfants handicapés;421;65342;6.4;421;65342;6.4
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8710C;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé;8710C - Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé;335;42646;7.9;335;42646;7.9
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8720A;Hébergement social pour handicapés mentaux et malades mentaux;8720A - Hébergement social pour handicapés mentaux et malades mentaux;396;61803;6.4;396;61803;6.4
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8720B;Hébergement social pour toxicomanes;8720B - Hébergement social pour toxicomanes;NS;NS;NS;;;
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8730A;Hébergement social pour personnes âgées;8730A - Hébergement social pour personnes âgées;272;37781;7.2;272;37781;7.2
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8730B;Hébergement social pour handicapés physiques;8730B - Hébergement social pour handicapés physiques;66;9012;7.3;66;9012;7.3
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8790A;Hébergement social pour enfants en difficultés;8790A - Hébergement social pour enfants en difficultés;307;65740;4.7;307;65740;4.7
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8790B;Hébergement social pour adultes et familles en difficultés et autre hébergement social;8790B - Hébergement social pour adultes et familles en difficultés et autre hébergement social;339;48922;6.9;339;48922;6.9
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8810A;Aide à domicile;8810A - Aide à domicile;2957;213196;13.9;2957;213196;13.9
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8810B;Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées;8810B - Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées;105;14113;7.4;105;14113;7.4
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8810C;Aide par le travail;8810C - Aide par le travail;1657;140107;11.8;1657;140107;11.8
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8891A;Accueil de jeunes enfants;8891A - Accueil de jeunes enfants;1021;106865;9.6;1021;106865;9.6
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8891B;Accueil ou accompagnement sans hébergement d'enfants handicapés;8891B - Accueil ou accompagnement sans hébergement d'enfants handicapés;133;22719;5.9;133;22719;5.9
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8899A;Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents;8899A - Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents;67;16673;4;67;16673;4.0
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;8899B;Action sociale sans hébergement n.c.a.;8899B - Action sociale sans hébergement n.c.a.;1457;196529;7.4;1457;196529;7.4
2024;Accidents de trajet;Q;Santé humaine et action sociale;Q - Santé humaine et action sociale;TOUS;Total Santé humaine et action sociale;Total Santé humaine et action sociale;15903;2275911;7;15903;2275911;7.0
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9001Z;Arts du spectacle vivant;9001Z - Arts du spectacle vivant;142;38518;3.7;142;38518;3.7
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9002Z;Activités de soutien au spectacle vivant;9002Z - Activités de soutien au spectacle vivant;64;15267;4.2;64;15267;4.2
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9003A;Création artistique relevant des arts plastiques;9003A - Création artistique relevant des arts plastiques;4;1657;2.4;4;1657;2.4
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9003B;Autre création artistique;9003B - Autre création artistique;1;1379;0.7;1;1379;0.7
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9004Z;Gestion de salles de spectacles;9004Z - Gestion de salles de spectacles;53;10705;5;53;10705;5.0
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9101Z;Gestion des bibliothèques et des archives;9101Z - Gestion des bibliothèques et des archives;8;1723;4.6;8;1723;4.6
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9102Z;Gestion des musées;9102Z - Gestion des musées;42;6112;6.9;42;6112;6.9
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9103Z;Gestion des sites et monuments historiques et des attractions touristiques similaires;9103Z - Gestion des sites et monuments historiques et des attractions touristiques similaires;59;12581;4.7;59;12581;4.7
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9104Z;Gestion des jardins botaniques et zoologiques et des réserves naturelles;9104Z - Gestion des jardins botaniques et zoologiques et des réserves naturelles;9;3792;2.4;9;3792;2.4
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9200Z;Organisation de jeux de hasard et d'argent;9200Z - Organisation de jeux de hasard et d'argent;122;17121;7.1;122;17121;7.1
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9311Z;Gestion d'installations sportives;9311Z - Gestion d'installations sportives;112;21498;5.2;112;21498;5.2
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9312Z;Activités de clubs de sports;9312Z - Activités de clubs de sports;126;83748;1.5;126;83748;1.5
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9313Z;Activités des centres de culture physique;9313Z - Activités des centres de culture physique;83;11248;7.4;83;11248;7.4
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9319Z;Autres activités liées au sport;9319Z - Autres activités liées au sport;39;17399;2.2;39;17399;2.2
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9321Z;Activités des parcs d'attractions et parcs à thèmes;9321Z - Activités des parcs d'attractions et parcs à thèmes;191;28784;6.6;191;28784;6.6
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;9329Z;Autres activités récréatives et de loisirs;9329Z - Autres activités récréatives et de loisirs;179;41167;4.3;179;41167;4.3
2024;Accidents de trajet;R;Arts, spectacles et activités récréatives;R - Arts, spectacles et activités récréatives;TOUS;Total Arts, spectacles et activités récréatives;Total Arts, spectacles et activités récréatives;1234;312699;3.9;1234;312699;3.9
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9411Z;Activités des organisations patronales et consulaires;9411Z - Activités des organisations patronales et consulaires;85;27939;3;85;27939;3.0
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9412Z;Activités des organisations professionnelles;9412Z - Activités des organisations professionnelles;38;12266;3.1;38;12266;3.1
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9420Z;Activités des syndicats de salariés;9420Z - Activités des syndicats de salariés;38;7806;4.9;38;7806;4.9
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9491Z;Activités des organisations religieuses;9491Z - Activités des organisations religieuses;36;11765;3.1;36;11765;3.1
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9492Z;Activités des organisations politiques;9492Z - Activités des organisations politiques;1;695;NC;1;695;
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9499Z;Autres organisations fonctionnant par adhésion volontaire;9499Z - Autres organisations fonctionnant par adhésion volontaire;796;167945;4.7;796;167945;4.7
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9511Z;Réparation d'ordinateurs et d'équipements périphériques;9511Z - Réparation d'ordinateurs et d'équipements périphériques;42;9451;4.4;42;9451;4.4
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9512Z;Réparation d'équipements de communication;9512Z - Réparation d'équipements de communication;33;5208;6.3;33;5208;6.3
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9521Z;Réparation de produits électroniques grand public;9521Z - Réparation de produits électroniques grand public;13;2804;4.6;13;2804;4.6
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9522Z;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;9522Z - Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;31;5851;5.3;31;5851;5.3
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9523Z;Réparation de chaussures et d'articles en cuir;9523Z - Réparation de chaussures et d'articles en cuir;9;1678;5.4;9;1678;5.4
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9524Z;Réparation de meubles et d'équipements du foyer;9524Z - Réparation de meubles et d'équipements du foyer;4;850;NC;4;850;
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9525Z;Réparation d'articles d'horlogerie et de bijouterie;9525Z - Réparation d'articles d'horlogerie et de bijouterie;0;1008;0;0;1008;0.0
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9529Z;Réparation d'autres biens personnels et domestiques;9529Z - Réparation d'autres biens personnels et domestiques;38;4830;7.9;38;4830;7.9
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9601A;Blanchisserie-teinturerie de gros;9601A - Blanchisserie-teinturerie de gros;72;12450;5.8;72;12450;5.8
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9601B;Blanchisserie-teinturerie de détail;9601B - Blanchisserie-teinturerie de détail;38;9611;4;38;9611;4.0
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9602A;Coiffure;9602A - Coiffure;538;101219;5.3;538;101219;5.3
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9602B;Soins de beauté;9602B - Soins de beauté;152;33009;4.6;152;33009;4.6
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9603Z;Services funéraires;9603Z - Services funéraires;98;22814;4.3;98;22814;4.3
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9604Z;Entretien corporel;9604Z - Entretien corporel;74;13614;5.4;74;13614;5.4
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;9609Z;Autres services personnels n.c.a.;9609Z - Autres services personnels n.c.a.;315;30479;10.3;315;30479;10.3
2024;Accidents de trajet;S;Autres activités de services;S - Autres activités de services;TOUS;Total Autres activités de services;Total Autres activités de services;2451;483292;5.1;2451;483292;5.1
2024;Accidents de trajet;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";9700Z;Activités des ménages en tant qu'employeurs de personnel domestique;9700Z - Activités des ménages en tant qu'employeurs de personnel domestique;0;3;NC;0;3;
2024;Accidents de trajet;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";9810Z;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;9810Z - Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;NS;NS;NC;;;
2024;Accidents de trajet;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";9820Z;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;9820Z - Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;NS;NS;NC;;;
2024;Accidents de trajet;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"T - Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";TOUS;"Total Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Total Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";0;9;NC;0;9;
2024;Accidents de trajet;TOUS;Tous secteurs confondus;Tous secteurs confondus;TOUS;Tous secteurs confondus;Tous secteurs confondus;94654;20799568;4.6;94654;20799568;4.6
2024;Accidents de trajet;U;Activités extra-territoriales;U - Activités extra-territoriales;9900Z;Activités des organisations et organismes extraterritoriaux;9900Z - Activités des organisations et organismes extraterritoriaux;37;7188;5.1;37;7188;5.1
2024;Accidents de trajet;U;Activités extra-territoriales;U - Activités extra-territoriales;TOUS;Total Activités extra-territoriales;Total Activités extra-territoriales;37;7188;5.1;37;7188;5.1
2024;Accidents de trajet;x;Valeur manquante;x - Valeur manquante;TOUS;Total Valeur manquante;Total Valeur manquante;230;774;NC;230;774;
2024;Accidents de trajet;x;Valeur manquante;x - Valeur manquante;xxxxx;Valeur manquante;xxxxx - Valeur manquante;230;774;NC;230;774;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;0111Z - Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;11;434;NC;11;434;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0112Z;Culture du riz;0112Z - Culture du riz;0;15;NC;0;15;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0113Z;Culture de légumes, de melons, de racines et de tubercules;0113Z - Culture de légumes, de melons, de racines et de tubercules;26;1300;20;26;1300;20.0
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0114Z;Culture de la canne à sucre;0114Z - Culture de la canne à sucre;15;1373;10.9;15;1373;10.9
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0115Z;Culture du tabac;0115Z - Culture du tabac;0;7;NC;0;7;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0116Z;Culture de plantes à fibres;0116Z - Culture de plantes à fibres;NS;NS;NC;;;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0119Z;Autres cultures non permanentes;0119Z - Autres cultures non permanentes;0;86;NC;0;86;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0121Z;Culture de la vigne;0121Z - Culture de la vigne;4;183;NC;4;183;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0122Z;Culture de fruits tropicaux et subtropicaux;0122Z - Culture de fruits tropicaux et subtropicaux;201;3576;56.2;201;3576;56.2
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0123Z;Culture d'agrumes;0123Z - Culture d'agrumes;0;6;NC;0;6;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0124Z;Culture de fruits à pépins et à noyau;0124Z - Culture de fruits à pépins et à noyau;14;399;NC;14;399;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;0125Z - Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;0;15;NC;0;15;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0126Z;Culture de fruits oléagineux;0126Z - Culture de fruits oléagineux;NS;NS;NC;;;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0127Z;Culture de plantes à boissons;0127Z - Culture de plantes à boissons;NS;NS;NC;;;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;0128Z - Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;0;73;NC;0;73;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0129Z;Autres cultures permanentes;0129Z - Autres cultures permanentes;0;14;NC;0;14;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0130Z;Reproduction de plantes;0130Z - Reproduction de plantes;14;524;NC;14;524;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0141Z;Élevage de vaches laitières;0141Z - Élevage de vaches laitières;0;28;NC;0;28;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0142Z;Élevage d'autres bovins et de buffles;0142Z - Élevage d'autres bovins et de buffles;3;235;NC;3;235;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0143Z;Élevage de chevaux et d'autres équidés;0143Z - Élevage de chevaux et d'autres équidés;2;77;NC;2;77;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0144Z;Élevage de chameaux et d'autres camélidés;0144Z - Élevage de chameaux et d'autres camélidés;0;0;NC;0;0;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0145Z;Élevage d'ovins et de caprins;0145Z - Élevage d'ovins et de caprins;0;24;NC;0;24;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0146Z;Élevage de porcins;0146Z - Élevage de porcins;2;114;NC;2;114;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0147Z;Élevage de volailles;0147Z - Élevage de volailles;18;419;NC;18;419;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0149Z;Élevage d'autres animaux;0149Z - Élevage d'autres animaux;2;97;NC;2;97;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0150Z;Culture et élevage associés;0150Z - Culture et élevage associés;6;559;NC;6;559;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0161Z;Activités de soutien aux cultures;0161Z - Activités de soutien aux cultures;17;663;NC;17;663;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0162Z;Activités de soutien à la production animale;0162Z - Activités de soutien à la production animale;25;748;NC;25;748;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0163Z;Traitement primaire des récoltes;0163Z - Traitement primaire des récoltes;0;6;NC;0;6;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0164Z;Traitement des semences;0164Z - Traitement des semences;NS;NS;NC;;;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0170Z;Chasse, piégeage et services annexes;0170Z - Chasse, piégeage et services annexes;0;4;NC;0;4;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0210Z;Sylviculture et autres activités forestières;0210Z - Sylviculture et autres activités forestières;2;81;NC;2;81;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0220Z;Exploitation forestière;0220Z - Exploitation forestière;29;1023;28.3;29;1023;28.3
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;0230Z - Récolte de produits forestiers non ligneux poussant à l'état sauvage;0;2;NC;0;2;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0240Z;Services de soutien à l'exploitation forestière;0240Z - Services de soutien à l'exploitation forestière;NS;NS;NS;;;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0311Z;Pêche en mer;0311Z - Pêche en mer;12;1249;9.6;12;1249;9.6
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0312Z;Pêche en eau douce;0312Z - Pêche en eau douce;0;4;NC;0;4;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0321Z;Aquaculture en mer;0321Z - Aquaculture en mer;7;123;NC;7;123;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;0322Z;Aquaculture en eau douce;0322Z - Aquaculture en eau douce;1;37;NC;1;37;
2024;Accidents du travail;A;Agriculture, sylviculture et pêche;A - Agriculture, sylviculture et pêche;TOUS;Total Agriculture, sylviculture et pêche;Total Agriculture, sylviculture et pêche;433;16062;27;433;16062;27.0
2024;Accidents du travail;B;Industries extractives;B - Industries extractives;0510Z;Extraction de houille;0510Z - Extraction de houille;NS;NS;NC;;;
2024;Accidents du travail;B;Industries extractives;B - Industries extractives;0520Z;Extraction de lignite;0520Z - Extraction de lignite;0;0;NC;0;0;
2024;Accidents du travail;B;Industries extractives;B - Industries extractives;0610Z;Extraction de pétrole brut;0610Z - Extraction de pétrole brut;2;205;NC;2;205;
2024;Accidents du travail;B;Industries extractives;B - Industries extractives;0620Z;Extraction de gaz naturel;0620Z - Extraction de gaz naturel;NS;NS;NC;;;
2024;Accidents du travail;B;Industries extractives;B - Industries extractives;0710Z;Extraction de minerais de fer;0710Z - Extraction de minerais de fer;NS;NS;NC;;;
2024;Accidents du travail;B;Industries extractives;B - Industries extractives;0721Z;Extraction de minerais d'uranium et de thorium;0721Z - Extraction de minerais d'uranium et de thorium;0;0;NC;0;0;
2024;Accidents du travail;B;Industries extractives;B - Industries extractives;0729Z;Extraction d'autres minerais de métaux non ferreux;0729Z - Extraction d'autres minerais de métaux non ferreux;4;484;NC;4;484;
