annee;code_region_admin;libelle_region_admin;risque;nb_sinistres;nb_salaries;indice_frequence;nb_sinistres_int;indice_frequence_int
2009;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;62242;1280872;NC;62242;
2009;94;Corse;Accidents de trajet;381;72254;5,3;381;5.3
2009;94;Corse;Accidents du travail;2848;72254;39,4;2848;39.4
2009;94;Corse;Maladies professionnelles;176;72254;NC;176;
2009;94;Corse;Tous risques confondus;3405;72254;NC;3405;
2009;99;FRANCE;Accidents de trajet;91621;18501446;5,0;91621;5.0
2009;99;FRANCE;Accidents du travail;651029;18501446;35,2;651029;35.2
2009;99;FRANCE;Maladies professionnelles;40432;18501446;NC;40432;
2009;99;FRANCE;Tous risques confondus;783082;18501446;NC;783082;
2010;01;Guadeloupe;Accidents de trajet;120;88920;1,3;120;1.3
2010;01;Guadeloupe;Accidents du travail;939;88920;10,6;939;10.6
2010;01;Guadeloupe;Maladies professionnelles;29;88920;NC;29;
2010;01;Guadeloupe;Tous risques confondus;1088;88920;NC;1088;
2010;02;Martinique;Accidents de trajet;274;93291;2,9;274;2.9
2010;02;Martinique;Accidents du travail;2556;93291;27,4;2556;27.4
2010;02;Martinique;Maladies professionnelles;58;93291;NC;58;
2010;02;Martinique;Tous risques confondus;2888;93291;NC;2888;
2010;03;Guyane;Accidents de trajet;63;33684;1,9;63;1.9
2010;03;Guyane;Accidents du travail;379;33684;11,3;379;11.3
2010;03;Guyane;Maladies professionnelles;13;33684;NC;13;
2010;03;Guyane;Tous risques confondus;455;33684;NC;455;
2010;04;La Réunion;Accidents de trajet;368;168270;2,2;368;2.2
2010;04;La Réunion;Accidents du travail;3528;168270;21,0;3528;21.0
2010;04;La Réunion;Maladies professionnelles;110;168270;NC;110;
2010;04;La Réunion;Tous risques confondus;4006;168270;NC;4006;
2010;06;Mayotte;Accidents de trajet;0;0;NC;0;
2010;06;Mayotte;Accidents du travail;0;0;NC;0;
2010;06;Mayotte;Maladies professionnelles;0;0;NC;0;
2010;06;Mayotte;Tous risques confondus;0;0;NC;0;
2010;11;Ile-de-France;Accidents de trajet;28536;4691760;6,1;28536;6.1
2010;11;Ile-de-France;Accidents du travail;116797;4691760;24,9;116797;24.9
2010;11;Ile-de-France;Maladies professionnelles;5125;4691760;NC;5125;
2010;11;Ile-de-France;Tous risques confondus;150458;4691760;NC;150458;
2010;24;Centre-Val de Loire;Accidents de trajet;3499;661273;5,3;3499;5.3
2010;24;Centre-Val de Loire;Accidents du travail;26621;661273;40,3;26621;40.3
2010;24;Centre-Val de Loire;Maladies professionnelles;1605;661273;NC;1605;
2010;24;Centre-Val de Loire;Tous risques confondus;31725;661273;NC;31725;
2010;27;Bourgogne-Franche-Comté;Accidents de trajet;3455;723509;4,8;3455;4.8
2010;27;Bourgogne-Franche-Comté;Accidents du travail;29062;723509;40,2;29062;40.2
2010;27;Bourgogne-Franche-Comté;Maladies professionnelles;2190;723509;NC;2190;
2010;27;Bourgogne-Franche-Comté;Tous risques confondus;34707;723509;NC;34707;
2010;28;Normandie;Accidents de trajet;4624;890689;5,2;4624;5.2
2010;28;Normandie;Accidents du travail;34708;890689;39,0;34708;39.0
2010;28;Normandie;Maladies professionnelles;2931;890689;NC;2931;
2010;28;Normandie;Tous risques confondus;42263;890689;NC;42263;
2010;32;Hauts-de-France;Accidents de trajet;6576;1568008;4,2;6576;4.2
2010;32;Hauts-de-France;Accidents du travail;60082;1568008;38,3;60082;38.3
2010;32;Hauts-de-France;Maladies professionnelles;3851;1568008;NC;3851;
2010;32;Hauts-de-France;Tous risques confondus;70509;1568008;NC;70509;
2010;44;Grand Est;Accidents de trajet;6264;1458567;4,3;6264;4.3
2010;44;Grand Est;Accidents du travail;53032;1458567;36,4;53032;36.4
2010;44;Grand Est;Maladies professionnelles;4588;1458567;NC;4588;
2010;44;Grand Est;Tous risques confondus;63884;1458567;NC;63884;
2010;52;Pays de la Loire;Accidents de trajet;4813;1021419;4,7;4813;4.7
2010;52;Pays de la Loire;Accidents du travail;39974;1021419;39,1;39974;39.1
2010;52;Pays de la Loire;Maladies professionnelles;4541;1021419;NC;4541;
2010;52;Pays de la Loire;Tous risques confondus;49328;1021419;NC;49328;
2010;53;Bretagne;Accidents de trajet;3622;845482;4,3;3622;4.3
2010;53;Bretagne;Accidents du travail;33441;845482;39,6;33441;39.6
2010;53;Bretagne;Maladies professionnelles;4044;845482;NC;4044;
2010;53;Bretagne;Tous risques confondus;41107;845482;NC;41107;
2010;75;Nouvelle-Aquitaine;Accidents de trajet;6709;1449291;4,6;6709;4.6
2010;75;Nouvelle-Aquitaine;Accidents du travail;58234;1449291;40,2;58234;40.2
2010;75;Nouvelle-Aquitaine;Maladies professionnelles;4562;1449291;NC;4562;
2010;75;Nouvelle-Aquitaine;Tous risques confondus;69505;1449291;NC;69505;
2010;76;Occitanie;Accidents de trajet;6672;1375606;4,9;6672;4.9
2010;76;Occitanie;Accidents du travail;55293;1375606;40,2;55293;40.2
2010;76;Occitanie;Maladies professionnelles;1824;1375606;NC;1824;
2010;76;Occitanie;Tous risques confondus;63789;1375606;NC;63789;
2010;84;Auvergne-Rhône-Alpes;Accidents de trajet;11653;2249645;5,2;11653;5.2
2010;84;Auvergne-Rhône-Alpes;Accidents du travail;90394;2249645;40,2;90394;40.2
2010;84;Auvergne-Rhône-Alpes;Maladies professionnelles;4722;2249645;NC;4722;
2010;84;Auvergne-Rhône-Alpes;Tous risques confondus;106769;2249645;NC;106769;
2010;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;8417;1290019;6,5;8417;6.5
2010;93;Provence-Alpes-Côte d'Azur;Accidents du travail;50626;1290019;39,2;50626;39.2
2010;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;2047;1290019;NC;2047;
2010;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;61090;1290019;NC;61090;
2010;94;Corse;Accidents de trajet;403;74694;5,4;403;5.4
2010;94;Corse;Accidents du travail;3018;74694;40,4;3018;40.4
2010;94;Corse;Maladies professionnelles;183;74694;NC;183;
2010;94;Corse;Tous risques confondus;3604;74694;NC;3604;
2010;99;FRANCE;Accidents de trajet;96068;18684127;5,1;96068;5.1
2010;99;FRANCE;Accidents du travail;658684;18684127;35,3;658684;35.3
2010;99;FRANCE;Maladies professionnelles;42423;18684127;NC;42423;
2010;99;FRANCE;Tous risques confondus;797175;18684127;NC;797175;
2011;01;Guadeloupe;Accidents de trajet;170;87886;1,9;170;1.9
2011;01;Guadeloupe;Accidents du travail;1314;87886;15,0;1314;15.0
2011;01;Guadeloupe;Maladies professionnelles;25;87886;NC;25;
2011;01;Guadeloupe;Tous risques confondus;1509;87886;NC;1509;
2011;02;Martinique;Accidents de trajet;264;91516;2,9;264;2.9
2011;02;Martinique;Accidents du travail;2533;91516;27,7;2533;27.7
2011;02;Martinique;Maladies professionnelles;105;91516;NC;105;
2011;02;Martinique;Tous risques confondus;2902;91516;NC;2902;
2011;03;Guyane;Accidents de trajet;42;35396;1,2;42;1.2
2011;03;Guyane;Accidents du travail;404;35396;11,4;404;11.4
2011;03;Guyane;Maladies professionnelles;21;35396;NC;21;
2011;03;Guyane;Tous risques confondus;467;35396;NC;467;
2011;04;La Réunion;Accidents de trajet;458;172952;2,6;458;2.6
2011;04;La Réunion;Accidents du travail;3807;172952;22,0;3807;22.0
2011;04;La Réunion;Maladies professionnelles;86;172952;NC;86;
2011;04;La Réunion;Tous risques confondus;4351;172952;NC;4351;
2011;06;Mayotte;Accidents de trajet;0;0;NC;0;
2011;06;Mayotte;Accidents du travail;0;0;NC;0;
2011;06;Mayotte;Maladies professionnelles;0;0;NC;0;
2011;06;Mayotte;Tous risques confondus;0;0;NC;0;
2011;11;Ile-de-France;Accidents de trajet;31611;4727698;6,7;31611;6.7
2011;11;Ile-de-France;Accidents du travail;114866;4727698;24,3;114866;24.3
2011;11;Ile-de-France;Maladies professionnelles;5316;4727698;NC;5316;
2011;11;Ile-de-France;Tous risques confondus;151793;4727698;NC;151793;
2011;24;Centre-Val de Loire;Accidents de trajet;3606;667860;5,4;3606;5.4
2011;24;Centre-Val de Loire;Accidents du travail;26803;667860;40,1;26803;40.1
2011;24;Centre-Val de Loire;Maladies professionnelles;1697;667860;NC;1697;
2011;24;Centre-Val de Loire;Tous risques confondus;32106;667860;NC;32106;
2011;27;Bourgogne-Franche-Comté;Accidents de trajet;3270;730800;4,5;3270;4.5
2011;27;Bourgogne-Franche-Comté;Accidents du travail;28548;730800;39,1;28548;39.1
2011;27;Bourgogne-Franche-Comté;Maladies professionnelles;2478;730800;NC;2478;
2011;27;Bourgogne-Franche-Comté;Tous risques confondus;34296;730800;NC;34296;
2011;28;Normandie;Accidents de trajet;4210;903784;4,7;4210;4.7
2011;28;Normandie;Accidents du travail;34852;903784;38,6;34852;38.6
2011;28;Normandie;Maladies professionnelles;3490;903784;NC;3490;
2011;28;Normandie;Tous risques confondus;42552;903784;NC;42552;
2011;32;Hauts-de-France;Accidents de trajet;6848;1565087;4,4;6848;4.4
2011;32;Hauts-de-France;Accidents du travail;62598;1565087;40,0;62598;40.0
2011;32;Hauts-de-France;Maladies professionnelles;4611;1565087;NC;4611;
2011;32;Hauts-de-France;Tous risques confondus;74057;1565087;NC;74057;
2011;44;Grand Est;Accidents de trajet;6728;1464522;4,6;6728;4.6
2011;44;Grand Est;Accidents du travail;55671;1464522;38,0;55671;38.0
2011;44;Grand Est;Maladies professionnelles;4541;1464522;NC;4541;
2011;44;Grand Est;Tous risques confondus;66940;1464522;NC;66940;
2011;52;Pays de la Loire;Accidents de trajet;4484;1038944;4,3;4484;4.3
2011;52;Pays de la Loire;Accidents du travail;43136;1038944;41,5;43136;41.5
2011;52;Pays de la Loire;Maladies professionnelles;5110;1038944;NC;5110;
2011;52;Pays de la Loire;Tous risques confondus;52730;1038944;NC;52730;
2011;53;Bretagne;Accidents de trajet;3164;851928;3,7;3164;3.7
2011;53;Bretagne;Accidents du travail;36480;851928;42,8;36480;42.8
2011;53;Bretagne;Maladies professionnelles;4628;851928;NC;4628;
2011;53;Bretagne;Tous risques confondus;44272;851928;NC;44272;
2011;75;Nouvelle-Aquitaine;Accidents de trajet;6380;1466167;4,4;6380;4.4
2011;75;Nouvelle-Aquitaine;Accidents du travail;56309;1466167;38,4;56309;38.4
2011;75;Nouvelle-Aquitaine;Maladies professionnelles;4189;1466167;NC;4189;
2011;75;Nouvelle-Aquitaine;Tous risques confondus;66878;1466167;NC;66878;
2011;76;Occitanie;Accidents de trajet;6248;1382297;4,5;6248;4.5
2011;76;Occitanie;Accidents du travail;56650;1382297;41,0;56650;41.0
2011;76;Occitanie;Maladies professionnelles;2128;1382297;NC;2128;
2011;76;Occitanie;Tous risques confondus;65026;1382297;NC;65026;
2011;84;Auvergne-Rhône-Alpes;Accidents de trajet;11271;2283992;4,9;11271;4.9
2011;84;Auvergne-Rhône-Alpes;Accidents du travail;91496;2283992;40,1;91496;40.1
2011;84;Auvergne-Rhône-Alpes;Maladies professionnelles;5371;2283992;NC;5371;
2011;84;Auvergne-Rhône-Alpes;Tous risques confondus;108138;2283992;NC;108138;
2011;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;8436;1328589;6,3;8436;6.3
2011;93;Provence-Alpes-Côte d'Azur;Accidents du travail;51026;1328589;38,4;51026;38.4
2011;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;2291;1328589;NC;2291;
2011;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;61753;1328589;NC;61753;
2011;94;Corse;Accidents de trajet;450;77973;5,8;450;5.8
2011;94;Corse;Accidents du travail;3091;77973;39,6;3091;39.6
2011;94;Corse;Maladies professionnelles;208;77973;NC;208;
2011;94;Corse;Tous risques confondus;3749;77973;NC;3749;
2011;99;FRANCE;Accidents de trajet;97640;18877391;5,2;97640;5.2
2011;99;FRANCE;Accidents du travail;669584;18877391;35,5;669584;35.5
2011;99;FRANCE;Maladies professionnelles;46295;18877391;NC;46295;
2011;99;FRANCE;Tous risques confondus;813519;18877391;NC;813519;
2012;01;Guadeloupe;Accidents de trajet;243;88364;2,7;243;2.7
2012;01;Guadeloupe;Accidents du travail;1649;88364;18,7;1649;18.7
2012;01;Guadeloupe;Maladies professionnelles;43;88364;NC;43;
2012;01;Guadeloupe;Tous risques confondus;1935;88364;NC;1935;
2012;02;Martinique;Accidents de trajet;298;90296;3,3;298;3.3
2012;02;Martinique;Accidents du travail;2398;90296;26,6;2398;26.6
2012;02;Martinique;Maladies professionnelles;102;90296;NC;102;
2012;02;Martinique;Tous risques confondus;2798;90296;NC;2798;
2012;03;Guyane;Accidents de trajet;57;35630;1,6;57;1.6
2012;03;Guyane;Accidents du travail;436;35630;12,2;436;12.2
2012;03;Guyane;Maladies professionnelles;33;35630;NC;33;
2012;03;Guyane;Tous risques confondus;526;35630;NC;526;
2012;04;La Réunion;Accidents de trajet;365;176976;2,1;365;2.1
2012;04;La Réunion;Accidents du travail;3229;176976;18,2;3229;18.2
2012;04;La Réunion;Maladies professionnelles;27;176976;NC;27;
2012;04;La Réunion;Tous risques confondus;3621;176976;NC;3621;
2012;06;Mayotte;Accidents de trajet;0;0;NC;0;
2012;06;Mayotte;Accidents du travail;0;0;NC;0;
2012;06;Mayotte;Maladies professionnelles;0;0;NC;0;
2012;06;Mayotte;Tous risques confondus;0;0;NC;0;
2012;11;Ile-de-France;Accidents de trajet;26366;4710638;5,6;26366;5.6
2012;11;Ile-de-France;Accidents du travail;112180;4710638;23,8;112180;23.8
2012;11;Ile-de-France;Maladies professionnelles;5192;4710638;NC;5192;
2012;11;Ile-de-France;Tous risques confondus;143738;4710638;NC;143738;
2012;24;Centre-Val de Loire;Accidents de trajet;2930;656747;4,5;2930;4.5
2012;24;Centre-Val de Loire;Accidents du travail;25399;656747;38,7;25399;38.7
2012;24;Centre-Val de Loire;Maladies professionnelles;1620;656747;NC;1620;
2012;24;Centre-Val de Loire;Tous risques confondus;29949;656747;NC;29949;
2012;27;Bourgogne-Franche-Comté;Accidents de trajet;2967;716261;4,1;2967;4.1
2012;27;Bourgogne-Franche-Comté;Accidents du travail;27184;716261;38,0;27184;38.0
2012;27;Bourgogne-Franche-Comté;Maladies professionnelles;2418;716261;NC;2418;
2012;27;Bourgogne-Franche-Comté;Tous risques confondus;32569;716261;NC;32569;
2012;28;Normandie;Accidents de trajet;3822;880786;4,3;3822;4.3
2012;28;Normandie;Accidents du travail;32775;880786;37,2;32775;37.2
2012;28;Normandie;Maladies professionnelles;3318;880786;NC;3318;
2012;28;Normandie;Tous risques confondus;39915;880786;NC;39915;
2012;32;Hauts-de-France;Accidents de trajet;5796;1529136;3,8;5796;3.8
2012;32;Hauts-de-France;Accidents du travail;58817;1529136;38,5;58817;38.5
2012;32;Hauts-de-France;Maladies professionnelles;4191;1529136;NC;4191;
2012;32;Hauts-de-France;Tous risques confondus;68804;1529136;NC;68804;
2012;44;Grand Est;Accidents de trajet;5382;1424350;3,8;5382;3.8
2012;44;Grand Est;Accidents du travail;50970;1424350;35,8;50970;35.8
2012;44;Grand Est;Maladies professionnelles;5035;1424350;NC;5035;
2012;44;Grand Est;Tous risques confondus;61387;1424350;NC;61387;
2012;52;Pays de la Loire;Accidents de trajet;4324;1040683;4,2;4324;4.2
2012;52;Pays de la Loire;Accidents du travail;40371;1040683;38,8;40371;38.8
2012;52;Pays de la Loire;Maladies professionnelles;4910;1040683;NC;4910;
2012;52;Pays de la Loire;Tous risques confondus;49605;1040683;NC;49605;
2012;53;Bretagne;Accidents de trajet;2833;843418;3,4;2833;3.4
2012;53;Bretagne;Accidents du travail;34055;843418;40,4;34055;40.4
2012;53;Bretagne;Maladies professionnelles;4056;843418;NC;4056;
2012;53;Bretagne;Tous risques confondus;40944;843418;NC;40944;
2012;75;Nouvelle-Aquitaine;Accidents de trajet;6253;1457965;4,3;6253;4.3
2012;75;Nouvelle-Aquitaine;Accidents du travail;55875;1457965;38,3;55875;38.3
2012;75;Nouvelle-Aquitaine;Maladies professionnelles;4559;1457965;NC;4559;
2012;75;Nouvelle-Aquitaine;Tous risques confondus;66687;1457965;NC;66687;
2012;76;Occitanie;Accidents de trajet;6535;1372771;4,8;6535;4.8
2012;76;Occitanie;Accidents du travail;55049;1372771;40,1;55049;40.1
2012;76;Occitanie;Maladies professionnelles;2052;1372771;NC;2052;
2012;76;Occitanie;Tous risques confondus;63636;1372771;NC;63636;
2012;84;Auvergne-Rhône-Alpes;Accidents de trajet;10915;2265235;4,8;10915;4.8
2012;84;Auvergne-Rhône-Alpes;Accidents du travail;88499;2265235;39,1;88499;39.1
2012;84;Auvergne-Rhône-Alpes;Maladies professionnelles;5012;2265235;NC;5012;
2012;84;Auvergne-Rhône-Alpes;Tous risques confondus;104426;2265235;NC;104426;
2012;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;8466;1307943;6,5;8466;6.5
2012;93;Provence-Alpes-Côte d'Azur;Accidents du travail;48769;1307943;37,3;48769;37.3
2012;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1851;1307943;NC;1851;
2012;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;59086;1307943;NC;59086;
2012;94;Corse;Accidents de trajet;422;77209;5,5;422;5.5
2012;94;Corse;Accidents du travail;2595;77209;33,6;2595;33.6
2012;94;Corse;Maladies professionnelles;207;77209;NC;207;
2012;94;Corse;Tous risques confondus;3224;77209;NC;3224;
2012;99;FRANCE;Accidents de trajet;87974;18674408;4,7;87974;4.7
2012;99;FRANCE;Accidents du travail;640250;18674408;34,3;640250;34.3
2012;99;FRANCE;Maladies professionnelles;44626;18674408;NC;44626;
2012;99;FRANCE;Tous risques confondus;772850;18674408;NC;772850;
2013;01;Guadeloupe;Accidents de trajet;230;87221;2,6;230;2.6
2013;01;Guadeloupe;Accidents du travail;1809;87221;20,7;1809;20.7
2013;01;Guadeloupe;Maladies professionnelles;47;87221;NC;47;
2013;01;Guadeloupe;Tous risques confondus;2086;87221;NC;2086;
2013;02;Martinique;Accidents de trajet;269;90362;3,0;269;3.0
2013;02;Martinique;Accidents du travail;2063;90362;22,8;2063;22.8
2013;02;Martinique;Maladies professionnelles;96;90362;NC;96;
2013;02;Martinique;Tous risques confondus;2428;90362;NC;2428;
2013;03;Guyane;Accidents de trajet;35;37574;0,9;35;0.9
2013;03;Guyane;Accidents du travail;346;37574;9,2;346;9.2
2013;03;Guyane;Maladies professionnelles;8;37574;NC;8;
2013;03;Guyane;Tous risques confondus;389;37574;NC;389;
2013;04;La Réunion;Accidents de trajet;486;179618;2,7;486;2.7
2013;04;La Réunion;Accidents du travail;3634;179618;20,2;3634;20.2
2013;04;La Réunion;Maladies professionnelles;169;179618;NC;169;
2013;04;La Réunion;Tous risques confondus;4289;179618;NC;4289;
2013;06;Mayotte;Accidents de trajet;0;0;NC;0;
2013;06;Mayotte;Accidents du travail;0;0;NC;0;
2013;06;Mayotte;Maladies professionnelles;0;0;NC;0;
2013;06;Mayotte;Tous risques confondus;0;0;NC;0;
2013;11;Ile-de-France;Accidents de trajet;27974;4685443;6,0;27974;6.0
2013;11;Ile-de-France;Accidents du travail;107105;4685443;22,9;107105;22.9
2013;11;Ile-de-France;Maladies professionnelles;5170;4685443;NC;5170;
2013;11;Ile-de-France;Tous risques confondus;140249;4685443;NC;140249;
2013;24;Centre-Val de Loire;Accidents de trajet;2858;651938;4,4;2858;4.4
2013;24;Centre-Val de Loire;Accidents du travail;24145;651938;37,0;24145;37.0
2013;24;Centre-Val de Loire;Maladies professionnelles;1437;651938;NC;1437;
2013;24;Centre-Val de Loire;Tous risques confondus;28440;651938;NC;28440;
2013;27;Bourgogne-Franche-Comté;Accidents de trajet;3017;709981;4,2;3017;4.2
2013;27;Bourgogne-Franche-Comté;Accidents du travail;25573;709981;36,0;25573;36.0
2013;27;Bourgogne-Franche-Comté;Maladies professionnelles;2096;709981;NC;2096;
2013;27;Bourgogne-Franche-Comté;Tous risques confondus;30686;709981;NC;30686;
2013;28;Normandie;Accidents de trajet;3867;878025;4,4;3867;4.4
2013;28;Normandie;Accidents du travail;31057;878025;35,4;31057;35.4
2013;28;Normandie;Maladies professionnelles;3081;878025;NC;3081;
2013;28;Normandie;Tous risques confondus;38005;878025;NC;38005;
2013;32;Hauts-de-France;Accidents de trajet;7342;1515776;4,8;7342;4.8
2013;32;Hauts-de-France;Accidents du travail;57671;1515776;38,0;57671;38.0
2013;32;Hauts-de-France;Maladies professionnelles;4542;1515776;NC;4542;
2013;32;Hauts-de-France;Tous risques confondus;69555;1515776;NC;69555;
2013;44;Grand Est;Accidents de trajet;5741;1414411;4,1;5741;4.1
2013;44;Grand Est;Accidents du travail;48630;1414411;34,4;48630;34.4
2013;44;Grand Est;Maladies professionnelles;4625;1414411;NC;4625;
2013;44;Grand Est;Tous risques confondus;58996;1414411;NC;58996;
2013;52;Pays de la Loire;Accidents de trajet;4088;1035312;3,9;4088;3.9
2013;52;Pays de la Loire;Accidents du travail;38787;1035312;37,5;38787;37.5
2013;52;Pays de la Loire;Maladies professionnelles;4883;1035312;NC;4883;
2013;52;Pays de la Loire;Tous risques confondus;47758;1035312;NC;47758;
2013;53;Bretagne;Accidents de trajet;3007;849203;3,5;3007;3.5
2013;53;Bretagne;Accidents du travail;33342;849203;39,3;33342;39.3
2013;53;Bretagne;Maladies professionnelles;3718;849203;NC;3718;
2013;53;Bretagne;Tous risques confondus;40067;849203;NC;40067;
2013;75;Nouvelle-Aquitaine;Accidents de trajet;6118;1466107;4,2;6118;4.2
2013;75;Nouvelle-Aquitaine;Accidents du travail;53601;1466107;36,6;53601;36.6
2013;75;Nouvelle-Aquitaine;Maladies professionnelles;4481;1466107;NC;4481;
2013;75;Nouvelle-Aquitaine;Tous risques confondus;64200;1466107;NC;64200;
2013;76;Occitanie;Accidents de trajet;6297;1381414;4,6;6297;4.6
2013;76;Occitanie;Accidents du travail;52638;1381414;38,1;52638;38.1
2013;76;Occitanie;Maladies professionnelles;2012;1381414;NC;2012;
2013;76;Occitanie;Tous risques confondus;60947;1381414;NC;60947;
2013;84;Auvergne-Rhône-Alpes;Accidents de trajet;11002;2263812;4,9;11002;4.9
2013;84;Auvergne-Rhône-Alpes;Accidents du travail;84625;2263812;37,4;84625;37.4
2013;84;Auvergne-Rhône-Alpes;Maladies professionnelles;4688;2263812;NC;4688;
2013;84;Auvergne-Rhône-Alpes;Tous risques confondus;100315;2263812;NC;100315;
2013;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;8449;1320240;6,4;8449;6.4
2013;93;Provence-Alpes-Côte d'Azur;Accidents du travail;48616;1320240;36,8;48616;36.8
2013;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;1920;1320240;NC;1920;
2013;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;58985;1320240;NC;58985;
2013;94;Corse;Accidents de trajet;415;78921;5,3;415;5.3
2013;94;Corse;Accidents du travail;3081;78921;39,0;3081;39.0
2013;94;Corse;Maladies professionnelles;164;78921;NC;164;
2013;94;Corse;Tous risques confondus;3660;78921;NC;3660;
2013;99;FRANCE;Accidents de trajet;91195;18645358;4,9;91195;4.9
2013;99;FRANCE;Accidents du travail;616723;18645358;33,1;616723;33.1
2013;99;FRANCE;Maladies professionnelles;43137;18645358;NC;43137;
2013;99;FRANCE;Tous risques confondus;751055;18645358;NC;751055;
2014;01;Guadeloupe;Accidents de trajet;143;89760;1,6;143;1.6
2014;01;Guadeloupe;Accidents du travail;1207;89760;13,4;1207;13.4
2014;01;Guadeloupe;Maladies professionnelles;37;89760;NC;37;
2014;01;Guadeloupe;Tous risques confondus;1387;89760;NC;1387;
2014;02;Martinique;Accidents de trajet;227;90793;2,5;227;2.5
2014;02;Martinique;Accidents du travail;1852;90793;20,4;1852;20.4
2014;02;Martinique;Maladies professionnelles;77;90793;NC;77;
2014;02;Martinique;Tous risques confondus;2156;90793;NC;2156;
2014;03;Guyane;Accidents de trajet;63;38439;1,6;63;1.6
2014;03;Guyane;Accidents du travail;402;38439;10,5;402;10.5
2014;03;Guyane;Maladies professionnelles;25;38439;NC;25;
2014;03;Guyane;Tous risques confondus;490;38439;NC;490;
2014;04;La Réunion;Accidents de trajet;456;182764;2,5;456;2.5
2014;04;La Réunion;Accidents du travail;3614;182764;19,8;3614;19.8
2014;04;La Réunion;Maladies professionnelles;171;182764;NC;171;
2014;04;La Réunion;Tous risques confondus;4241;182764;NC;4241;
2014;06;Mayotte;Accidents de trajet;0;0;NC;0;
2014;06;Mayotte;Accidents du travail;0;0;NC;0;
2014;06;Mayotte;Maladies professionnelles;0;0;NC;0;
2014;06;Mayotte;Tous risques confondus;0;0;NC;0;
2014;11;Ile-de-France;Accidents de trajet;25848;4693051;5,5;25848;5.5
2014;11;Ile-de-France;Accidents du travail;109194;4693051;23,3;109194;23.3
2014;11;Ile-de-France;Maladies professionnelles;5463;4693051;NC;5463;
2014;11;Ile-de-France;Tous risques confondus;140505;4693051;NC;140505;
2014;24;Centre-Val de Loire;Accidents de trajet;2766;648000;4,3;2766;4.3
2014;24;Centre-Val de Loire;Accidents du travail;24590;648000;37,9;24590;37.9
2014;24;Centre-Val de Loire;Maladies professionnelles;1526;648000;NC;1526;
2014;24;Centre-Val de Loire;Tous risques confondus;28882;648000;NC;28882;
2014;27;Bourgogne-Franche-Comté;Accidents de trajet;2702;701414;3,9;2702;3.9
2014;27;Bourgogne-Franche-Comté;Accidents du travail;25551;701414;36,4;25551;36.4
2014;27;Bourgogne-Franche-Comté;Maladies professionnelles;2191;701414;NC;2191;
2014;27;Bourgogne-Franche-Comté;Tous risques confondus;30444;701414;NC;30444;
2014;28;Normandie;Accidents de trajet;3545;865623;4,1;3545;4.1
2014;28;Normandie;Accidents du travail;31519;865623;36,4;31519;36.4
2014;28;Normandie;Maladies professionnelles;2932;865623;NC;2932;
2014;28;Normandie;Tous risques confondus;37996;865623;NC;37996;
2014;32;Hauts-de-France;Accidents de trajet;5705;1525808;3,7;5705;3.7
2014;32;Hauts-de-France;Accidents du travail;56663;1525808;37,1;56663;37.1
2014;32;Hauts-de-France;Maladies professionnelles;4649;1525808;NC;4649;
2014;32;Hauts-de-France;Tous risques confondus;67017;1525808;NC;67017;
2014;44;Grand Est;Accidents de trajet;4957;1402386;3,5;4957;3.5
2014;44;Grand Est;Accidents du travail;48196;1402386;34,4;48196;34.4
2014;44;Grand Est;Maladies professionnelles;4768;1402386;NC;4768;
2014;44;Grand Est;Tous risques confondus;57921;1402386;NC;57921;
2014;52;Pays de la Loire;Accidents de trajet;4028;1038709;3,9;4028;3.9
2014;52;Pays de la Loire;Accidents du travail;38828;1038709;37,4;38828;37.4
2014;52;Pays de la Loire;Maladies professionnelles;5024;1038709;NC;5024;
2014;52;Pays de la Loire;Tous risques confondus;47880;1038709;NC;47880;
2014;53;Bretagne;Accidents de trajet;2881;832603;3,5;2881;3.5
2014;53;Bretagne;Accidents du travail;32464;832603;39,0;32464;39.0
2014;53;Bretagne;Maladies professionnelles;3352;832603;NC;3352;
2014;53;Bretagne;Tous risques confondus;38697;832603;NC;38697;
2014;75;Nouvelle-Aquitaine;Accidents de trajet;6062;1453052;4,2;6062;4.2
2014;75;Nouvelle-Aquitaine;Accidents du travail;55638;1453052;38,3;55638;38.3
2014;75;Nouvelle-Aquitaine;Maladies professionnelles;4678;1453052;NC;4678;
2014;75;Nouvelle-Aquitaine;Tous risques confondus;66378;1453052;NC;66378;
2014;76;Occitanie;Accidents de trajet;6306;1380124;4,6;6306;4.6
2014;76;Occitanie;Accidents du travail;53955;1380124;39,1;53955;39.1
2014;76;Occitanie;Maladies professionnelles;2109;1380124;NC;2109;
2014;76;Occitanie;Tous risques confondus;62370;1380124;NC;62370;
