annee;code_region_admin;libelle_region_admin;risque;nb_sinistres;nb_salaries;indice_frequence;nb_sinistres_int;indice_frequence_int
2021;03;Guyane;Accidents du travail;340;45380;7,5;340;7.5
2021;03;Guyane;Maladies professionnelles;5;45380;NC;5;
2021;03;Guyane;Tous risques confondus;381;45380;NC;381;
2021;04;La Réunion;Accidents de trajet;799;210168;3,8;799;3.8
2021;04;La Réunion;Accidents du travail;6437;210168;30,6;6437;30.6
2021;04;La Réunion;Maladies professionnelles;346;210168;NC;346;
2021;04;La Réunion;Tous risques confondus;7582;210168;NC;7582;
2021;06;Mayotte;Accidents de trajet;5;42309;0,1;5;0.1
2021;06;Mayotte;Accidents du travail;5;42309;0,1;5;0.1
2021;06;Mayotte;Maladies professionnelles;0;42309;NC;0;
2021;06;Mayotte;Tous risques confondus;10;42309;NC;10;
2021;11;Ile-de-France;Accidents de trajet;22405;5051933;4,4;22405;4.4
2021;11;Ile-de-France;Accidents du travail;89275;5051933;17,7;89275;17.7
2021;11;Ile-de-France;Maladies professionnelles;5694;5051933;NC;5694;
2021;11;Ile-de-France;Tous risques confondus;117374;5051933;NC;117374;
2021;24;Centre-Val de Loire;Accidents de trajet;2706;671540;4,0;2706;4.0
2021;24;Centre-Val de Loire;Accidents du travail;21632;671540;32,2;21632;32.2
2021;24;Centre-Val de Loire;Maladies professionnelles;1215;671540;NC;1215;
2021;24;Centre-Val de Loire;Tous risques confondus;25553;671540;NC;25553;
2021;27;Bourgogne-Franche-Comté;Accidents de trajet;2836;714536;4,0;2836;4.0
2021;27;Bourgogne-Franche-Comté;Accidents du travail;24651;714536;34,5;24651;34.5
2021;27;Bourgogne-Franche-Comté;Maladies professionnelles;2058;714536;NC;2058;
2021;27;Bourgogne-Franche-Comté;Tous risques confondus;29545;714536;NC;29545;
2021;28;Normandie;Accidents de trajet;3630;903247;4,0;3630;4.0
2021;28;Normandie;Accidents du travail;30808;903247;34,1;30808;34.1
2021;28;Normandie;Maladies professionnelles;2886;903247;NC;2886;
2021;28;Normandie;Tous risques confondus;37324;903247;NC;37324;
2021;32;Hauts-de-France;Accidents de trajet;6449;1578424;4,1;6449;4.1
2021;32;Hauts-de-France;Accidents du travail;56679;1578424;35,9;56679;35.9
2021;32;Hauts-de-France;Maladies professionnelles;4388;1578424;NC;4388;
2021;32;Hauts-de-France;Tous risques confondus;67516;1578424;NC;67516;
2021;44;Grand Est;Accidents de trajet;5793;1455405;4,0;5793;4.0
2021;44;Grand Est;Accidents du travail;44970;1455405;30,9;44970;30.9
2021;44;Grand Est;Maladies professionnelles;4636;1455405;NC;4636;
2021;44;Grand Est;Tous risques confondus;55399;1455405;NC;55399;
2021;52;Pays de la Loire;Accidents de trajet;5162;1162381;4,4;5162;4.4
2021;52;Pays de la Loire;Accidents du travail;43644;1162381;37,5;43644;37.5
2021;52;Pays de la Loire;Maladies professionnelles;4750;1162381;NC;4750;
2021;52;Pays de la Loire;Tous risques confondus;53556;1162381;NC;53556;
2021;53;Bretagne;Accidents de trajet;3588;918539;3,9;3588;3.9
2021;53;Bretagne;Accidents du travail;35548;918539;38,7;35548;38.7
2021;53;Bretagne;Maladies professionnelles;3077;918539;NC;3077;
2021;53;Bretagne;Tous risques confondus;42213;918539;NC;42213;
2021;75;Nouvelle-Aquitaine;Accidents de trajet;6894;1589685;4,3;6894;4.3
2021;75;Nouvelle-Aquitaine;Accidents du travail;58814;1589685;37,0;58814;37.0
2021;75;Nouvelle-Aquitaine;Maladies professionnelles;4973;1589685;NC;4973;
2021;75;Nouvelle-Aquitaine;Tous risques confondus;70681;1589685;NC;70681;
2021;76;Occitanie;Accidents de trajet;6964;1558285;4,5;6964;4.5
2021;76;Occitanie;Accidents du travail;54154;1558285;34,8;54154;34.8
2021;76;Occitanie;Maladies professionnelles;2281;1558285;NC;2281;
2021;76;Occitanie;Tous risques confondus;63399;1558285;NC;63399;
2021;84;Auvergne-Rhône-Alpes;Accidents de trajet;11126;2439804;4,6;11126;4.6
2021;84;Auvergne-Rhône-Alpes;Accidents du travail;79707;2439804;32,7;79707;32.7
2021;84;Auvergne-Rhône-Alpes;Maladies professionnelles;5579;2439804;NC;5579;
2021;84;Auvergne-Rhône-Alpes;Tous risques confondus;96412;2439804;NC;96412;
2021;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;9591;1449262;6,6;9591;6.6
2021;93;Provence-Alpes-Côte d'Azur;Accidents du travail;48931;1449262;33,8;48931;33.8
2021;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;2044;1449262;NC;2044;
2021;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;60566;1449262;NC;60566;
2021;94;Corse;Accidents de trajet;455;90704;5,0;455;5.0
2021;94;Corse;Accidents du travail;3268;90704;36,0;3268;36.0
2021;94;Corse;Maladies professionnelles;180;90704;NC;180;
2021;94;Corse;Tous risques confondus;3903;90704;NC;3903;
2021;99;FRANCE;Accidents de trajet;88908;20063173;4,4;88908;4.4
2021;99;FRANCE;Accidents du travail;603115;20063173;30,1;603115;30.1
2021;99;FRANCE;Maladies professionnelles;44239;20063173;NC;44239;
2021;99;FRANCE;Tous risques confondus;736262;20063173;NC;736262;
2022;01;Guadeloupe;Accidents de trajet;205;99777;2,1;205;2.1
2022;01;Guadeloupe;Accidents du travail;1495;99777;15,0;1495;15.0
2022;01;Guadeloupe;Maladies professionnelles;69;99777;NC;69;
2022;01;Guadeloupe;Tous risques confondus;1769;99777;NC;1769;
2022;02;Martinique;Accidents de trajet;260;98956;2,6;260;2.6
2022;02;Martinique;Accidents du travail;1962;98956;19,8;1962;19.8
2022;02;Martinique;Maladies professionnelles;67;98956;NC;67;
2022;02;Martinique;Tous risques confondus;2289;98956;NC;2289;
2022;03;Guyane;Accidents de trajet;38;48441;0,8;38;0.8
2022;03;Guyane;Accidents du travail;314;48441;6,5;314;6.5
2022;03;Guyane;Maladies professionnelles;13;48441;NC;13;
2022;03;Guyane;Tous risques confondus;365;48441;NC;365;
2022;04;La Réunion;Accidents de trajet;775;223740;3,5;775;3.5
2022;04;La Réunion;Accidents du travail;5674;223740;25,4;5674;25.4
2022;04;La Réunion;Maladies professionnelles;303;223740;NC;303;
2022;04;La Réunion;Tous risques confondus;6752;223740;NC;6752;
2022;06;Mayotte;Accidents de trajet;0;37308;0,0;0;0.0
2022;06;Mayotte;Accidents du travail;3;37308;0,1;3;0.1
2022;06;Mayotte;Maladies professionnelles;1;37308;NC;1;
2022;06;Mayotte;Tous risques confondus;4;37308;NC;4;
2022;11;Ile-de-France;Accidents de trajet;21473;5167453;4,2;21473;4.2
2022;11;Ile-de-France;Accidents du travail;84046;5167453;16,3;84046;16.3
2022;11;Ile-de-France;Maladies professionnelles;5357;5167453;NC;5357;
2022;11;Ile-de-France;Tous risques confondus;110876;5167453;NC;110876;
2022;24;Centre-Val de Loire;Accidents de trajet;2865;679885;4,2;2865;4.2
2022;24;Centre-Val de Loire;Accidents du travail;21314;679885;31,3;21314;31.3
2022;24;Centre-Val de Loire;Maladies professionnelles;1312;679885;NC;1312;
2022;24;Centre-Val de Loire;Tous risques confondus;25491;679885;NC;25491;
2022;27;Bourgogne-Franche-Comté;Accidents de trajet;2793;729249;3,8;2793;3.8
2022;27;Bourgogne-Franche-Comté;Accidents du travail;22211;729249;30,5;22211;30.5
2022;27;Bourgogne-Franche-Comté;Maladies professionnelles;1999;729249;NC;1999;
2022;27;Bourgogne-Franche-Comté;Tous risques confondus;27003;729249;NC;27003;
2022;28;Normandie;Accidents de trajet;3706;925077;4,0;3706;4.0
2022;28;Normandie;Accidents du travail;28745;925077;31,1;28745;31.1
2022;28;Normandie;Maladies professionnelles;2618;925077;NC;2618;
2022;28;Normandie;Tous risques confondus;35069;925077;NC;35069;
2022;32;Hauts-de-France;Accidents de trajet;6549;1615198;4,1;6549;4.1
2022;32;Hauts-de-France;Accidents du travail;53631;1615198;33,2;53631;33.2
2022;32;Hauts-de-France;Maladies professionnelles;4207;1615198;NC;4207;
2022;32;Hauts-de-France;Tous risques confondus;64387;1615198;NC;64387;
2022;44;Grand Est;Accidents de trajet;5288;1500784;3,5;5288;3.5
2022;44;Grand Est;Accidents du travail;40350;1500784;26,9;40350;26.9
2022;44;Grand Est;Maladies professionnelles;4157;1500784;NC;4157;
2022;44;Grand Est;Tous risques confondus;49795;1500784;NC;49795;
2022;52;Pays de la Loire;Accidents de trajet;4714;1195316;3,9;4714;3.9
2022;52;Pays de la Loire;Accidents du travail;36631;1195316;30,6;36631;30.6
2022;52;Pays de la Loire;Maladies professionnelles;4026;1195316;NC;4026;
2022;52;Pays de la Loire;Tous risques confondus;45371;1195316;NC;45371;
2022;53;Bretagne;Accidents de trajet;3239;937857;3,5;3239;3.5
2022;53;Bretagne;Accidents du travail;31657;937857;33,8;31657;33.8
2022;53;Bretagne;Maladies professionnelles;2849;937857;NC;2849;
2022;53;Bretagne;Tous risques confondus;37745;937857;NC;37745;
2022;75;Nouvelle-Aquitaine;Accidents de trajet;7214;1666358;4,3;7214;4.3
2022;75;Nouvelle-Aquitaine;Accidents du travail;54556;1666358;32,7;54556;32.7
2022;75;Nouvelle-Aquitaine;Maladies professionnelles;4526;1666358;NC;4526;
2022;75;Nouvelle-Aquitaine;Tous risques confondus;66296;1666358;NC;66296;
2022;76;Occitanie;Accidents de trajet;7643;1624365;4,7;7643;4.7
2022;76;Occitanie;Accidents du travail;51831;1624365;31,9;51831;31.9
2022;76;Occitanie;Maladies professionnelles;2309;1624365;NC;2309;
2022;76;Occitanie;Tous risques confondus;61783;1624365;NC;61783;
2022;84;Auvergne-Rhône-Alpes;Accidents de trajet;11788;2526907;4,7;11788;4.7
2022;84;Auvergne-Rhône-Alpes;Accidents du travail;77525;2526907;30,7;77525;30.7
2022;84;Auvergne-Rhône-Alpes;Maladies professionnelles;5505;2526907;NC;5505;
2022;84;Auvergne-Rhône-Alpes;Tous risques confondus;94818;2526907;NC;94818;
2022;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;10219;1500788;6,8;10219;6.8
2022;93;Provence-Alpes-Côte d'Azur;Accidents du travail;47787;1500788;31,8;47787;31.8
2022;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;2158;1500788;NC;2158;
2022;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;60164;1500788;NC;60164;
2022;94;Corse;Accidents de trajet;408;94238;4,3;408;4.3
2022;94;Corse;Accidents du travail;3163;94238;33,6;3163;33.6
2022;94;Corse;Maladies professionnelles;156;94238;NC;156;
2022;94;Corse;Tous risques confondus;3727;94238;NC;3727;
2022;99;FRANCE;Accidents de trajet;89177;20671697;4,3;89177;4.3
2022;99;FRANCE;Accidents du travail;562895;20671697;27,2;562895;27.2
2022;99;FRANCE;Maladies professionnelles;41632;20671697;NC;41632;
2022;99;FRANCE;Tous risques confondus;693704;20671697;NC;693704;
2023;01;Guadeloupe;Accidents de trajet;234;98791;2,4;234;2.4
2023;01;Guadeloupe;Accidents du travail;1499;98791;15,2;1499;15.2
2023;01;Guadeloupe;Maladies professionnelles;80;98791;NC;80;
2023;01;Guadeloupe;Tous risques confondus;1813;98791;NC;1813;
2023;02;Martinique;Accidents de trajet;274;97945;2,8;274;2.8
2023;02;Martinique;Accidents du travail;2238;97945;22,8;2238;22.8
2023;02;Martinique;Maladies professionnelles;79;97945;NC;79;
2023;02;Martinique;Tous risques confondus;2591;97945;NC;2591;
2023;03;Guyane;Accidents de trajet;41;50937;0,8;41;0.8
2023;03;Guyane;Accidents du travail;321;50937;6,3;321;6.3
2023;03;Guyane;Maladies professionnelles;12;50937;NC;12;
2023;03;Guyane;Tous risques confondus;374;50937;NC;374;
2023;04;La Réunion;Accidents de trajet;867;222493;3,9;867;3.9
2023;04;La Réunion;Accidents du travail;6151;222493;27,6;6151;27.6
2023;04;La Réunion;Maladies professionnelles;314;222493;NC;314;
2023;04;La Réunion;Tous risques confondus;7332;222493;NC;7332;
2023;06;Mayotte;Accidents de trajet;3;38460;0,1;3;0.1
2023;06;Mayotte;Accidents du travail;10;38460;0,3;10;0.3
2023;06;Mayotte;Maladies professionnelles;0;38460;NC;0;
2023;06;Mayotte;Tous risques confondus;13;38460;NC;13;
2023;11;Ile-de-France;Accidents de trajet;22687;5249110;4,3;22687;4.3
2023;11;Ile-de-France;Accidents du travail;81533;5249110;15,5;81533;15.5
2023;11;Ile-de-France;Maladies professionnelles;5501;5249110;NC;5501;
2023;11;Ile-de-France;Tous risques confondus;109721;5249110;NC;109721;
2023;24;Centre-Val de Loire;Accidents de trajet;3050;680330;4,5;3050;4.5
2023;24;Centre-Val de Loire;Accidents du travail;20786;680330;30,6;20786;30.6
2023;24;Centre-Val de Loire;Maladies professionnelles;1370;680330;NC;1370;
2023;24;Centre-Val de Loire;Tous risques confondus;25206;680330;NC;25206;
2023;27;Bourgogne-Franche-Comté;Accidents de trajet;2874;727207;4,0;2874;4.0
2023;27;Bourgogne-Franche-Comté;Accidents du travail;21682;727207;29,8;21682;29.8
2023;27;Bourgogne-Franche-Comté;Maladies professionnelles;1923;727207;NC;1923;
2023;27;Bourgogne-Franche-Comté;Tous risques confondus;26479;727207;NC;26479;
2023;28;Normandie;Accidents de trajet;3962;923444;4,3;3962;4.3
2023;28;Normandie;Accidents du travail;27721;923444;30,0;27721;30.0
2023;28;Normandie;Maladies professionnelles;2705;923444;NC;2705;
2023;28;Normandie;Tous risques confondus;34388;923444;NC;34388;
2023;32;Hauts-de-France;Accidents de trajet;6959;1593983;4,4;6959;4.4
2023;32;Hauts-de-France;Accidents du travail;51926;1593983;32,6;51926;32.6
2023;32;Hauts-de-France;Maladies professionnelles;4679;1593983;NC;4679;
2023;32;Hauts-de-France;Tous risques confondus;63564;1593983;NC;63564;
2023;44;Grand Est;Accidents de trajet;6048;1491171;4,1;6048;4.1
2023;44;Grand Est;Accidents du travail;40843;1491171;27,4;40843;27.4
2023;44;Grand Est;Maladies professionnelles;4565;1491171;NC;4565;
2023;44;Grand Est;Tous risques confondus;51456;1491171;NC;51456;
2023;52;Pays de la Loire;Accidents de trajet;5508;1200587;4,6;5508;4.6
2023;52;Pays de la Loire;Accidents du travail;39718;1200587;33,1;39718;33.1
2023;52;Pays de la Loire;Maladies professionnelles;4528;1200587;NC;4528;
2023;52;Pays de la Loire;Tous risques confondus;49754;1200587;NC;49754;
2023;53;Bretagne;Accidents de trajet;3688;944521;3,9;3688;3.9
2023;53;Bretagne;Accidents du travail;32460;944521;34,4;32460;34.4
2023;53;Bretagne;Maladies professionnelles;3204;944521;NC;3204;
2023;53;Bretagne;Tous risques confondus;39352;944521;NC;39352;
2023;75;Nouvelle-Aquitaine;Accidents de trajet;7591;1651120;4,6;7591;4.6
2023;75;Nouvelle-Aquitaine;Accidents du travail;54221;1651120;32,8;54221;32.8
2023;75;Nouvelle-Aquitaine;Maladies professionnelles;4910;1651120;NC;4910;
2023;75;Nouvelle-Aquitaine;Tous risques confondus;66722;1651120;NC;66722;
2023;76;Occitanie;Accidents de trajet;7595;1631998;4,7;7595;4.7
2023;76;Occitanie;Accidents du travail;50675;1631998;31,1;50675;31.1
2023;76;Occitanie;Maladies professionnelles;2733;1631998;NC;2733;
2023;76;Occitanie;Tous risques confondus;61003;1631998;NC;61003;
2023;84;Auvergne-Rhône-Alpes;Accidents de trajet;11969;2536987;4,7;11969;4.7
2023;84;Auvergne-Rhône-Alpes;Accidents du travail;73924;2536987;29,1;73924;29.1
2023;84;Auvergne-Rhône-Alpes;Maladies professionnelles;5932;2536987;NC;5932;
2023;84;Auvergne-Rhône-Alpes;Tous risques confondus;91825;2536987;NC;91825;
2023;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;10024;1503296;6,7;10024;6.7
2023;93;Provence-Alpes-Côte d'Azur;Accidents du travail;45943;1503296;30,6;45943;30.6
2023;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;2187;1503296;NC;2187;
2023;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;58154;1503296;NC;58154;
2023;94;Corse;Accidents de trajet;403;94841;4,2;403;4.2
2023;94;Corse;Accidents du travail;2942;94841;31,0;2942;31.0
2023;94;Corse;Maladies professionnelles;183;94841;NC;183;
2023;94;Corse;Tous risques confondus;3528;94841;NC;3528;
2023;99;FRANCE;Accidents de trajet;93777;20737221;4,5;93777;4.5
2023;99;FRANCE;Accidents du travail;554593;20737221;26,7;554593;26.7
2023;99;FRANCE;Maladies professionnelles;44905;20737221;NC;44905;
2023;99;FRANCE;Tous risques confondus;693275;20737221;NC;693275;
2024;01;Guadeloupe;Accidents de trajet;257;99102;2,6;257;2.6
2024;01;Guadeloupe;Accidents du travail;1671;99102;16,9;1671;16.9
2024;01;Guadeloupe;Maladies professionnelles;97;99102;NC;97;
2024;01;Guadeloupe;Tous risques confondus;2025;99102;NC;2025;
2024;02;Martinique;Accidents de trajet;302;97935;3,1;302;3.1
2024;02;Martinique;Accidents du travail;2220;97935;22,7;2220;22.7
2024;02;Martinique;Maladies professionnelles;117;97935;NC;117;
2024;02;Martinique;Tous risques confondus;2639;97935;NC;2639;
2024;03;Guyane;Accidents de trajet;63;51987;1,2;63;1.2
2024;03;Guyane;Accidents du travail;281;51987;5,4;281;5.4
2024;03;Guyane;Maladies professionnelles;18;51987;NC;18;
2024;03;Guyane;Tous risques confondus;362;51987;NC;362;
2024;04;La Réunion;Accidents de trajet;956;222888;4,3;956;4.3
2024;04;La Réunion;Accidents du travail;6537;222888;29,3;6537;29.3
2024;04;La Réunion;Maladies professionnelles;381;222888;NC;381;
2024;04;La Réunion;Tous risques confondus;7874;222888;NC;7874;
2024;06;Mayotte;Accidents de trajet;4;38204;0,1;4;0.1
2024;06;Mayotte;Accidents du travail;3;38204;0,1;3;0.1
2024;06;Mayotte;Maladies professionnelles;1;38204;NC;1;
2024;06;Mayotte;Tous risques confondus;8;38204;NC;8;
2024;11;Ile-de-France;Accidents de trajet;23562;5285552;4,5;23562;4.5
2024;11;Ile-de-France;Accidents du travail;81628;5285552;15,4;81628;15.4
2024;11;Ile-de-France;Maladies professionnelles;6159;5285552;NC;6159;
2024;11;Ile-de-France;Tous risques confondus;111349;5285552;NC;111349;
2024;24;Centre-Val de Loire;Accidents de trajet;2949;681535;4,3;2949;4.3
2024;24;Centre-Val de Loire;Accidents du travail;20186;681535;29,6;20186;29.6
2024;24;Centre-Val de Loire;Maladies professionnelles;1536;681535;NC;1536;
2024;24;Centre-Val de Loire;Tous risques confondus;24671;681535;NC;24671;
2024;27;Bourgogne-Franche-Comté;Accidents de trajet;2952;721886;4,1;2952;4.1
2024;27;Bourgogne-Franche-Comté;Accidents du travail;21173;721886;29,3;21173;29.3
2024;27;Bourgogne-Franche-Comté;Maladies professionnelles;2136;721886;NC;2136;
2024;27;Bourgogne-Franche-Comté;Tous risques confondus;26261;721886;NC;26261;
2024;28;Normandie;Accidents de trajet;3993;922346;4,3;3993;4.3
2024;28;Normandie;Accidents du travail;27741;922346;30,1;27741;30.1
2024;28;Normandie;Maladies professionnelles;3037;922346;NC;3037;
2024;28;Normandie;Tous risques confondus;34771;922346;NC;34771;
2024;32;Hauts-de-France;Accidents de trajet;7090;1595433;4,4;7090;4.4
2024;32;Hauts-de-France;Accidents du travail;50724;1595433;31,8;50724;31.8
2024;32;Hauts-de-France;Maladies professionnelles;4899;1595433;NC;4899;
2024;32;Hauts-de-France;Tous risques confondus;62713;1595433;NC;62713;
2024;44;Grand Est;Accidents de trajet;6268;1482089;4,2;6268;4.2
2024;44;Grand Est;Accidents du travail;41380;1482089;27,9;41380;27.9
2024;44;Grand Est;Maladies professionnelles;4914;1482089;NC;4914;
2024;44;Grand Est;Tous risques confondus;52562;1482089;NC;52562;
2024;52;Pays de la Loire;Accidents de trajet;5183;1204909;4,3;5183;4.3
2024;52;Pays de la Loire;Accidents du travail;38541;1204909;32,0;38541;32.0
2024;52;Pays de la Loire;Maladies professionnelles;4254;1204909;NC;4254;
2024;52;Pays de la Loire;Tous risques confondus;47978;1204909;NC;47978;
2024;53;Bretagne;Accidents de trajet;3612;951518;3,8;3612;3.8
2024;53;Bretagne;Accidents du travail;32914;951518;34,6;32914;34.6
2024;53;Bretagne;Maladies professionnelles;3397;951518;NC;3397;
2024;53;Bretagne;Tous risques confondus;39923;951518;NC;39923;
2024;75;Nouvelle-Aquitaine;Accidents de trajet;7287;1650907;4,4;7287;4.4
2024;75;Nouvelle-Aquitaine;Accidents du travail;53037;1650907;32,1;53037;32.1
2024;75;Nouvelle-Aquitaine;Maladies professionnelles;5152;1650907;NC;5152;
2024;75;Nouvelle-Aquitaine;Tous risques confondus;65476;1650907;NC;65476;
2024;76;Occitanie;Accidents de trajet;7392;1632552;4,5;7392;4.5
2024;76;Occitanie;Accidents du travail;48997;1632552;30,0;48997;30.0
2024;76;Occitanie;Maladies professionnelles;2879;1632552;NC;2879;
2024;76;Occitanie;Tous risques confondus;59268;1632552;NC;59268;
2024;84;Auvergne-Rhône-Alpes;Accidents de trajet;11881;2551877;4,7;11881;4.7
2024;84;Auvergne-Rhône-Alpes;Accidents du travail;72532;2551877;28,4;72532;28.4
2024;84;Auvergne-Rhône-Alpes;Maladies professionnelles;6356;2551877;NC;6356;
2024;84;Auvergne-Rhône-Alpes;Tous risques confondus;90769;2551877;NC;90769;
2024;93;Provence-Alpes-Côte d'Azur;Accidents de trajet;10255;1513721;6,8;10255;6.8
2024;93;Provence-Alpes-Côte d'Azur;Accidents du travail;45867;1513721;30,3;45867;30.3
2024;93;Provence-Alpes-Côte d'Azur;Maladies professionnelles;2517;1513721;NC;2517;
2024;93;Provence-Alpes-Côte d'Azur;Tous risques confondus;58639;1513721;NC;58639;
2024;94;Corse;Accidents de trajet;425;94556;4,5;425;4.5
2024;94;Corse;Accidents du travail;3118;94556;33,0;3118;33.0
2024;94;Corse;Maladies professionnelles;186;94556;NC;186;
2024;94;Corse;Tous risques confondus;3729;94556;NC;3729;
2024;99;FRANCE;Accidents de trajet;94431;20798997;4,5;94431;4.5
2024;99;FRANCE;Accidents du travail;548550;20798997;26,4;548550;26.4
2024;99;FRANCE;Maladies professionnelles;48036;20798997;NC;48036;
2024;99;FRANCE;Tous risques confondus;691017;20798997;NC;691017;
