annee;code_NAF5;libelle_NAF5;libelle_cause_TR
2021;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Chute de hauteur
2021;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Entrainé par quelque chose ou quelqu'un
2021;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Geste intempestif
2021;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Perte d'équilibre avec chute
2021;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Perte d'équilibre sans chute
2021;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Perte de contrôle d'un véhicule
2021;2529Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques;Violence et agression
2021;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Autres causes
2021;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Chute de hauteur
2021;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Entrainé par quelque chose ou quelqu'un
2021;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Geste intempestif
2021;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Perte d'équilibre avec chute
2021;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Perte d'équilibre sans chute
2021;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Perte de contrôle d'un véhicule
2021;2530Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central;Violence et agression
2021;2540Z;Fabrication d'armes et de munitions;Autres causes
2021;2540Z;Fabrication d'armes et de munitions;Chute de hauteur
2021;2540Z;Fabrication d'armes et de munitions;Entrainé par quelque chose ou quelqu'un
2021;2540Z;Fabrication d'armes et de munitions;Geste intempestif
2021;2540Z;Fabrication d'armes et de munitions;Perte d'équilibre avec chute
2021;2540Z;Fabrication d'armes et de munitions;Perte d'équilibre sans chute
2021;2540Z;Fabrication d'armes et de munitions;Perte de contrôle d'un véhicule
2021;2540Z;Fabrication d'armes et de munitions;Violence et agression
2021;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Autres causes
2021;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Chute de hauteur
2021;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Entrainé par quelque chose ou quelqu'un
2021;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Geste intempestif
2021;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Perte d'équilibre avec chute
2021;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Perte d'équilibre sans chute
2021;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Perte de contrôle d'un véhicule
2021;2550A;"Forge, estampage, matriçage ; métallurgie des poudres";Violence et agression
2021;2550B;Découpage, emboutissage;Autres causes
2021;2550B;Découpage, emboutissage;Chute de hauteur
2021;2550B;Découpage, emboutissage;Entrainé par quelque chose ou quelqu'un
2021;2550B;Découpage, emboutissage;Geste intempestif
2021;2550B;Découpage, emboutissage;Perte d'équilibre avec chute
2021;2550B;Découpage, emboutissage;Perte d'équilibre sans chute
2021;2550B;Découpage, emboutissage;Perte de contrôle d'un véhicule
2021;2550B;Découpage, emboutissage;Violence et agression
2021;2561Z;Traitement et revêtement des métaux;Autres causes
2021;2561Z;Traitement et revêtement des métaux;Chute de hauteur
2021;2561Z;Traitement et revêtement des métaux;Entrainé par quelque chose ou quelqu'un
2021;2561Z;Traitement et revêtement des métaux;Geste intempestif
2021;2561Z;Traitement et revêtement des métaux;Perte d'équilibre avec chute
2021;2561Z;Traitement et revêtement des métaux;Perte d'équilibre sans chute
2021;2561Z;Traitement et revêtement des métaux;Perte de contrôle d'un véhicule
2021;2561Z;Traitement et revêtement des métaux;Violence et agression
2021;2562A;Décolletage;Autres causes
2021;2562A;Décolletage;Chute de hauteur
2021;2562A;Décolletage;Entrainé par quelque chose ou quelqu'un
2021;2562A;Décolletage;Geste intempestif
2021;2562A;Décolletage;Perte d'équilibre avec chute
2021;2562A;Décolletage;Perte d'équilibre sans chute
2021;2562A;Décolletage;Perte de contrôle d'un véhicule
2021;2562A;Décolletage;Violence et agression
2021;2562B;Mécanique industrielle;Autres causes
2021;2562B;Mécanique industrielle;Chute de hauteur
2021;2562B;Mécanique industrielle;Entrainé par quelque chose ou quelqu'un
2021;2562B;Mécanique industrielle;Geste intempestif
2021;2562B;Mécanique industrielle;Perte d'équilibre avec chute
2021;2562B;Mécanique industrielle;Perte d'équilibre sans chute
2021;2562B;Mécanique industrielle;Perte de contrôle d'un véhicule
2021;2562B;Mécanique industrielle;Violence et agression
2021;2571Z;Fabrication de coutellerie;Autres causes
2021;2571Z;Fabrication de coutellerie;Chute de hauteur
2021;2571Z;Fabrication de coutellerie;Entrainé par quelque chose ou quelqu'un
2021;2571Z;Fabrication de coutellerie;Geste intempestif
2021;2571Z;Fabrication de coutellerie;Perte d'équilibre avec chute
2021;2571Z;Fabrication de coutellerie;Perte d'équilibre sans chute
2021;2571Z;Fabrication de coutellerie;Perte de contrôle d'un véhicule
2021;2571Z;Fabrication de coutellerie;Violence et agression
2021;2572Z;Fabrication de serrures et de ferrures;Autres causes
2021;2572Z;Fabrication de serrures et de ferrures;Chute de hauteur
2021;2572Z;Fabrication de serrures et de ferrures;Entrainé par quelque chose ou quelqu'un
2021;2572Z;Fabrication de serrures et de ferrures;Geste intempestif
2021;2572Z;Fabrication de serrures et de ferrures;Perte d'équilibre avec chute
2021;2572Z;Fabrication de serrures et de ferrures;Perte d'équilibre sans chute
2021;2572Z;Fabrication de serrures et de ferrures;Perte de contrôle d'un véhicule
2021;2572Z;Fabrication de serrures et de ferrures;Violence et agression
2021;2573A;Fabrication de moules et modèles;Autres causes
2021;2573A;Fabrication de moules et modèles;Chute de hauteur
2021;2573A;Fabrication de moules et modèles;Entrainé par quelque chose ou quelqu'un
2021;2573A;Fabrication de moules et modèles;Geste intempestif
2021;2573A;Fabrication de moules et modèles;Perte d'équilibre avec chute
2021;2573A;Fabrication de moules et modèles;Perte d'équilibre sans chute
2021;2573A;Fabrication de moules et modèles;Perte de contrôle d'un véhicule
2021;2573A;Fabrication de moules et modèles;Violence et agression
2021;2573B;Fabrication d'autres outillages;Autres causes
2021;2573B;Fabrication d'autres outillages;Chute de hauteur
2021;2573B;Fabrication d'autres outillages;Entrainé par quelque chose ou quelqu'un
2021;2573B;Fabrication d'autres outillages;Geste intempestif
2021;2573B;Fabrication d'autres outillages;Perte d'équilibre avec chute
2021;2573B;Fabrication d'autres outillages;Perte d'équilibre sans chute
2021;2573B;Fabrication d'autres outillages;Perte de contrôle d'un véhicule
2021;2573B;Fabrication d'autres outillages;Violence et agression
2021;2591Z;Fabrication de fûts et emballages métalliques similaires;Autres causes
2021;2591Z;Fabrication de fûts et emballages métalliques similaires;Chute de hauteur
2021;2591Z;Fabrication de fûts et emballages métalliques similaires;Entrainé par quelque chose ou quelqu'un
2021;2591Z;Fabrication de fûts et emballages métalliques similaires;Geste intempestif
2021;2591Z;Fabrication de fûts et emballages métalliques similaires;Perte d'équilibre avec chute
2021;2591Z;Fabrication de fûts et emballages métalliques similaires;Perte d'équilibre sans chute
2021;2591Z;Fabrication de fûts et emballages métalliques similaires;Perte de contrôle d'un véhicule
2021;2591Z;Fabrication de fûts et emballages métalliques similaires;Violence et agression
2021;2592Z;Fabrication d'emballages métalliques légers;Autres causes
2021;2592Z;Fabrication d'emballages métalliques légers;Chute de hauteur
2021;2592Z;Fabrication d'emballages métalliques légers;Entrainé par quelque chose ou quelqu'un
2021;2592Z;Fabrication d'emballages métalliques légers;Geste intempestif
2021;2592Z;Fabrication d'emballages métalliques légers;Perte d'équilibre avec chute
2021;2592Z;Fabrication d'emballages métalliques légers;Perte d'équilibre sans chute
2021;2592Z;Fabrication d'emballages métalliques légers;Perte de contrôle d'un véhicule
2021;2592Z;Fabrication d'emballages métalliques légers;Violence et agression
2021;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Autres causes
2021;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Chute de hauteur
2021;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Entrainé par quelque chose ou quelqu'un
2021;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Geste intempestif
2021;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Perte d'équilibre avec chute
2021;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Perte d'équilibre sans chute
2021;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Perte de contrôle d'un véhicule
2021;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;Violence et agression
2021;2594Z;Fabrication de vis et de boulons;Autres causes
2021;2594Z;Fabrication de vis et de boulons;Chute de hauteur
2021;2594Z;Fabrication de vis et de boulons;Entrainé par quelque chose ou quelqu'un
2021;2594Z;Fabrication de vis et de boulons;Geste intempestif
2021;2594Z;Fabrication de vis et de boulons;Perte d'équilibre avec chute
2021;2594Z;Fabrication de vis et de boulons;Perte d'équilibre sans chute
2021;2594Z;Fabrication de vis et de boulons;Perte de contrôle d'un véhicule
2021;2594Z;Fabrication de vis et de boulons;Violence et agression
2021;2599A;Fabrication d'articles métalliques ménagers;Autres causes
2021;2599A;Fabrication d'articles métalliques ménagers;Chute de hauteur
2021;2599A;Fabrication d'articles métalliques ménagers;Entrainé par quelque chose ou quelqu'un
2021;2599A;Fabrication d'articles métalliques ménagers;Geste intempestif
2021;2599A;Fabrication d'articles métalliques ménagers;Perte d'équilibre avec chute
2021;2599A;Fabrication d'articles métalliques ménagers;Perte d'équilibre sans chute
2021;2599A;Fabrication d'articles métalliques ménagers;Perte de contrôle d'un véhicule
2021;2599A;Fabrication d'articles métalliques ménagers;Violence et agression
2021;2599B;Fabrication d'autres articles métalliques;Autres causes
2021;2599B;Fabrication d'autres articles métalliques;Chute de hauteur
2021;2599B;Fabrication d'autres articles métalliques;Entrainé par quelque chose ou quelqu'un
2021;2599B;Fabrication d'autres articles métalliques;Geste intempestif
2021;2599B;Fabrication d'autres articles métalliques;Perte d'équilibre avec chute
2021;2599B;Fabrication d'autres articles métalliques;Perte d'équilibre sans chute
2021;2599B;Fabrication d'autres articles métalliques;Perte de contrôle d'un véhicule
2021;2599B;Fabrication d'autres articles métalliques;Violence et agression
2021;2611Z;Fabrication de composants électroniques;Autres causes
2021;2611Z;Fabrication de composants électroniques;Chute de hauteur
2021;2611Z;Fabrication de composants électroniques;Entrainé par quelque chose ou quelqu'un
2021;2611Z;Fabrication de composants électroniques;Geste intempestif
2021;2611Z;Fabrication de composants électroniques;Perte d'équilibre avec chute
2021;2611Z;Fabrication de composants électroniques;Perte d'équilibre sans chute
2021;2611Z;Fabrication de composants électroniques;Perte de contrôle d'un véhicule
2021;2611Z;Fabrication de composants électroniques;Violence et agression
2021;2612Z;Fabrication de cartes électroniques assemblées;Autres causes
2021;2612Z;Fabrication de cartes électroniques assemblées;Chute de hauteur
2021;2612Z;Fabrication de cartes électroniques assemblées;Entrainé par quelque chose ou quelqu'un
2021;2612Z;Fabrication de cartes électroniques assemblées;Geste intempestif
2021;2612Z;Fabrication de cartes électroniques assemblées;Perte d'équilibre avec chute
2021;2612Z;Fabrication de cartes électroniques assemblées;Perte d'équilibre sans chute
2021;2612Z;Fabrication de cartes électroniques assemblées;Perte de contrôle d'un véhicule
2021;2612Z;Fabrication de cartes électroniques assemblées;Violence et agression
2021;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Autres causes
2021;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Chute de hauteur
2021;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Entrainé par quelque chose ou quelqu'un
2021;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Geste intempestif
2021;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Perte d'équilibre avec chute
2021;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Perte d'équilibre sans chute
2021;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Perte de contrôle d'un véhicule
2021;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;Violence et agression
2021;2630Z;Fabrication d'équipements de communication;Autres causes
2021;2630Z;Fabrication d'équipements de communication;Chute de hauteur
2021;2630Z;Fabrication d'équipements de communication;Entrainé par quelque chose ou quelqu'un
2021;2630Z;Fabrication d'équipements de communication;Geste intempestif
2021;2630Z;Fabrication d'équipements de communication;Perte d'équilibre avec chute
2021;2630Z;Fabrication d'équipements de communication;Perte d'équilibre sans chute
2021;2630Z;Fabrication d'équipements de communication;Perte de contrôle d'un véhicule
2021;2630Z;Fabrication d'équipements de communication;Violence et agression
2021;2640Z;Fabrication de produits électroniques grand public;Autres causes
2021;2640Z;Fabrication de produits électroniques grand public;Chute de hauteur
2021;2640Z;Fabrication de produits électroniques grand public;Entrainé par quelque chose ou quelqu'un
2021;2640Z;Fabrication de produits électroniques grand public;Geste intempestif
2021;2640Z;Fabrication de produits électroniques grand public;Perte d'équilibre avec chute
2021;2640Z;Fabrication de produits électroniques grand public;Perte d'équilibre sans chute
2021;2640Z;Fabrication de produits électroniques grand public;Perte de contrôle d'un véhicule
2021;2640Z;Fabrication de produits électroniques grand public;Violence et agression
2021;2651A;Fabrication d'équipements d'aide à la navigation;Autres causes
2021;2651A;Fabrication d'équipements d'aide à la navigation;Chute de hauteur
2021;2651A;Fabrication d'équipements d'aide à la navigation;Entrainé par quelque chose ou quelqu'un
2021;2651A;Fabrication d'équipements d'aide à la navigation;Geste intempestif
2021;2651A;Fabrication d'équipements d'aide à la navigation;Perte d'équilibre avec chute
2021;2651A;Fabrication d'équipements d'aide à la navigation;Perte d'équilibre sans chute
2021;2651A;Fabrication d'équipements d'aide à la navigation;Perte de contrôle d'un véhicule
2021;2651A;Fabrication d'équipements d'aide à la navigation;Violence et agression
2021;2651B;Fabrication d'instrumentation scientifique et technique;Autres causes
2021;2651B;Fabrication d'instrumentation scientifique et technique;Chute de hauteur
2021;2651B;Fabrication d'instrumentation scientifique et technique;Entrainé par quelque chose ou quelqu'un
2021;2651B;Fabrication d'instrumentation scientifique et technique;Geste intempestif
2021;2651B;Fabrication d'instrumentation scientifique et technique;Perte d'équilibre avec chute
2021;2651B;Fabrication d'instrumentation scientifique et technique;Perte d'équilibre sans chute
2021;2651B;Fabrication d'instrumentation scientifique et technique;Perte de contrôle d'un véhicule
2021;2651B;Fabrication d'instrumentation scientifique et technique;Violence et agression
2021;2652Z;Horlogerie;Autres causes
2021;2652Z;Horlogerie;Chute de hauteur
2021;2652Z;Horlogerie;Entrainé par quelque chose ou quelqu'un
2021;2652Z;Horlogerie;Geste intempestif
2021;2652Z;Horlogerie;Perte d'équilibre avec chute
2021;2652Z;Horlogerie;Perte d'équilibre sans chute
2021;2652Z;Horlogerie;Perte de contrôle d'un véhicule
2021;2652Z;Horlogerie;Violence et agression
2021;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Autres causes
2021;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Chute de hauteur
2021;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Entrainé par quelque chose ou quelqu'un
2021;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Geste intempestif
2021;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Perte d'équilibre avec chute
2021;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Perte d'équilibre sans chute
2021;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Perte de contrôle d'un véhicule
2021;2660Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Violence et agression
2021;2670Z;Fabrication de matériels optique et photographique;Autres causes
2021;2670Z;Fabrication de matériels optique et photographique;Chute de hauteur
2021;2670Z;Fabrication de matériels optique et photographique;Entrainé par quelque chose ou quelqu'un
2021;2670Z;Fabrication de matériels optique et photographique;Geste intempestif
2021;2670Z;Fabrication de matériels optique et photographique;Perte d'équilibre avec chute
2021;2670Z;Fabrication de matériels optique et photographique;Perte d'équilibre sans chute
2021;2670Z;Fabrication de matériels optique et photographique;Perte de contrôle d'un véhicule
2021;2670Z;Fabrication de matériels optique et photographique;Violence et agression
2021;2680Z;Fabrication de supports magnétiques et optiques;Autres causes
2021;2680Z;Fabrication de supports magnétiques et optiques;Chute de hauteur
2021;2680Z;Fabrication de supports magnétiques et optiques;Entrainé par quelque chose ou quelqu'un
2021;2680Z;Fabrication de supports magnétiques et optiques;Geste intempestif
2021;2680Z;Fabrication de supports magnétiques et optiques;Perte d'équilibre avec chute
2021;2680Z;Fabrication de supports magnétiques et optiques;Perte d'équilibre sans chute
2021;2680Z;Fabrication de supports magnétiques et optiques;Perte de contrôle d'un véhicule
2021;2680Z;Fabrication de supports magnétiques et optiques;Violence et agression
2021;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Autres causes
2021;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Chute de hauteur
2021;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Entrainé par quelque chose ou quelqu'un
2021;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Geste intempestif
2021;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Perte d'équilibre avec chute
2021;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Perte d'équilibre sans chute
2021;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Perte de contrôle d'un véhicule
2021;2711Z;Fabrication de moteurs, génératrices et transformateurs électriques;Violence et agression
2021;2712Z;Fabrication de matériel de distribution et de commande électrique;Autres causes
2021;2712Z;Fabrication de matériel de distribution et de commande électrique;Chute de hauteur
2021;2712Z;Fabrication de matériel de distribution et de commande électrique;Entrainé par quelque chose ou quelqu'un
2021;2712Z;Fabrication de matériel de distribution et de commande électrique;Geste intempestif
2021;2712Z;Fabrication de matériel de distribution et de commande électrique;Perte d'équilibre avec chute
2021;2712Z;Fabrication de matériel de distribution et de commande électrique;Perte d'équilibre sans chute
2021;2712Z;Fabrication de matériel de distribution et de commande électrique;Perte de contrôle d'un véhicule
2021;2712Z;Fabrication de matériel de distribution et de commande électrique;Violence et agression
2021;2720Z;Fabrication de piles et d'accumulateurs électriques;Autres causes
2021;2720Z;Fabrication de piles et d'accumulateurs électriques;Chute de hauteur
2021;2720Z;Fabrication de piles et d'accumulateurs électriques;Entrainé par quelque chose ou quelqu'un
2021;2720Z;Fabrication de piles et d'accumulateurs électriques;Geste intempestif
2021;2720Z;Fabrication de piles et d'accumulateurs électriques;Perte d'équilibre avec chute
2021;2720Z;Fabrication de piles et d'accumulateurs électriques;Perte d'équilibre sans chute
2021;2720Z;Fabrication de piles et d'accumulateurs électriques;Perte de contrôle d'un véhicule
2021;2720Z;Fabrication de piles et d'accumulateurs électriques;Violence et agression
2021;2731Z;Fabrication de câbles de fibres optiques;Autres causes
2021;2731Z;Fabrication de câbles de fibres optiques;Chute de hauteur
2021;2731Z;Fabrication de câbles de fibres optiques;Entrainé par quelque chose ou quelqu'un
2021;2731Z;Fabrication de câbles de fibres optiques;Geste intempestif
2021;2731Z;Fabrication de câbles de fibres optiques;Perte d'équilibre avec chute
2021;2731Z;Fabrication de câbles de fibres optiques;Perte d'équilibre sans chute
2021;2731Z;Fabrication de câbles de fibres optiques;Perte de contrôle d'un véhicule
2021;2731Z;Fabrication de câbles de fibres optiques;Violence et agression
2021;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Autres causes
2021;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Chute de hauteur
2021;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Entrainé par quelque chose ou quelqu'un
2021;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Geste intempestif
2021;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Perte d'équilibre avec chute
2021;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Perte d'équilibre sans chute
2021;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Perte de contrôle d'un véhicule
2021;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;Violence et agression
2021;2733Z;Fabrication de matériel d'installation électrique;Autres causes
2021;2733Z;Fabrication de matériel d'installation électrique;Chute de hauteur
2021;2733Z;Fabrication de matériel d'installation électrique;Entrainé par quelque chose ou quelqu'un
2021;2733Z;Fabrication de matériel d'installation électrique;Geste intempestif
2021;2733Z;Fabrication de matériel d'installation électrique;Perte d'équilibre avec chute
2021;2733Z;Fabrication de matériel d'installation électrique;Perte d'équilibre sans chute
2021;2733Z;Fabrication de matériel d'installation électrique;Perte de contrôle d'un véhicule
2021;2733Z;Fabrication de matériel d'installation électrique;Violence et agression
2021;2740Z;Fabrication d'appareils d'éclairage électrique;Autres causes
2021;2740Z;Fabrication d'appareils d'éclairage électrique;Chute de hauteur
2021;2740Z;Fabrication d'appareils d'éclairage électrique;Entrainé par quelque chose ou quelqu'un
2021;2740Z;Fabrication d'appareils d'éclairage électrique;Geste intempestif
2021;2740Z;Fabrication d'appareils d'éclairage électrique;Perte d'équilibre avec chute
2021;2740Z;Fabrication d'appareils d'éclairage électrique;Perte d'équilibre sans chute
2021;2740Z;Fabrication d'appareils d'éclairage électrique;Perte de contrôle d'un véhicule
2021;2740Z;Fabrication d'appareils d'éclairage électrique;Violence et agression
2021;2751Z;Fabrication d'appareils électroménagers;Autres causes
2021;2751Z;Fabrication d'appareils électroménagers;Chute de hauteur
2021;2751Z;Fabrication d'appareils électroménagers;Entrainé par quelque chose ou quelqu'un
2021;2751Z;Fabrication d'appareils électroménagers;Geste intempestif
2021;2751Z;Fabrication d'appareils électroménagers;Perte d'équilibre avec chute
2021;2751Z;Fabrication d'appareils électroménagers;Perte d'équilibre sans chute
2021;2751Z;Fabrication d'appareils électroménagers;Perte de contrôle d'un véhicule
2021;2751Z;Fabrication d'appareils électroménagers;Violence et agression
2021;2752Z;Fabrication d'appareils ménagers non électriques;Autres causes
2021;2752Z;Fabrication d'appareils ménagers non électriques;Chute de hauteur
2021;2752Z;Fabrication d'appareils ménagers non électriques;Entrainé par quelque chose ou quelqu'un
2021;2752Z;Fabrication d'appareils ménagers non électriques;Geste intempestif
2021;2752Z;Fabrication d'appareils ménagers non électriques;Perte d'équilibre avec chute
2021;2752Z;Fabrication d'appareils ménagers non électriques;Perte d'équilibre sans chute
2021;2752Z;Fabrication d'appareils ménagers non électriques;Perte de contrôle d'un véhicule
2021;2752Z;Fabrication d'appareils ménagers non électriques;Violence et agression
2021;2790Z;Fabrication d'autres matériels électriques;Autres causes
2021;2790Z;Fabrication d'autres matériels électriques;Chute de hauteur
2021;2790Z;Fabrication d'autres matériels électriques;Entrainé par quelque chose ou quelqu'un
2021;2790Z;Fabrication d'autres matériels électriques;Geste intempestif
2021;2790Z;Fabrication d'autres matériels électriques;Perte d'équilibre avec chute
2021;2790Z;Fabrication d'autres matériels électriques;Perte d'équilibre sans chute
2021;2790Z;Fabrication d'autres matériels électriques;Perte de contrôle d'un véhicule
2021;2790Z;Fabrication d'autres matériels électriques;Violence et agression
2021;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Autres causes
2021;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Chute de hauteur
2021;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Entrainé par quelque chose ou quelqu'un
2021;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Geste intempestif
2021;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Perte d'équilibre avec chute
2021;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Perte d'équilibre sans chute
2021;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Perte de contrôle d'un véhicule
2021;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;Violence et agression
2021;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Autres causes
2021;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Chute de hauteur
2021;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Entrainé par quelque chose ou quelqu'un
2021;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Geste intempestif
2021;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Perte d'équilibre avec chute
2021;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Perte d'équilibre sans chute
2021;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Perte de contrôle d'un véhicule
2021;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;Violence et agression
2021;2813Z;Fabrication d'autres pompes et compresseurs;Autres causes
2021;2813Z;Fabrication d'autres pompes et compresseurs;Chute de hauteur
2021;2813Z;Fabrication d'autres pompes et compresseurs;Entrainé par quelque chose ou quelqu'un
2021;2813Z;Fabrication d'autres pompes et compresseurs;Geste intempestif
2021;2813Z;Fabrication d'autres pompes et compresseurs;Perte d'équilibre avec chute
2021;2813Z;Fabrication d'autres pompes et compresseurs;Perte d'équilibre sans chute
2021;2813Z;Fabrication d'autres pompes et compresseurs;Perte de contrôle d'un véhicule
2021;2813Z;Fabrication d'autres pompes et compresseurs;Violence et agression
2021;2814Z;Fabrication d'autres articles de robinetterie;Autres causes
2021;2814Z;Fabrication d'autres articles de robinetterie;Chute de hauteur
2021;2814Z;Fabrication d'autres articles de robinetterie;Entrainé par quelque chose ou quelqu'un
2021;2814Z;Fabrication d'autres articles de robinetterie;Geste intempestif
2021;2814Z;Fabrication d'autres articles de robinetterie;Perte d'équilibre avec chute
2021;2814Z;Fabrication d'autres articles de robinetterie;Perte d'équilibre sans chute
2021;2814Z;Fabrication d'autres articles de robinetterie;Perte de contrôle d'un véhicule
2021;2814Z;Fabrication d'autres articles de robinetterie;Violence et agression
2021;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Autres causes
2021;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Chute de hauteur
2021;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Entrainé par quelque chose ou quelqu'un
2021;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Geste intempestif
2021;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Perte d'équilibre avec chute
2021;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Perte d'équilibre sans chute
2021;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Perte de contrôle d'un véhicule
2021;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;Violence et agression
2021;2821Z;Fabrication de fours et brûleurs;Autres causes
2021;2821Z;Fabrication de fours et brûleurs;Chute de hauteur
2021;2821Z;Fabrication de fours et brûleurs;Entrainé par quelque chose ou quelqu'un
2021;2821Z;Fabrication de fours et brûleurs;Geste intempestif
2021;2821Z;Fabrication de fours et brûleurs;Perte d'équilibre avec chute
2021;2821Z;Fabrication de fours et brûleurs;Perte d'équilibre sans chute
2021;2821Z;Fabrication de fours et brûleurs;Perte de contrôle d'un véhicule
2021;2821Z;Fabrication de fours et brûleurs;Violence et agression
2021;2822Z;Fabrication de matériel de levage et de manutention;Autres causes
2021;2822Z;Fabrication de matériel de levage et de manutention;Chute de hauteur
2021;2822Z;Fabrication de matériel de levage et de manutention;Entrainé par quelque chose ou quelqu'un
