annee;code_NAF5;libelle_NAF5;libelle_cause_TR
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Autres causes
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Chute de hauteur
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Entrainé par quelque chose ou quelqu'un
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Geste intempestif
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Perte d'équilibre avec chute
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Perte d'équilibre sans chute
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Perte de contrôle d'un véhicule
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Violence et agression
2015;0112Z;Culture du riz;Autres causes
2015;0112Z;Culture du riz;Chute de hauteur
2015;0112Z;Culture du riz;Entrainé par quelque chose ou quelqu'un
2015;0112Z;Culture du riz;Geste intempestif
2015;0112Z;Culture du riz;Perte d'équilibre avec chute
2015;0112Z;Culture du riz;Perte d'équilibre sans chute
2015;0112Z;Culture du riz;Perte de contrôle d'un véhicule
2015;0112Z;Culture du riz;Violence et agression
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;Autres causes
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;Chute de hauteur
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;Entrainé par quelque chose ou quelqu'un
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;Geste intempestif
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;Perte d'équilibre avec chute
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;Perte d'équilibre sans chute
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;Perte de contrôle d'un véhicule
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;Violence et agression
2015;0114Z;Culture de la canne à sucre;Autres causes
2015;0114Z;Culture de la canne à sucre;Chute de hauteur
2015;0114Z;Culture de la canne à sucre;Entrainé par quelque chose ou quelqu'un
2015;0114Z;Culture de la canne à sucre;Geste intempestif
2015;0114Z;Culture de la canne à sucre;Perte d'équilibre avec chute
2015;0114Z;Culture de la canne à sucre;Perte d'équilibre sans chute
2015;0114Z;Culture de la canne à sucre;Perte de contrôle d'un véhicule
2015;0114Z;Culture de la canne à sucre;Violence et agression
2015;0115Z;Culture du tabac;Autres causes
2015;0115Z;Culture du tabac;Chute de hauteur
2015;0115Z;Culture du tabac;Entrainé par quelque chose ou quelqu'un
2015;0115Z;Culture du tabac;Geste intempestif
2015;0115Z;Culture du tabac;Perte d'équilibre avec chute
2015;0115Z;Culture du tabac;Perte d'équilibre sans chute
2015;0115Z;Culture du tabac;Perte de contrôle d'un véhicule
2015;0115Z;Culture du tabac;Violence et agression
2015;0116Z;Culture de plantes à fibres;Autres causes
2015;0116Z;Culture de plantes à fibres;Chute de hauteur
2015;0116Z;Culture de plantes à fibres;Entrainé par quelque chose ou quelqu'un
2015;0116Z;Culture de plantes à fibres;Geste intempestif
2015;0116Z;Culture de plantes à fibres;Perte d'équilibre avec chute
2015;0116Z;Culture de plantes à fibres;Perte d'équilibre sans chute
2015;0116Z;Culture de plantes à fibres;Perte de contrôle d'un véhicule
2015;0116Z;Culture de plantes à fibres;Violence et agression
2015;0119Z;Autres cultures non permanentes;Autres causes
2015;0119Z;Autres cultures non permanentes;Chute de hauteur
2015;0119Z;Autres cultures non permanentes;Entrainé par quelque chose ou quelqu'un
2015;0119Z;Autres cultures non permanentes;Geste intempestif
2015;0119Z;Autres cultures non permanentes;Perte d'équilibre avec chute
2015;0119Z;Autres cultures non permanentes;Perte d'équilibre sans chute
2015;0119Z;Autres cultures non permanentes;Perte de contrôle d'un véhicule
2015;0119Z;Autres cultures non permanentes;Violence et agression
2015;0121Z;Culture de la vigne;Autres causes
2015;0121Z;Culture de la vigne;Chute de hauteur
2015;0121Z;Culture de la vigne;Entrainé par quelque chose ou quelqu'un
2015;0121Z;Culture de la vigne;Geste intempestif
2015;0121Z;Culture de la vigne;Perte d'équilibre avec chute
2015;0121Z;Culture de la vigne;Perte d'équilibre sans chute
2015;0121Z;Culture de la vigne;Perte de contrôle d'un véhicule
2015;0121Z;Culture de la vigne;Violence et agression
2015;0122Z;Culture de fruits tropicaux et subtropicaux;Autres causes
2015;0122Z;Culture de fruits tropicaux et subtropicaux;Chute de hauteur
2015;0122Z;Culture de fruits tropicaux et subtropicaux;Entrainé par quelque chose ou quelqu'un
2015;0122Z;Culture de fruits tropicaux et subtropicaux;Geste intempestif
2015;0122Z;Culture de fruits tropicaux et subtropicaux;Perte d'équilibre avec chute
2015;0122Z;Culture de fruits tropicaux et subtropicaux;Perte d'équilibre sans chute
2015;0122Z;Culture de fruits tropicaux et subtropicaux;Perte de contrôle d'un véhicule
2015;0122Z;Culture de fruits tropicaux et subtropicaux;Violence et agression
2015;0123Z;Culture d'agrumes;Autres causes
2015;0123Z;Culture d'agrumes;Chute de hauteur
2015;0123Z;Culture d'agrumes;Entrainé par quelque chose ou quelqu'un
2015;0123Z;Culture d'agrumes;Geste intempestif
2015;0123Z;Culture d'agrumes;Perte d'équilibre avec chute
2015;0123Z;Culture d'agrumes;Perte d'équilibre sans chute
2015;0123Z;Culture d'agrumes;Perte de contrôle d'un véhicule
2015;0123Z;Culture d'agrumes;Violence et agression
2015;0124Z;Culture de fruits à pépins et à noyau;Autres causes
2015;0124Z;Culture de fruits à pépins et à noyau;Chute de hauteur
2015;0124Z;Culture de fruits à pépins et à noyau;Entrainé par quelque chose ou quelqu'un
2015;0124Z;Culture de fruits à pépins et à noyau;Geste intempestif
2015;0124Z;Culture de fruits à pépins et à noyau;Perte d'équilibre avec chute
2015;0124Z;Culture de fruits à pépins et à noyau;Perte d'équilibre sans chute
2015;0124Z;Culture de fruits à pépins et à noyau;Perte de contrôle d'un véhicule
2015;0124Z;Culture de fruits à pépins et à noyau;Violence et agression
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Autres causes
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Chute de hauteur
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Entrainé par quelque chose ou quelqu'un
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Geste intempestif
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Perte d'équilibre avec chute
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Perte d'équilibre sans chute
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Perte de contrôle d'un véhicule
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Violence et agression
2015;0126Z;Culture de fruits oléagineux;Autres causes
2015;0126Z;Culture de fruits oléagineux;Chute de hauteur
2015;0126Z;Culture de fruits oléagineux;Entrainé par quelque chose ou quelqu'un
2015;0126Z;Culture de fruits oléagineux;Geste intempestif
2015;0126Z;Culture de fruits oléagineux;Perte d'équilibre avec chute
2015;0126Z;Culture de fruits oléagineux;Perte d'équilibre sans chute
2015;0126Z;Culture de fruits oléagineux;Perte de contrôle d'un véhicule
2015;0126Z;Culture de fruits oléagineux;Violence et agression
2015;0127Z;Culture de plantes à boissons;Autres causes
2015;0127Z;Culture de plantes à boissons;Chute de hauteur
2015;0127Z;Culture de plantes à boissons;Entrainé par quelque chose ou quelqu'un
2015;0127Z;Culture de plantes à boissons;Geste intempestif
2015;0127Z;Culture de plantes à boissons;Perte d'équilibre avec chute
2015;0127Z;Culture de plantes à boissons;Perte d'équilibre sans chute
2015;0127Z;Culture de plantes à boissons;Perte de contrôle d'un véhicule
2015;0127Z;Culture de plantes à boissons;Violence et agression
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Autres causes
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Chute de hauteur
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Entrainé par quelque chose ou quelqu'un
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Geste intempestif
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Perte d'équilibre avec chute
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Perte d'équilibre sans chute
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Perte de contrôle d'un véhicule
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Violence et agression
2015;0129Z;Autres cultures permanentes;Autres causes
2015;0129Z;Autres cultures permanentes;Chute de hauteur
2015;0129Z;Autres cultures permanentes;Entrainé par quelque chose ou quelqu'un
2015;0129Z;Autres cultures permanentes;Geste intempestif
2015;0129Z;Autres cultures permanentes;Perte d'équilibre avec chute
2015;0129Z;Autres cultures permanentes;Perte d'équilibre sans chute
2015;0129Z;Autres cultures permanentes;Perte de contrôle d'un véhicule
2015;0129Z;Autres cultures permanentes;Violence et agression
2015;0130Z;Reproduction de plantes;Autres causes
2015;0130Z;Reproduction de plantes;Chute de hauteur
2015;0130Z;Reproduction de plantes;Entrainé par quelque chose ou quelqu'un
2015;0130Z;Reproduction de plantes;Geste intempestif
2015;0130Z;Reproduction de plantes;Perte d'équilibre avec chute
2015;0130Z;Reproduction de plantes;Perte d'équilibre sans chute
2015;0130Z;Reproduction de plantes;Perte de contrôle d'un véhicule
2015;0130Z;Reproduction de plantes;Violence et agression
2015;0141Z;Élevage de vaches laitières;Autres causes
2015;0141Z;Élevage de vaches laitières;Chute de hauteur
2015;0141Z;Élevage de vaches laitières;Entrainé par quelque chose ou quelqu'un
2015;0141Z;Élevage de vaches laitières;Geste intempestif
2015;0141Z;Élevage de vaches laitières;Perte d'équilibre avec chute
2015;0141Z;Élevage de vaches laitières;Perte d'équilibre sans chute
2015;0141Z;Élevage de vaches laitières;Perte de contrôle d'un véhicule
2015;0141Z;Élevage de vaches laitières;Violence et agression
2015;0142Z;Élevage d'autres bovins et de buffles;Autres causes
2015;0142Z;Élevage d'autres bovins et de buffles;Chute de hauteur
2015;0142Z;Élevage d'autres bovins et de buffles;Entrainé par quelque chose ou quelqu'un
2015;0142Z;Élevage d'autres bovins et de buffles;Geste intempestif
2015;0142Z;Élevage d'autres bovins et de buffles;Perte d'équilibre avec chute
2015;0142Z;Élevage d'autres bovins et de buffles;Perte d'équilibre sans chute
2015;0142Z;Élevage d'autres bovins et de buffles;Perte de contrôle d'un véhicule
2015;0142Z;Élevage d'autres bovins et de buffles;Violence et agression
2015;0143Z;Élevage de chevaux et d'autres équidés;Autres causes
2015;0143Z;Élevage de chevaux et d'autres équidés;Chute de hauteur
2015;0143Z;Élevage de chevaux et d'autres équidés;Entrainé par quelque chose ou quelqu'un
2015;0143Z;Élevage de chevaux et d'autres équidés;Geste intempestif
2015;0143Z;Élevage de chevaux et d'autres équidés;Perte d'équilibre avec chute
2015;0143Z;Élevage de chevaux et d'autres équidés;Perte d'équilibre sans chute
2015;0143Z;Élevage de chevaux et d'autres équidés;Perte de contrôle d'un véhicule
2015;0143Z;Élevage de chevaux et d'autres équidés;Violence et agression
2015;0144Z;Élevage de chameaux et d'autres camélidés;Autres causes
2015;0144Z;Élevage de chameaux et d'autres camélidés;Chute de hauteur
2015;0144Z;Élevage de chameaux et d'autres camélidés;Entrainé par quelque chose ou quelqu'un
2015;0144Z;Élevage de chameaux et d'autres camélidés;Geste intempestif
2015;0144Z;Élevage de chameaux et d'autres camélidés;Perte d'équilibre avec chute
2015;0144Z;Élevage de chameaux et d'autres camélidés;Perte d'équilibre sans chute
2015;0144Z;Élevage de chameaux et d'autres camélidés;Perte de contrôle d'un véhicule
2015;0144Z;Élevage de chameaux et d'autres camélidés;Violence et agression
2015;0145Z;Élevage d'ovins et de caprins;Autres causes
2015;0145Z;Élevage d'ovins et de caprins;Chute de hauteur
2015;0145Z;Élevage d'ovins et de caprins;Entrainé par quelque chose ou quelqu'un
2015;0145Z;Élevage d'ovins et de caprins;Geste intempestif
2015;0145Z;Élevage d'ovins et de caprins;Perte d'équilibre avec chute
2015;0145Z;Élevage d'ovins et de caprins;Perte d'équilibre sans chute
2015;0145Z;Élevage d'ovins et de caprins;Perte de contrôle d'un véhicule
2015;0145Z;Élevage d'ovins et de caprins;Violence et agression
2015;0146Z;Élevage de porcins;Autres causes
2015;0146Z;Élevage de porcins;Chute de hauteur
2015;0146Z;Élevage de porcins;Entrainé par quelque chose ou quelqu'un
2015;0146Z;Élevage de porcins;Geste intempestif
2015;0146Z;Élevage de porcins;Perte d'équilibre avec chute
2015;0146Z;Élevage de porcins;Perte d'équilibre sans chute
2015;0146Z;Élevage de porcins;Perte de contrôle d'un véhicule
2015;0146Z;Élevage de porcins;Violence et agression
2015;0147Z;Élevage de volailles;Autres causes
2015;0147Z;Élevage de volailles;Chute de hauteur
2015;0147Z;Élevage de volailles;Entrainé par quelque chose ou quelqu'un
2015;0147Z;Élevage de volailles;Geste intempestif
2015;0147Z;Élevage de volailles;Perte d'équilibre avec chute
2015;0147Z;Élevage de volailles;Perte d'équilibre sans chute
2015;0147Z;Élevage de volailles;Perte de contrôle d'un véhicule
2015;0147Z;Élevage de volailles;Violence et agression
2015;0149Z;Élevage d'autres animaux;Autres causes
2015;0149Z;Élevage d'autres animaux;Chute de hauteur
2015;0149Z;Élevage d'autres animaux;Entrainé par quelque chose ou quelqu'un
2015;0149Z;Élevage d'autres animaux;Geste intempestif
2015;0149Z;Élevage d'autres animaux;Perte d'équilibre avec chute
2015;0149Z;Élevage d'autres animaux;Perte d'équilibre sans chute
2015;0149Z;Élevage d'autres animaux;Perte de contrôle d'un véhicule
2015;0149Z;Élevage d'autres animaux;Violence et agression
2015;0150Z;Culture et élevage associés;Autres causes
2015;0150Z;Culture et élevage associés;Chute de hauteur
2015;0150Z;Culture et élevage associés;Entrainé par quelque chose ou quelqu'un
2015;0150Z;Culture et élevage associés;Geste intempestif
2015;0150Z;Culture et élevage associés;Perte d'équilibre avec chute
2015;0150Z;Culture et élevage associés;Perte d'équilibre sans chute
2015;0150Z;Culture et élevage associés;Perte de contrôle d'un véhicule
2015;0150Z;Culture et élevage associés;Violence et agression
2015;0161Z;Activités de soutien aux cultures;Autres causes
2015;0161Z;Activités de soutien aux cultures;Chute de hauteur
2015;0161Z;Activités de soutien aux cultures;Entrainé par quelque chose ou quelqu'un
2015;0161Z;Activités de soutien aux cultures;Geste intempestif
2015;0161Z;Activités de soutien aux cultures;Perte d'équilibre avec chute
2015;0161Z;Activités de soutien aux cultures;Perte d'équilibre sans chute
2015;0161Z;Activités de soutien aux cultures;Perte de contrôle d'un véhicule
2015;0161Z;Activités de soutien aux cultures;Violence et agression
2015;0162Z;Activités de soutien à la production animale;Autres causes
2015;0162Z;Activités de soutien à la production animale;Chute de hauteur
2015;0162Z;Activités de soutien à la production animale;Entrainé par quelque chose ou quelqu'un
2015;0162Z;Activités de soutien à la production animale;Geste intempestif
2015;0162Z;Activités de soutien à la production animale;Perte d'équilibre avec chute
2015;0162Z;Activités de soutien à la production animale;Perte d'équilibre sans chute
2015;0162Z;Activités de soutien à la production animale;Perte de contrôle d'un véhicule
2015;0162Z;Activités de soutien à la production animale;Violence et agression
2015;0163Z;Traitement primaire des récoltes;Autres causes
2015;0163Z;Traitement primaire des récoltes;Chute de hauteur
2015;0163Z;Traitement primaire des récoltes;Entrainé par quelque chose ou quelqu'un
2015;0163Z;Traitement primaire des récoltes;Geste intempestif
2015;0163Z;Traitement primaire des récoltes;Perte d'équilibre avec chute
2015;0163Z;Traitement primaire des récoltes;Perte d'équilibre sans chute
2015;0163Z;Traitement primaire des récoltes;Perte de contrôle d'un véhicule
2015;0163Z;Traitement primaire des récoltes;Violence et agression
2015;0164Z;Traitement des semences;Autres causes
2015;0164Z;Traitement des semences;Chute de hauteur
2015;0164Z;Traitement des semences;Entrainé par quelque chose ou quelqu'un
2015;0164Z;Traitement des semences;Geste intempestif
2015;0164Z;Traitement des semences;Perte d'équilibre avec chute
2015;0164Z;Traitement des semences;Perte d'équilibre sans chute
2015;0164Z;Traitement des semences;Perte de contrôle d'un véhicule
2015;0164Z;Traitement des semences;Violence et agression
2015;0170Z;Chasse, piégeage et services annexes;Autres causes
2015;0170Z;Chasse, piégeage et services annexes;Chute de hauteur
2015;0170Z;Chasse, piégeage et services annexes;Entrainé par quelque chose ou quelqu'un
2015;0170Z;Chasse, piégeage et services annexes;Geste intempestif
2015;0170Z;Chasse, piégeage et services annexes;Perte d'équilibre avec chute
2015;0170Z;Chasse, piégeage et services annexes;Perte d'équilibre sans chute
2015;0170Z;Chasse, piégeage et services annexes;Perte de contrôle d'un véhicule
2015;0170Z;Chasse, piégeage et services annexes;Violence et agression
2015;0210Z;Sylviculture et autres activités forestières;Autres causes
2015;0210Z;Sylviculture et autres activités forestières;Chute de hauteur
2015;0210Z;Sylviculture et autres activités forestières;Entrainé par quelque chose ou quelqu'un
2015;0210Z;Sylviculture et autres activités forestières;Geste intempestif
2015;0210Z;Sylviculture et autres activités forestières;Perte d'équilibre avec chute
2015;0210Z;Sylviculture et autres activités forestières;Perte d'équilibre sans chute
2015;0210Z;Sylviculture et autres activités forestières;Perte de contrôle d'un véhicule
2015;0210Z;Sylviculture et autres activités forestières;Violence et agression
2015;0220Z;Exploitation forestière;Autres causes
2015;0220Z;Exploitation forestière;Chute de hauteur
2015;0220Z;Exploitation forestière;Entrainé par quelque chose ou quelqu'un
2015;0220Z;Exploitation forestière;Geste intempestif
2015;0220Z;Exploitation forestière;Perte d'équilibre avec chute
2015;0220Z;Exploitation forestière;Perte d'équilibre sans chute
2015;0220Z;Exploitation forestière;Perte de contrôle d'un véhicule
2015;0220Z;Exploitation forestière;Violence et agression
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Autres causes
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Chute de hauteur
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Entrainé par quelque chose ou quelqu'un
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Geste intempestif
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Perte d'équilibre avec chute
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Perte d'équilibre sans chute
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Perte de contrôle d'un véhicule
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Violence et agression
2015;0240Z;Services de soutien à l'exploitation forestière;Autres causes
2015;0240Z;Services de soutien à l'exploitation forestière;Chute de hauteur
2015;0240Z;Services de soutien à l'exploitation forestière;Entrainé par quelque chose ou quelqu'un
2015;0240Z;Services de soutien à l'exploitation forestière;Geste intempestif
2015;0240Z;Services de soutien à l'exploitation forestière;Perte d'équilibre avec chute
2015;0240Z;Services de soutien à l'exploitation forestière;Perte d'équilibre sans chute
2015;0240Z;Services de soutien à l'exploitation forestière;Perte de contrôle d'un véhicule
2015;0240Z;Services de soutien à l'exploitation forestière;Violence et agression
2015;0311Z;Pêche en mer;Autres causes
2015;0311Z;Pêche en mer;Chute de hauteur
2015;0311Z;Pêche en mer;Entrainé par quelque chose ou quelqu'un
2015;0311Z;Pêche en mer;Geste intempestif
2015;0311Z;Pêche en mer;Perte d'équilibre avec chute
2015;0311Z;Pêche en mer;Perte d'équilibre sans chute
2015;0311Z;Pêche en mer;Perte de contrôle d'un véhicule
2015;0311Z;Pêche en mer;Violence et agression
2015;0312Z;Pêche en eau douce;Autres causes
2015;0312Z;Pêche en eau douce;Chute de hauteur
2015;0312Z;Pêche en eau douce;Entrainé par quelque chose ou quelqu'un
2015;0312Z;Pêche en eau douce;Geste intempestif
2015;0312Z;Pêche en eau douce;Perte d'équilibre avec chute
2015;0312Z;Pêche en eau douce;Perte d'équilibre sans chute
2015;0312Z;Pêche en eau douce;Perte de contrôle d'un véhicule
2015;0312Z;Pêche en eau douce;Violence et agression
2015;0321Z;Aquaculture en mer;Autres causes
2015;0321Z;Aquaculture en mer;Chute de hauteur
2015;0321Z;Aquaculture en mer;Entrainé par quelque chose ou quelqu'un
2015;0321Z;Aquaculture en mer;Geste intempestif
2015;0321Z;Aquaculture en mer;Perte d'équilibre avec chute
2015;0321Z;Aquaculture en mer;Perte d'équilibre sans chute
2015;0321Z;Aquaculture en mer;Perte de contrôle d'un véhicule
2015;0321Z;Aquaculture en mer;Violence et agression
2015;0322Z;Aquaculture en eau douce;Autres causes
2015;0322Z;Aquaculture en eau douce;Chute de hauteur
2015;0322Z;Aquaculture en eau douce;Entrainé par quelque chose ou quelqu'un
2015;0322Z;Aquaculture en eau douce;Geste intempestif
2015;0322Z;Aquaculture en eau douce;Perte d'équilibre avec chute
2015;0322Z;Aquaculture en eau douce;Perte d'équilibre sans chute
2015;0322Z;Aquaculture en eau douce;Perte de contrôle d'un véhicule
2015;0322Z;Aquaculture en eau douce;Violence et agression
2015;0510Z;Extraction de houille;Autres causes
2015;0510Z;Extraction de houille;Chute de hauteur
2015;0510Z;Extraction de houille;Entrainé par quelque chose ou quelqu'un
2015;0510Z;Extraction de houille;Geste intempestif
2015;0510Z;Extraction de houille;Perte d'équilibre avec chute
2015;0510Z;Extraction de houille;Perte d'équilibre sans chute
2015;0510Z;Extraction de houille;Perte de contrôle d'un véhicule
2015;0510Z;Extraction de houille;Violence et agression
2015;0520Z;Extraction de lignite;Autres causes
2015;0520Z;Extraction de lignite;Chute de hauteur
2015;0520Z;Extraction de lignite;Entrainé par quelque chose ou quelqu'un
2015;0520Z;Extraction de lignite;Geste intempestif
2015;0520Z;Extraction de lignite;Perte d'équilibre avec chute
2015;0520Z;Extraction de lignite;Perte d'équilibre sans chute
2015;0520Z;Extraction de lignite;Perte de contrôle d'un véhicule
2015;0520Z;Extraction de lignite;Violence et agression
2015;0610Z;Extraction de pétrole brut;Autres causes
2015;0610Z;Extraction de pétrole brut;Chute de hauteur
2015;0610Z;Extraction de pétrole brut;Entrainé par quelque chose ou quelqu'un
2015;0610Z;Extraction de pétrole brut;Geste intempestif
2015;0610Z;Extraction de pétrole brut;Perte d'équilibre avec chute
2015;0610Z;Extraction de pétrole brut;Perte d'équilibre sans chute
2015;0610Z;Extraction de pétrole brut;Perte de contrôle d'un véhicule
2015;0610Z;Extraction de pétrole brut;Violence et agression
2015;0620Z;Extraction de gaz naturel;Autres causes
2015;0620Z;Extraction de gaz naturel;Chute de hauteur
2015;0620Z;Extraction de gaz naturel;Entrainé par quelque chose ou quelqu'un
2015;0620Z;Extraction de gaz naturel;Geste intempestif
2015;0620Z;Extraction de gaz naturel;Perte d'équilibre avec chute
2015;0620Z;Extraction de gaz naturel;Perte d'équilibre sans chute
2015;0620Z;Extraction de gaz naturel;Perte de contrôle d'un véhicule
2015;0620Z;Extraction de gaz naturel;Violence et agression
2015;0710Z;Extraction de minerais de fer;Autres causes
2015;0710Z;Extraction de minerais de fer;Chute de hauteur
2015;0710Z;Extraction de minerais de fer;Entrainé par quelque chose ou quelqu'un
2015;0710Z;Extraction de minerais de fer;Geste intempestif
2015;0710Z;Extraction de minerais de fer;Perte d'équilibre avec chute
2015;0710Z;Extraction de minerais de fer;Perte d'équilibre sans chute
2015;0710Z;Extraction de minerais de fer;Perte de contrôle d'un véhicule
2015;0710Z;Extraction de minerais de fer;Violence et agression
2015;0721Z;Extraction de minerais d'uranium et de thorium;Autres causes
2015;0721Z;Extraction de minerais d'uranium et de thorium;Chute de hauteur
2015;0721Z;Extraction de minerais d'uranium et de thorium;Entrainé par quelque chose ou quelqu'un
2015;0721Z;Extraction de minerais d'uranium et de thorium;Geste intempestif
2015;0721Z;Extraction de minerais d'uranium et de thorium;Perte d'équilibre avec chute
2015;0721Z;Extraction de minerais d'uranium et de thorium;Perte d'équilibre sans chute
2015;0721Z;Extraction de minerais d'uranium et de thorium;Perte de contrôle d'un véhicule
2015;0721Z;Extraction de minerais d'uranium et de thorium;Violence et agression
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;Autres causes
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;Chute de hauteur
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;Entrainé par quelque chose ou quelqu'un
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;Geste intempestif
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;Perte d'équilibre avec chute
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;Perte d'équilibre sans chute
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;Perte de contrôle d'un véhicule
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;Violence et agression
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Autres causes
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Chute de hauteur
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Entrainé par quelque chose ou quelqu'un
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Geste intempestif
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Perte d'équilibre avec chute
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Perte d'équilibre sans chute
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Perte de contrôle d'un véhicule
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Violence et agression
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Autres causes
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Chute de hauteur
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Entrainé par quelque chose ou quelqu'un
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Geste intempestif
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Perte d'équilibre avec chute
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Perte d'équilibre sans chute
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Perte de contrôle d'un véhicule
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Violence et agression
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Autres causes
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Chute de hauteur
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Entrainé par quelque chose ou quelqu'un
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Geste intempestif
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Perte d'équilibre avec chute
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Perte d'équilibre sans chute
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Perte de contrôle d'un véhicule
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;Violence et agression
2015;0892Z;Extraction de tourbe;Autres causes
2015;0892Z;Extraction de tourbe;Chute de hauteur
2015;0892Z;Extraction de tourbe;Entrainé par quelque chose ou quelqu'un
2015;0892Z;Extraction de tourbe;Geste intempestif
2015;0892Z;Extraction de tourbe;Perte d'équilibre avec chute
2015;0892Z;Extraction de tourbe;Perte d'équilibre sans chute
2015;0892Z;Extraction de tourbe;Perte de contrôle d'un véhicule
