annee;code_NAF5;libelle_NAF5;partie_corps
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;épaule
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;coude
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;poignet, main, doigt
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;genou
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;cheville, pied
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;dos
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;corps entier
2015;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;association de plusieurs syndromes du tableau
2015;0112Z;Culture du riz;épaule
2015;0112Z;Culture du riz;coude
2015;0112Z;Culture du riz;poignet, main, doigt
2015;0112Z;Culture du riz;genou
2015;0112Z;Culture du riz;cheville, pied
2015;0112Z;Culture du riz;dos
2015;0112Z;Culture du riz;corps entier
2015;0112Z;Culture du riz;association de plusieurs syndromes du tableau
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;épaule
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;coude
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;poignet, main, doigt
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;genou
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;cheville, pied
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;dos
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;corps entier
2015;0113Z;Culture de légumes, de melons, de racines et de tubercules;association de plusieurs syndromes du tableau
2015;0114Z;Culture de la canne à sucre;épaule
2015;0114Z;Culture de la canne à sucre;coude
2015;0114Z;Culture de la canne à sucre;poignet, main, doigt
2015;0114Z;Culture de la canne à sucre;genou
2015;0114Z;Culture de la canne à sucre;cheville, pied
2015;0114Z;Culture de la canne à sucre;dos
2015;0114Z;Culture de la canne à sucre;corps entier
2015;0114Z;Culture de la canne à sucre;association de plusieurs syndromes du tableau
2015;0115Z;Culture du tabac;épaule
2015;0115Z;Culture du tabac;coude
2015;0115Z;Culture du tabac;poignet, main, doigt
2015;0115Z;Culture du tabac;genou
2015;0115Z;Culture du tabac;cheville, pied
2015;0115Z;Culture du tabac;dos
2015;0115Z;Culture du tabac;corps entier
2015;0115Z;Culture du tabac;association de plusieurs syndromes du tableau
2015;0116Z;Culture de plantes à fibres;épaule
2015;0116Z;Culture de plantes à fibres;coude
2015;0116Z;Culture de plantes à fibres;poignet, main, doigt
2015;0116Z;Culture de plantes à fibres;genou
2015;0116Z;Culture de plantes à fibres;cheville, pied
2015;0116Z;Culture de plantes à fibres;dos
2015;0116Z;Culture de plantes à fibres;corps entier
2015;0116Z;Culture de plantes à fibres;association de plusieurs syndromes du tableau
2015;0119Z;Autres cultures non permanentes;épaule
2015;0119Z;Autres cultures non permanentes;coude
2015;0119Z;Autres cultures non permanentes;poignet, main, doigt
2015;0119Z;Autres cultures non permanentes;genou
2015;0119Z;Autres cultures non permanentes;cheville, pied
2015;0119Z;Autres cultures non permanentes;dos
2015;0119Z;Autres cultures non permanentes;corps entier
2015;0119Z;Autres cultures non permanentes;association de plusieurs syndromes du tableau
2015;0121Z;Culture de la vigne;épaule
2015;0121Z;Culture de la vigne;coude
2015;0121Z;Culture de la vigne;poignet, main, doigt
2015;0121Z;Culture de la vigne;genou
2015;0121Z;Culture de la vigne;cheville, pied
2015;0121Z;Culture de la vigne;dos
2015;0121Z;Culture de la vigne;corps entier
2015;0121Z;Culture de la vigne;association de plusieurs syndromes du tableau
2015;0122Z;Culture de fruits tropicaux et subtropicaux;épaule
2015;0122Z;Culture de fruits tropicaux et subtropicaux;coude
2015;0122Z;Culture de fruits tropicaux et subtropicaux;poignet, main, doigt
2015;0122Z;Culture de fruits tropicaux et subtropicaux;genou
2015;0122Z;Culture de fruits tropicaux et subtropicaux;cheville, pied
2015;0122Z;Culture de fruits tropicaux et subtropicaux;dos
2015;0122Z;Culture de fruits tropicaux et subtropicaux;corps entier
2015;0122Z;Culture de fruits tropicaux et subtropicaux;association de plusieurs syndromes du tableau
2015;0123Z;Culture d'agrumes;épaule
2015;0123Z;Culture d'agrumes;coude
2015;0123Z;Culture d'agrumes;poignet, main, doigt
2015;0123Z;Culture d'agrumes;genou
2015;0123Z;Culture d'agrumes;cheville, pied
2015;0123Z;Culture d'agrumes;dos
2015;0123Z;Culture d'agrumes;corps entier
2015;0123Z;Culture d'agrumes;association de plusieurs syndromes du tableau
2015;0124Z;Culture de fruits à pépins et à noyau;épaule
2015;0124Z;Culture de fruits à pépins et à noyau;coude
2015;0124Z;Culture de fruits à pépins et à noyau;poignet, main, doigt
2015;0124Z;Culture de fruits à pépins et à noyau;genou
2015;0124Z;Culture de fruits à pépins et à noyau;cheville, pied
2015;0124Z;Culture de fruits à pépins et à noyau;dos
2015;0124Z;Culture de fruits à pépins et à noyau;corps entier
2015;0124Z;Culture de fruits à pépins et à noyau;association de plusieurs syndromes du tableau
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;épaule
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;coude
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;poignet, main, doigt
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;genou
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;cheville, pied
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;dos
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;corps entier
2015;0125Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;association de plusieurs syndromes du tableau
2015;0126Z;Culture de fruits oléagineux;épaule
2015;0126Z;Culture de fruits oléagineux;coude
2015;0126Z;Culture de fruits oléagineux;poignet, main, doigt
2015;0126Z;Culture de fruits oléagineux;genou
2015;0126Z;Culture de fruits oléagineux;cheville, pied
2015;0126Z;Culture de fruits oléagineux;dos
2015;0126Z;Culture de fruits oléagineux;corps entier
2015;0126Z;Culture de fruits oléagineux;association de plusieurs syndromes du tableau
2015;0127Z;Culture de plantes à boissons;épaule
2015;0127Z;Culture de plantes à boissons;coude
2015;0127Z;Culture de plantes à boissons;poignet, main, doigt
2015;0127Z;Culture de plantes à boissons;genou
2015;0127Z;Culture de plantes à boissons;cheville, pied
2015;0127Z;Culture de plantes à boissons;dos
2015;0127Z;Culture de plantes à boissons;corps entier
2015;0127Z;Culture de plantes à boissons;association de plusieurs syndromes du tableau
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;épaule
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;coude
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;poignet, main, doigt
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;genou
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;cheville, pied
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;dos
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;corps entier
2015;0128Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;association de plusieurs syndromes du tableau
2015;0129Z;Autres cultures permanentes;épaule
2015;0129Z;Autres cultures permanentes;coude
2015;0129Z;Autres cultures permanentes;poignet, main, doigt
2015;0129Z;Autres cultures permanentes;genou
2015;0129Z;Autres cultures permanentes;cheville, pied
2015;0129Z;Autres cultures permanentes;dos
2015;0129Z;Autres cultures permanentes;corps entier
2015;0129Z;Autres cultures permanentes;association de plusieurs syndromes du tableau
2015;0130Z;Reproduction de plantes;épaule
2015;0130Z;Reproduction de plantes;coude
2015;0130Z;Reproduction de plantes;poignet, main, doigt
2015;0130Z;Reproduction de plantes;genou
2015;0130Z;Reproduction de plantes;cheville, pied
2015;0130Z;Reproduction de plantes;dos
2015;0130Z;Reproduction de plantes;corps entier
2015;0130Z;Reproduction de plantes;association de plusieurs syndromes du tableau
2015;0141Z;Élevage de vaches laitières;épaule
2015;0141Z;Élevage de vaches laitières;coude
2015;0141Z;Élevage de vaches laitières;poignet, main, doigt
2015;0141Z;Élevage de vaches laitières;genou
2015;0141Z;Élevage de vaches laitières;cheville, pied
2015;0141Z;Élevage de vaches laitières;dos
2015;0141Z;Élevage de vaches laitières;corps entier
2015;0141Z;Élevage de vaches laitières;association de plusieurs syndromes du tableau
2015;0142Z;Élevage d'autres bovins et de buffles;épaule
2015;0142Z;Élevage d'autres bovins et de buffles;coude
2015;0142Z;Élevage d'autres bovins et de buffles;poignet, main, doigt
2015;0142Z;Élevage d'autres bovins et de buffles;genou
2015;0142Z;Élevage d'autres bovins et de buffles;cheville, pied
2015;0142Z;Élevage d'autres bovins et de buffles;dos
2015;0142Z;Élevage d'autres bovins et de buffles;corps entier
2015;0142Z;Élevage d'autres bovins et de buffles;association de plusieurs syndromes du tableau
2015;0143Z;Élevage de chevaux et d'autres équidés;épaule
2015;0143Z;Élevage de chevaux et d'autres équidés;coude
2015;0143Z;Élevage de chevaux et d'autres équidés;poignet, main, doigt
2015;0143Z;Élevage de chevaux et d'autres équidés;genou
2015;0143Z;Élevage de chevaux et d'autres équidés;cheville, pied
2015;0143Z;Élevage de chevaux et d'autres équidés;dos
2015;0143Z;Élevage de chevaux et d'autres équidés;corps entier
2015;0143Z;Élevage de chevaux et d'autres équidés;association de plusieurs syndromes du tableau
2015;0144Z;Élevage de chameaux et d'autres camélidés;épaule
2015;0144Z;Élevage de chameaux et d'autres camélidés;coude
2015;0144Z;Élevage de chameaux et d'autres camélidés;poignet, main, doigt
2015;0144Z;Élevage de chameaux et d'autres camélidés;genou
2015;0144Z;Élevage de chameaux et d'autres camélidés;cheville, pied
2015;0144Z;Élevage de chameaux et d'autres camélidés;dos
2015;0144Z;Élevage de chameaux et d'autres camélidés;corps entier
2015;0144Z;Élevage de chameaux et d'autres camélidés;association de plusieurs syndromes du tableau
2015;0145Z;Élevage d'ovins et de caprins;épaule
2015;0145Z;Élevage d'ovins et de caprins;coude
2015;0145Z;Élevage d'ovins et de caprins;poignet, main, doigt
2015;0145Z;Élevage d'ovins et de caprins;genou
2015;0145Z;Élevage d'ovins et de caprins;cheville, pied
2015;0145Z;Élevage d'ovins et de caprins;dos
2015;0145Z;Élevage d'ovins et de caprins;corps entier
2015;0145Z;Élevage d'ovins et de caprins;association de plusieurs syndromes du tableau
2015;0146Z;Élevage de porcins;épaule
2015;0146Z;Élevage de porcins;coude
2015;0146Z;Élevage de porcins;poignet, main, doigt
2015;0146Z;Élevage de porcins;genou
2015;0146Z;Élevage de porcins;cheville, pied
2015;0146Z;Élevage de porcins;dos
2015;0146Z;Élevage de porcins;corps entier
2015;0146Z;Élevage de porcins;association de plusieurs syndromes du tableau
2015;0147Z;Élevage de volailles;épaule
2015;0147Z;Élevage de volailles;coude
2015;0147Z;Élevage de volailles;poignet, main, doigt
2015;0147Z;Élevage de volailles;genou
2015;0147Z;Élevage de volailles;cheville, pied
2015;0147Z;Élevage de volailles;dos
2015;0147Z;Élevage de volailles;corps entier
2015;0147Z;Élevage de volailles;association de plusieurs syndromes du tableau
2015;0149Z;Élevage d'autres animaux;épaule
2015;0149Z;Élevage d'autres animaux;coude
2015;0149Z;Élevage d'autres animaux;poignet, main, doigt
2015;0149Z;Élevage d'autres animaux;genou
2015;0149Z;Élevage d'autres animaux;cheville, pied
2015;0149Z;Élevage d'autres animaux;dos
2015;0149Z;Élevage d'autres animaux;corps entier
2015;0149Z;Élevage d'autres animaux;association de plusieurs syndromes du tableau
2015;0150Z;Culture et élevage associés;épaule
2015;0150Z;Culture et élevage associés;coude
2015;0150Z;Culture et élevage associés;poignet, main, doigt
2015;0150Z;Culture et élevage associés;genou
2015;0150Z;Culture et élevage associés;cheville, pied
2015;0150Z;Culture et élevage associés;dos
2015;0150Z;Culture et élevage associés;corps entier
2015;0150Z;Culture et élevage associés;association de plusieurs syndromes du tableau
2015;0161Z;Activités de soutien aux cultures;épaule
2015;0161Z;Activités de soutien aux cultures;coude
2015;0161Z;Activités de soutien aux cultures;poignet, main, doigt
2015;0161Z;Activités de soutien aux cultures;genou
2015;0161Z;Activités de soutien aux cultures;cheville, pied
2015;0161Z;Activités de soutien aux cultures;dos
2015;0161Z;Activités de soutien aux cultures;corps entier
2015;0161Z;Activités de soutien aux cultures;association de plusieurs syndromes du tableau
2015;0162Z;Activités de soutien à la production animale;épaule
2015;0162Z;Activités de soutien à la production animale;coude
2015;0162Z;Activités de soutien à la production animale;poignet, main, doigt
2015;0162Z;Activités de soutien à la production animale;genou
2015;0162Z;Activités de soutien à la production animale;cheville, pied
2015;0162Z;Activités de soutien à la production animale;dos
2015;0162Z;Activités de soutien à la production animale;corps entier
2015;0162Z;Activités de soutien à la production animale;association de plusieurs syndromes du tableau
2015;0163Z;Traitement primaire des récoltes;épaule
2015;0163Z;Traitement primaire des récoltes;coude
2015;0163Z;Traitement primaire des récoltes;poignet, main, doigt
2015;0163Z;Traitement primaire des récoltes;genou
2015;0163Z;Traitement primaire des récoltes;cheville, pied
2015;0163Z;Traitement primaire des récoltes;dos
2015;0163Z;Traitement primaire des récoltes;corps entier
2015;0163Z;Traitement primaire des récoltes;association de plusieurs syndromes du tableau
2015;0164Z;Traitement des semences;épaule
2015;0164Z;Traitement des semences;coude
2015;0164Z;Traitement des semences;poignet, main, doigt
2015;0164Z;Traitement des semences;genou
2015;0164Z;Traitement des semences;cheville, pied
2015;0164Z;Traitement des semences;dos
2015;0164Z;Traitement des semences;corps entier
2015;0164Z;Traitement des semences;association de plusieurs syndromes du tableau
2015;0170Z;Chasse, piégeage et services annexes;épaule
2015;0170Z;Chasse, piégeage et services annexes;coude
2015;0170Z;Chasse, piégeage et services annexes;poignet, main, doigt
2015;0170Z;Chasse, piégeage et services annexes;genou
2015;0170Z;Chasse, piégeage et services annexes;cheville, pied
2015;0170Z;Chasse, piégeage et services annexes;dos
2015;0170Z;Chasse, piégeage et services annexes;corps entier
2015;0170Z;Chasse, piégeage et services annexes;association de plusieurs syndromes du tableau
2015;0210Z;Sylviculture et autres activités forestières;épaule
2015;0210Z;Sylviculture et autres activités forestières;coude
2015;0210Z;Sylviculture et autres activités forestières;poignet, main, doigt
2015;0210Z;Sylviculture et autres activités forestières;genou
2015;0210Z;Sylviculture et autres activités forestières;cheville, pied
2015;0210Z;Sylviculture et autres activités forestières;dos
2015;0210Z;Sylviculture et autres activités forestières;corps entier
2015;0210Z;Sylviculture et autres activités forestières;association de plusieurs syndromes du tableau
2015;0220Z;Exploitation forestière;épaule
2015;0220Z;Exploitation forestière;coude
2015;0220Z;Exploitation forestière;poignet, main, doigt
2015;0220Z;Exploitation forestière;genou
2015;0220Z;Exploitation forestière;cheville, pied
2015;0220Z;Exploitation forestière;dos
2015;0220Z;Exploitation forestière;corps entier
2015;0220Z;Exploitation forestière;association de plusieurs syndromes du tableau
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;épaule
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;coude
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;poignet, main, doigt
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;genou
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;cheville, pied
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;dos
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;corps entier
2015;0230Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage;association de plusieurs syndromes du tableau
2015;0240Z;Services de soutien à l'exploitation forestière;épaule
2015;0240Z;Services de soutien à l'exploitation forestière;coude
2015;0240Z;Services de soutien à l'exploitation forestière;poignet, main, doigt
2015;0240Z;Services de soutien à l'exploitation forestière;genou
2015;0240Z;Services de soutien à l'exploitation forestière;cheville, pied
2015;0240Z;Services de soutien à l'exploitation forestière;dos
2015;0240Z;Services de soutien à l'exploitation forestière;corps entier
2015;0240Z;Services de soutien à l'exploitation forestière;association de plusieurs syndromes du tableau
2015;0311Z;Pêche en mer;épaule
2015;0311Z;Pêche en mer;coude
2015;0311Z;Pêche en mer;poignet, main, doigt
2015;0311Z;Pêche en mer;genou
2015;0311Z;Pêche en mer;cheville, pied
2015;0311Z;Pêche en mer;dos
2015;0311Z;Pêche en mer;corps entier
2015;0311Z;Pêche en mer;association de plusieurs syndromes du tableau
2015;0312Z;Pêche en eau douce;épaule
2015;0312Z;Pêche en eau douce;coude
2015;0312Z;Pêche en eau douce;poignet, main, doigt
2015;0312Z;Pêche en eau douce;genou
2015;0312Z;Pêche en eau douce;cheville, pied
2015;0312Z;Pêche en eau douce;dos
2015;0312Z;Pêche en eau douce;corps entier
2015;0312Z;Pêche en eau douce;association de plusieurs syndromes du tableau
2015;0321Z;Aquaculture en mer;épaule
2015;0321Z;Aquaculture en mer;coude
2015;0321Z;Aquaculture en mer;poignet, main, doigt
2015;0321Z;Aquaculture en mer;genou
2015;0321Z;Aquaculture en mer;cheville, pied
2015;0321Z;Aquaculture en mer;dos
2015;0321Z;Aquaculture en mer;corps entier
2015;0321Z;Aquaculture en mer;association de plusieurs syndromes du tableau
2015;0322Z;Aquaculture en eau douce;épaule
2015;0322Z;Aquaculture en eau douce;coude
2015;0322Z;Aquaculture en eau douce;poignet, main, doigt
2015;0322Z;Aquaculture en eau douce;genou
2015;0322Z;Aquaculture en eau douce;cheville, pied
2015;0322Z;Aquaculture en eau douce;dos
2015;0322Z;Aquaculture en eau douce;corps entier
2015;0322Z;Aquaculture en eau douce;association de plusieurs syndromes du tableau
2015;0510Z;Extraction de houille;épaule
2015;0510Z;Extraction de houille;coude
2015;0510Z;Extraction de houille;poignet, main, doigt
2015;0510Z;Extraction de houille;genou
2015;0510Z;Extraction de houille;cheville, pied
2015;0510Z;Extraction de houille;dos
2015;0510Z;Extraction de houille;corps entier
2015;0510Z;Extraction de houille;association de plusieurs syndromes du tableau
2015;0520Z;Extraction de lignite;épaule
2015;0520Z;Extraction de lignite;coude
2015;0520Z;Extraction de lignite;poignet, main, doigt
2015;0520Z;Extraction de lignite;genou
2015;0520Z;Extraction de lignite;cheville, pied
2015;0520Z;Extraction de lignite;dos
2015;0520Z;Extraction de lignite;corps entier
2015;0520Z;Extraction de lignite;association de plusieurs syndromes du tableau
2015;0610Z;Extraction de pétrole brut;épaule
2015;0610Z;Extraction de pétrole brut;coude
2015;0610Z;Extraction de pétrole brut;poignet, main, doigt
2015;0610Z;Extraction de pétrole brut;genou
2015;0610Z;Extraction de pétrole brut;cheville, pied
2015;0610Z;Extraction de pétrole brut;dos
2015;0610Z;Extraction de pétrole brut;corps entier
2015;0610Z;Extraction de pétrole brut;association de plusieurs syndromes du tableau
2015;0620Z;Extraction de gaz naturel;épaule
2015;0620Z;Extraction de gaz naturel;coude
2015;0620Z;Extraction de gaz naturel;poignet, main, doigt
2015;0620Z;Extraction de gaz naturel;genou
2015;0620Z;Extraction de gaz naturel;cheville, pied
2015;0620Z;Extraction de gaz naturel;dos
2015;0620Z;Extraction de gaz naturel;corps entier
2015;0620Z;Extraction de gaz naturel;association de plusieurs syndromes du tableau
2015;0710Z;Extraction de minerais de fer;épaule
2015;0710Z;Extraction de minerais de fer;coude
2015;0710Z;Extraction de minerais de fer;poignet, main, doigt
2015;0710Z;Extraction de minerais de fer;genou
2015;0710Z;Extraction de minerais de fer;cheville, pied
2015;0710Z;Extraction de minerais de fer;dos
2015;0710Z;Extraction de minerais de fer;corps entier
2015;0710Z;Extraction de minerais de fer;association de plusieurs syndromes du tableau
2015;0721Z;Extraction de minerais d'uranium et de thorium;épaule
2015;0721Z;Extraction de minerais d'uranium et de thorium;coude
2015;0721Z;Extraction de minerais d'uranium et de thorium;poignet, main, doigt
2015;0721Z;Extraction de minerais d'uranium et de thorium;genou
2015;0721Z;Extraction de minerais d'uranium et de thorium;cheville, pied
2015;0721Z;Extraction de minerais d'uranium et de thorium;dos
2015;0721Z;Extraction de minerais d'uranium et de thorium;corps entier
2015;0721Z;Extraction de minerais d'uranium et de thorium;association de plusieurs syndromes du tableau
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;épaule
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;coude
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;poignet, main, doigt
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;genou
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;cheville, pied
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;dos
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;corps entier
2015;0729Z;Extraction d'autres minerais de métaux non ferreux;association de plusieurs syndromes du tableau
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;épaule
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;coude
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;poignet, main, doigt
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;genou
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;cheville, pied
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;dos
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;corps entier
2015;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;association de plusieurs syndromes du tableau
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;épaule
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;coude
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;poignet, main, doigt
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;genou
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;cheville, pied
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;dos
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;corps entier
2015;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;association de plusieurs syndromes du tableau
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;épaule
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;coude
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;poignet, main, doigt
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;genou
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;cheville, pied
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;dos
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;corps entier
2015;0891Z;Extraction des minéraux chimiques et d'engrais minéraux;association de plusieurs syndromes du tableau
2015;0892Z;Extraction de tourbe;épaule
2015;0892Z;Extraction de tourbe;coude
2015;0892Z;Extraction de tourbe;poignet, main, doigt
2015;0892Z;Extraction de tourbe;genou
2015;0892Z;Extraction de tourbe;cheville, pied
2015;0892Z;Extraction de tourbe;dos
2015;0892Z;Extraction de tourbe;corps entier
2015;0892Z;Extraction de tourbe;association de plusieurs syndromes du tableau
2015;0893Z;Production de sel;épaule
2015;0893Z;Production de sel;coude
2015;0893Z;Production de sel;poignet, main, doigt
2015;0893Z;Production de sel;genou
2015;0893Z;Production de sel;cheville, pied
2015;0893Z;Production de sel;dos
2015;0893Z;Production de sel;corps entier
2015;0893Z;Production de sel;association de plusieurs syndromes du tableau
2015;0899Z;Autres activités extractives n.c.a.;épaule
2015;0899Z;Autres activités extractives n.c.a.;coude
2015;0899Z;Autres activités extractives n.c.a.;poignet, main, doigt
2015;0899Z;Autres activités extractives n.c.a.;genou
2015;0899Z;Autres activités extractives n.c.a.;cheville, pied
2015;0899Z;Autres activités extractives n.c.a.;dos
2015;0899Z;Autres activités extractives n.c.a.;corps entier
2015;0899Z;Autres activités extractives n.c.a.;association de plusieurs syndromes du tableau
2015;0910Z;Activités de soutien à l'extraction d'hydrocarbures;épaule
2015;0910Z;Activités de soutien à l'extraction d'hydrocarbures;coude
2015;0910Z;Activités de soutien à l'extraction d'hydrocarbures;poignet, main, doigt
2015;0910Z;Activités de soutien à l'extraction d'hydrocarbures;genou
2015;0910Z;Activités de soutien à l'extraction d'hydrocarbures;cheville, pied
2015;0910Z;Activités de soutien à l'extraction d'hydrocarbures;dos
2015;0910Z;Activités de soutien à l'extraction d'hydrocarbures;corps entier
2015;0910Z;Activités de soutien à l'extraction d'hydrocarbures;association de plusieurs syndromes du tableau
2015;0990Z;Activités de soutien aux autres industries extractives;épaule
2015;0990Z;Activités de soutien aux autres industries extractives;coude
2015;0990Z;Activités de soutien aux autres industries extractives;poignet, main, doigt
2015;0990Z;Activités de soutien aux autres industries extractives;genou
2015;0990Z;Activités de soutien aux autres industries extractives;cheville, pied
2015;0990Z;Activités de soutien aux autres industries extractives;dos
2015;0990Z;Activités de soutien aux autres industries extractives;corps entier
2015;0990Z;Activités de soutien aux autres industries extractives;association de plusieurs syndromes du tableau
2015;1011Z;Transformation et conservation de la viande de boucherie;épaule
2015;1011Z;Transformation et conservation de la viande de boucherie;coude
2015;1011Z;Transformation et conservation de la viande de boucherie;poignet, main, doigt
2015;1011Z;Transformation et conservation de la viande de boucherie;genou
2015;1011Z;Transformation et conservation de la viande de boucherie;cheville, pied
2015;1011Z;Transformation et conservation de la viande de boucherie;dos
2015;1011Z;Transformation et conservation de la viande de boucherie;corps entier
2015;1011Z;Transformation et conservation de la viande de boucherie;association de plusieurs syndromes du tableau
2015;1012Z;Transformation et conservation de la viande de volaille;épaule
2015;1012Z;Transformation et conservation de la viande de volaille;coude
2015;1012Z;Transformation et conservation de la viande de volaille;poignet, main, doigt
2015;1012Z;Transformation et conservation de la viande de volaille;genou
2015;1012Z;Transformation et conservation de la viande de volaille;cheville, pied
2015;1012Z;Transformation et conservation de la viande de volaille;dos
2015;1012Z;Transformation et conservation de la viande de volaille;corps entier
2015;1012Z;Transformation et conservation de la viande de volaille;association de plusieurs syndromes du tableau
2015;1013A;Préparation industrielle de produits à base de viande;épaule
2015;1013A;Préparation industrielle de produits à base de viande;coude
2015;1013A;Préparation industrielle de produits à base de viande;poignet, main, doigt
2015;1013A;Préparation industrielle de produits à base de viande;genou
2015;1013A;Préparation industrielle de produits à base de viande;cheville, pied
2015;1013A;Préparation industrielle de produits à base de viande;dos
2015;1013A;Préparation industrielle de produits à base de viande;corps entier
2015;1013A;Préparation industrielle de produits à base de viande;association de plusieurs syndromes du tableau
2015;1013B;Charcuterie;épaule
2015;1013B;Charcuterie;coude
2015;1013B;Charcuterie;poignet, main, doigt
2015;1013B;Charcuterie;genou
2015;1013B;Charcuterie;cheville, pied
2015;1013B;Charcuterie;dos
2015;1013B;Charcuterie;corps entier
2015;1013B;Charcuterie;association de plusieurs syndromes du tableau
2015;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;épaule
2015;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;coude
2015;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;poignet, main, doigt
2015;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;genou
2015;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;cheville, pied
2015;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;dos
