annee;code_NAF5;libelle_NAF5;partie_corps
2016;2733Z;Fabrication de matériel d'installation électrique;genou
2016;2733Z;Fabrication de matériel d'installation électrique;cheville, pied
2016;2733Z;Fabrication de matériel d'installation électrique;dos
2016;2733Z;Fabrication de matériel d'installation électrique;corps entier
2016;2733Z;Fabrication de matériel d'installation électrique;association de plusieurs syndromes du tableau
2016;2740Z;Fabrication d'appareils d'éclairage électrique;épaule
2016;2740Z;Fabrication d'appareils d'éclairage électrique;coude
2016;2740Z;Fabrication d'appareils d'éclairage électrique;poignet, main, doigt
2016;2740Z;Fabrication d'appareils d'éclairage électrique;genou
2016;2740Z;Fabrication d'appareils d'éclairage électrique;cheville, pied
2016;2740Z;Fabrication d'appareils d'éclairage électrique;dos
2016;2740Z;Fabrication d'appareils d'éclairage électrique;corps entier
2016;2740Z;Fabrication d'appareils d'éclairage électrique;association de plusieurs syndromes du tableau
2016;2751Z;Fabrication d'appareils électroménagers;épaule
2016;2751Z;Fabrication d'appareils électroménagers;coude
2016;2751Z;Fabrication d'appareils électroménagers;poignet, main, doigt
2016;2751Z;Fabrication d'appareils électroménagers;genou
2016;2751Z;Fabrication d'appareils électroménagers;cheville, pied
2016;2751Z;Fabrication d'appareils électroménagers;dos
2016;2751Z;Fabrication d'appareils électroménagers;corps entier
2016;2751Z;Fabrication d'appareils électroménagers;association de plusieurs syndromes du tableau
2016;2752Z;Fabrication d'appareils ménagers non électriques;épaule
2016;2752Z;Fabrication d'appareils ménagers non électriques;coude
2016;2752Z;Fabrication d'appareils ménagers non électriques;poignet, main, doigt
2016;2752Z;Fabrication d'appareils ménagers non électriques;genou
2016;2752Z;Fabrication d'appareils ménagers non électriques;cheville, pied
2016;2752Z;Fabrication d'appareils ménagers non électriques;dos
2016;2752Z;Fabrication d'appareils ménagers non électriques;corps entier
2016;2752Z;Fabrication d'appareils ménagers non électriques;association de plusieurs syndromes du tableau
2016;2790Z;Fabrication d'autres matériels électriques;épaule
2016;2790Z;Fabrication d'autres matériels électriques;coude
2016;2790Z;Fabrication d'autres matériels électriques;poignet, main, doigt
2016;2790Z;Fabrication d'autres matériels électriques;genou
2016;2790Z;Fabrication d'autres matériels électriques;cheville, pied
2016;2790Z;Fabrication d'autres matériels électriques;dos
2016;2790Z;Fabrication d'autres matériels électriques;corps entier
2016;2790Z;Fabrication d'autres matériels électriques;association de plusieurs syndromes du tableau
2016;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;épaule
2016;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;coude
2016;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;poignet, main, doigt
2016;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;genou
2016;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;cheville, pied
2016;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;dos
2016;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;corps entier
2016;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;association de plusieurs syndromes du tableau
2016;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;épaule
2016;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;coude
2016;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;poignet, main, doigt
2016;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;genou
2016;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;cheville, pied
2016;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;dos
2016;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;corps entier
2016;2812Z;Fabrication d'équipements hydrauliques et pneumatiques;association de plusieurs syndromes du tableau
2016;2813Z;Fabrication d'autres pompes et compresseurs;épaule
2016;2813Z;Fabrication d'autres pompes et compresseurs;coude
2016;2813Z;Fabrication d'autres pompes et compresseurs;poignet, main, doigt
2016;2813Z;Fabrication d'autres pompes et compresseurs;genou
2016;2813Z;Fabrication d'autres pompes et compresseurs;cheville, pied
2016;2813Z;Fabrication d'autres pompes et compresseurs;dos
2016;2813Z;Fabrication d'autres pompes et compresseurs;corps entier
2016;2813Z;Fabrication d'autres pompes et compresseurs;association de plusieurs syndromes du tableau
2016;2814Z;Fabrication d'autres articles de robinetterie;épaule
2016;2814Z;Fabrication d'autres articles de robinetterie;coude
2016;2814Z;Fabrication d'autres articles de robinetterie;poignet, main, doigt
2016;2814Z;Fabrication d'autres articles de robinetterie;genou
2016;2814Z;Fabrication d'autres articles de robinetterie;cheville, pied
2016;2814Z;Fabrication d'autres articles de robinetterie;dos
2016;2814Z;Fabrication d'autres articles de robinetterie;corps entier
2016;2814Z;Fabrication d'autres articles de robinetterie;association de plusieurs syndromes du tableau
2016;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;épaule
2016;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;coude
2016;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;poignet, main, doigt
2016;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;genou
2016;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;cheville, pied
2016;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;dos
2016;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;corps entier
2016;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;association de plusieurs syndromes du tableau
2016;2821Z;Fabrication de fours et brûleurs;épaule
2016;2821Z;Fabrication de fours et brûleurs;coude
2016;2821Z;Fabrication de fours et brûleurs;poignet, main, doigt
2016;2821Z;Fabrication de fours et brûleurs;genou
2016;2821Z;Fabrication de fours et brûleurs;cheville, pied
2016;2821Z;Fabrication de fours et brûleurs;dos
2016;2821Z;Fabrication de fours et brûleurs;corps entier
2016;2821Z;Fabrication de fours et brûleurs;association de plusieurs syndromes du tableau
2016;2822Z;Fabrication de matériel de levage et de manutention;épaule
2016;2822Z;Fabrication de matériel de levage et de manutention;coude
2016;2822Z;Fabrication de matériel de levage et de manutention;poignet, main, doigt
2016;2822Z;Fabrication de matériel de levage et de manutention;genou
2016;2822Z;Fabrication de matériel de levage et de manutention;cheville, pied
2016;2822Z;Fabrication de matériel de levage et de manutention;dos
2016;2822Z;Fabrication de matériel de levage et de manutention;corps entier
2016;2822Z;Fabrication de matériel de levage et de manutention;association de plusieurs syndromes du tableau
2016;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);épaule
2016;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);coude
2016;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);poignet, main, doigt
2016;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);genou
2016;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);cheville, pied
2016;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);dos
2016;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);corps entier
2016;2823Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques);association de plusieurs syndromes du tableau
2016;2824Z;Fabrication d'outillage portatif à moteur incorporé;épaule
2016;2824Z;Fabrication d'outillage portatif à moteur incorporé;coude
2016;2824Z;Fabrication d'outillage portatif à moteur incorporé;poignet, main, doigt
2016;2824Z;Fabrication d'outillage portatif à moteur incorporé;genou
2016;2824Z;Fabrication d'outillage portatif à moteur incorporé;cheville, pied
2016;2824Z;Fabrication d'outillage portatif à moteur incorporé;dos
2016;2824Z;Fabrication d'outillage portatif à moteur incorporé;corps entier
2016;2824Z;Fabrication d'outillage portatif à moteur incorporé;association de plusieurs syndromes du tableau
2016;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;épaule
2016;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;coude
2016;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;poignet, main, doigt
2016;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;genou
2016;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;cheville, pied
2016;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;dos
2016;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;corps entier
2016;2825Z;Fabrication d'équipements aérauliques et frigorifiques industriels;association de plusieurs syndromes du tableau
2016;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;épaule
2016;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;coude
2016;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;poignet, main, doigt
2016;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;genou
2016;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;cheville, pied
2016;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;dos
2016;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;corps entier
2016;2829A;Fabrication d'équipements d'emballage, de conditionnement et de pesage;association de plusieurs syndromes du tableau
2016;2829B;Fabrication d'autres machines d'usage général;épaule
2016;2829B;Fabrication d'autres machines d'usage général;coude
2016;2829B;Fabrication d'autres machines d'usage général;poignet, main, doigt
2016;2829B;Fabrication d'autres machines d'usage général;genou
2016;2829B;Fabrication d'autres machines d'usage général;cheville, pied
2016;2829B;Fabrication d'autres machines d'usage général;dos
2016;2829B;Fabrication d'autres machines d'usage général;corps entier
2016;2829B;Fabrication d'autres machines d'usage général;association de plusieurs syndromes du tableau
2016;2830Z;Fabrication de machines agricoles et forestières;épaule
2016;2830Z;Fabrication de machines agricoles et forestières;coude
2016;2830Z;Fabrication de machines agricoles et forestières;poignet, main, doigt
2016;2830Z;Fabrication de machines agricoles et forestières;genou
2016;2830Z;Fabrication de machines agricoles et forestières;cheville, pied
2016;2830Z;Fabrication de machines agricoles et forestières;dos
2016;2830Z;Fabrication de machines agricoles et forestières;corps entier
2016;2830Z;Fabrication de machines agricoles et forestières;association de plusieurs syndromes du tableau
2016;2841Z;Fabrication de machines-outils pour le travail des métaux;épaule
2016;2841Z;Fabrication de machines-outils pour le travail des métaux;coude
2016;2841Z;Fabrication de machines-outils pour le travail des métaux;poignet, main, doigt
2016;2841Z;Fabrication de machines-outils pour le travail des métaux;genou
2016;2841Z;Fabrication de machines-outils pour le travail des métaux;cheville, pied
2016;2841Z;Fabrication de machines-outils pour le travail des métaux;dos
2016;2841Z;Fabrication de machines-outils pour le travail des métaux;corps entier
2016;2841Z;Fabrication de machines-outils pour le travail des métaux;association de plusieurs syndromes du tableau
2016;2849Z;Fabrication d'autres machines-outils;épaule
2016;2849Z;Fabrication d'autres machines-outils;coude
2016;2849Z;Fabrication d'autres machines-outils;poignet, main, doigt
2016;2849Z;Fabrication d'autres machines-outils;genou
2016;2849Z;Fabrication d'autres machines-outils;cheville, pied
2016;2849Z;Fabrication d'autres machines-outils;dos
2016;2849Z;Fabrication d'autres machines-outils;corps entier
2016;2849Z;Fabrication d'autres machines-outils;association de plusieurs syndromes du tableau
2016;2891Z;Fabrication de machines pour la métallurgie;épaule
2016;2891Z;Fabrication de machines pour la métallurgie;coude
2016;2891Z;Fabrication de machines pour la métallurgie;poignet, main, doigt
2016;2891Z;Fabrication de machines pour la métallurgie;genou
2016;2891Z;Fabrication de machines pour la métallurgie;cheville, pied
2016;2891Z;Fabrication de machines pour la métallurgie;dos
2016;2891Z;Fabrication de machines pour la métallurgie;corps entier
2016;2891Z;Fabrication de machines pour la métallurgie;association de plusieurs syndromes du tableau
2016;2892Z;Fabrication de machines pour l'extraction ou la construction;épaule
2016;2892Z;Fabrication de machines pour l'extraction ou la construction;coude
2016;2892Z;Fabrication de machines pour l'extraction ou la construction;poignet, main, doigt
2016;2892Z;Fabrication de machines pour l'extraction ou la construction;genou
2016;2892Z;Fabrication de machines pour l'extraction ou la construction;cheville, pied
2016;2892Z;Fabrication de machines pour l'extraction ou la construction;dos
2016;2892Z;Fabrication de machines pour l'extraction ou la construction;corps entier
2016;2892Z;Fabrication de machines pour l'extraction ou la construction;association de plusieurs syndromes du tableau
2016;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;épaule
2016;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;coude
2016;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;poignet, main, doigt
2016;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;genou
2016;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;cheville, pied
2016;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;dos
2016;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;corps entier
2016;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;association de plusieurs syndromes du tableau
2016;2894Z;Fabrication de machines pour les industries textiles;épaule
2016;2894Z;Fabrication de machines pour les industries textiles;coude
2016;2894Z;Fabrication de machines pour les industries textiles;poignet, main, doigt
2016;2894Z;Fabrication de machines pour les industries textiles;genou
2016;2894Z;Fabrication de machines pour les industries textiles;cheville, pied
2016;2894Z;Fabrication de machines pour les industries textiles;dos
2016;2894Z;Fabrication de machines pour les industries textiles;corps entier
2016;2894Z;Fabrication de machines pour les industries textiles;association de plusieurs syndromes du tableau
2016;2895Z;Fabrication de machines pour les industries du papier et du carton;épaule
2016;2895Z;Fabrication de machines pour les industries du papier et du carton;coude
2016;2895Z;Fabrication de machines pour les industries du papier et du carton;poignet, main, doigt
2016;2895Z;Fabrication de machines pour les industries du papier et du carton;genou
2016;2895Z;Fabrication de machines pour les industries du papier et du carton;cheville, pied
2016;2895Z;Fabrication de machines pour les industries du papier et du carton;dos
2016;2895Z;Fabrication de machines pour les industries du papier et du carton;corps entier
2016;2895Z;Fabrication de machines pour les industries du papier et du carton;association de plusieurs syndromes du tableau
2016;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;épaule
2016;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;coude
2016;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;poignet, main, doigt
2016;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;genou
2016;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;cheville, pied
2016;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;dos
2016;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;corps entier
2016;2896Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques;association de plusieurs syndromes du tableau
2016;2899A;Fabrication de machines d'imprimerie;épaule
2016;2899A;Fabrication de machines d'imprimerie;coude
2016;2899A;Fabrication de machines d'imprimerie;poignet, main, doigt
2016;2899A;Fabrication de machines d'imprimerie;genou
2016;2899A;Fabrication de machines d'imprimerie;cheville, pied
2016;2899A;Fabrication de machines d'imprimerie;dos
2016;2899A;Fabrication de machines d'imprimerie;corps entier
2016;2899A;Fabrication de machines d'imprimerie;association de plusieurs syndromes du tableau
2016;2899B;Fabrication d'autres machines spécialisées;épaule
2016;2899B;Fabrication d'autres machines spécialisées;coude
2016;2899B;Fabrication d'autres machines spécialisées;poignet, main, doigt
2016;2899B;Fabrication d'autres machines spécialisées;genou
2016;2899B;Fabrication d'autres machines spécialisées;cheville, pied
2016;2899B;Fabrication d'autres machines spécialisées;dos
2016;2899B;Fabrication d'autres machines spécialisées;corps entier
2016;2899B;Fabrication d'autres machines spécialisées;association de plusieurs syndromes du tableau
2016;2910Z;Construction de véhicules automobiles;épaule
2016;2910Z;Construction de véhicules automobiles;coude
2016;2910Z;Construction de véhicules automobiles;poignet, main, doigt
2016;2910Z;Construction de véhicules automobiles;genou
2016;2910Z;Construction de véhicules automobiles;cheville, pied
2016;2910Z;Construction de véhicules automobiles;dos
2016;2910Z;Construction de véhicules automobiles;corps entier
2016;2910Z;Construction de véhicules automobiles;association de plusieurs syndromes du tableau
2016;2920Z;Fabrication de carrosseries et remorques;épaule
2016;2920Z;Fabrication de carrosseries et remorques;coude
2016;2920Z;Fabrication de carrosseries et remorques;poignet, main, doigt
2016;2920Z;Fabrication de carrosseries et remorques;genou
2016;2920Z;Fabrication de carrosseries et remorques;cheville, pied
2016;2920Z;Fabrication de carrosseries et remorques;dos
2016;2920Z;Fabrication de carrosseries et remorques;corps entier
2016;2920Z;Fabrication de carrosseries et remorques;association de plusieurs syndromes du tableau
2016;2931Z;Fabrication d'équipements électriques et électroniques automobiles;épaule
2016;2931Z;Fabrication d'équipements électriques et électroniques automobiles;coude
2016;2931Z;Fabrication d'équipements électriques et électroniques automobiles;poignet, main, doigt
2016;2931Z;Fabrication d'équipements électriques et électroniques automobiles;genou
2016;2931Z;Fabrication d'équipements électriques et électroniques automobiles;cheville, pied
2016;2931Z;Fabrication d'équipements électriques et électroniques automobiles;dos
2016;2931Z;Fabrication d'équipements électriques et électroniques automobiles;corps entier
2016;2931Z;Fabrication d'équipements électriques et électroniques automobiles;association de plusieurs syndromes du tableau
2016;2932Z;Fabrication d'autres équipements automobiles;épaule
2016;2932Z;Fabrication d'autres équipements automobiles;coude
2016;2932Z;Fabrication d'autres équipements automobiles;poignet, main, doigt
2016;2932Z;Fabrication d'autres équipements automobiles;genou
2016;2932Z;Fabrication d'autres équipements automobiles;cheville, pied
2016;2932Z;Fabrication d'autres équipements automobiles;dos
2016;2932Z;Fabrication d'autres équipements automobiles;corps entier
2016;2932Z;Fabrication d'autres équipements automobiles;association de plusieurs syndromes du tableau
2016;3011Z;Construction de navires et de structures flottantes;épaule
2016;3011Z;Construction de navires et de structures flottantes;coude
2016;3011Z;Construction de navires et de structures flottantes;poignet, main, doigt
2016;3011Z;Construction de navires et de structures flottantes;genou
2016;3011Z;Construction de navires et de structures flottantes;cheville, pied
2016;3011Z;Construction de navires et de structures flottantes;dos
2016;3011Z;Construction de navires et de structures flottantes;corps entier
2016;3011Z;Construction de navires et de structures flottantes;association de plusieurs syndromes du tableau
2016;3012Z;Construction de bateaux de plaisance;épaule
2016;3012Z;Construction de bateaux de plaisance;coude
2016;3012Z;Construction de bateaux de plaisance;poignet, main, doigt
2016;3012Z;Construction de bateaux de plaisance;genou
2016;3012Z;Construction de bateaux de plaisance;cheville, pied
2016;3012Z;Construction de bateaux de plaisance;dos
2016;3012Z;Construction de bateaux de plaisance;corps entier
2016;3012Z;Construction de bateaux de plaisance;association de plusieurs syndromes du tableau
2016;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;épaule
2016;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;coude
2016;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;poignet, main, doigt
2016;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;genou
2016;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;cheville, pied
2016;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;dos
2016;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;corps entier
2016;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;association de plusieurs syndromes du tableau
2016;3030Z;Construction aéronautique et spatiale;épaule
2016;3030Z;Construction aéronautique et spatiale;coude
2016;3030Z;Construction aéronautique et spatiale;poignet, main, doigt
2016;3030Z;Construction aéronautique et spatiale;genou
2016;3030Z;Construction aéronautique et spatiale;cheville, pied
2016;3030Z;Construction aéronautique et spatiale;dos
2016;3030Z;Construction aéronautique et spatiale;corps entier
2016;3030Z;Construction aéronautique et spatiale;association de plusieurs syndromes du tableau
2016;3040Z;Construction de véhicules militaires de combat;épaule
2016;3040Z;Construction de véhicules militaires de combat;coude
2016;3040Z;Construction de véhicules militaires de combat;poignet, main, doigt
2016;3040Z;Construction de véhicules militaires de combat;genou
2016;3040Z;Construction de véhicules militaires de combat;cheville, pied
2016;3040Z;Construction de véhicules militaires de combat;dos
2016;3040Z;Construction de véhicules militaires de combat;corps entier
2016;3040Z;Construction de véhicules militaires de combat;association de plusieurs syndromes du tableau
2016;3091Z;Fabrication de motocycles;épaule
2016;3091Z;Fabrication de motocycles;coude
2016;3091Z;Fabrication de motocycles;poignet, main, doigt
2016;3091Z;Fabrication de motocycles;genou
2016;3091Z;Fabrication de motocycles;cheville, pied
2016;3091Z;Fabrication de motocycles;dos
2016;3091Z;Fabrication de motocycles;corps entier
2016;3091Z;Fabrication de motocycles;association de plusieurs syndromes du tableau
2016;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;épaule
2016;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;coude
2016;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;poignet, main, doigt
2016;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;genou
2016;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;cheville, pied
2016;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;dos
2016;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;corps entier
2016;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;association de plusieurs syndromes du tableau
2016;3099Z;Fabrication d'autres équipements de transport n.c.a.;épaule
2016;3099Z;Fabrication d'autres équipements de transport n.c.a.;coude
2016;3099Z;Fabrication d'autres équipements de transport n.c.a.;poignet, main, doigt
2016;3099Z;Fabrication d'autres équipements de transport n.c.a.;genou
2016;3099Z;Fabrication d'autres équipements de transport n.c.a.;cheville, pied
2016;3099Z;Fabrication d'autres équipements de transport n.c.a.;dos
2016;3099Z;Fabrication d'autres équipements de transport n.c.a.;corps entier
2016;3099Z;Fabrication d'autres équipements de transport n.c.a.;association de plusieurs syndromes du tableau
2016;3101Z;Fabrication de meubles de bureau et de magasin;épaule
2016;3101Z;Fabrication de meubles de bureau et de magasin;coude
2016;3101Z;Fabrication de meubles de bureau et de magasin;poignet, main, doigt
2016;3101Z;Fabrication de meubles de bureau et de magasin;genou
2016;3101Z;Fabrication de meubles de bureau et de magasin;cheville, pied
2016;3101Z;Fabrication de meubles de bureau et de magasin;dos
2016;3101Z;Fabrication de meubles de bureau et de magasin;corps entier
2016;3101Z;Fabrication de meubles de bureau et de magasin;association de plusieurs syndromes du tableau
2016;3102Z;Fabrication de meubles de cuisine;épaule
2016;3102Z;Fabrication de meubles de cuisine;coude
2016;3102Z;Fabrication de meubles de cuisine;poignet, main, doigt
2016;3102Z;Fabrication de meubles de cuisine;genou
2016;3102Z;Fabrication de meubles de cuisine;cheville, pied
2016;3102Z;Fabrication de meubles de cuisine;dos
2016;3102Z;Fabrication de meubles de cuisine;corps entier
2016;3102Z;Fabrication de meubles de cuisine;association de plusieurs syndromes du tableau
2016;3103Z;Fabrication de matelas;épaule
2016;3103Z;Fabrication de matelas;coude
2016;3103Z;Fabrication de matelas;poignet, main, doigt
2016;3103Z;Fabrication de matelas;genou
2016;3103Z;Fabrication de matelas;cheville, pied
2016;3103Z;Fabrication de matelas;dos
2016;3103Z;Fabrication de matelas;corps entier
2016;3103Z;Fabrication de matelas;association de plusieurs syndromes du tableau
2016;3109A;Fabrication de sièges d'ameublement d'intérieur;épaule
2016;3109A;Fabrication de sièges d'ameublement d'intérieur;coude
2016;3109A;Fabrication de sièges d'ameublement d'intérieur;poignet, main, doigt
2016;3109A;Fabrication de sièges d'ameublement d'intérieur;genou
2016;3109A;Fabrication de sièges d'ameublement d'intérieur;cheville, pied
2016;3109A;Fabrication de sièges d'ameublement d'intérieur;dos
2016;3109A;Fabrication de sièges d'ameublement d'intérieur;corps entier
2016;3109A;Fabrication de sièges d'ameublement d'intérieur;association de plusieurs syndromes du tableau
2016;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;épaule
2016;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;coude
2016;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;poignet, main, doigt
2016;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;genou
2016;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;cheville, pied
2016;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;dos
2016;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;corps entier
2016;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;association de plusieurs syndromes du tableau
2016;3211Z;Frappe de monnaie;épaule
2016;3211Z;Frappe de monnaie;coude
2016;3211Z;Frappe de monnaie;poignet, main, doigt
2016;3211Z;Frappe de monnaie;genou
2016;3211Z;Frappe de monnaie;cheville, pied
2016;3211Z;Frappe de monnaie;dos
2016;3211Z;Frappe de monnaie;corps entier
2016;3211Z;Frappe de monnaie;association de plusieurs syndromes du tableau
2016;3212Z;Fabrication d'articles de joaillerie et bijouterie;épaule
2016;3212Z;Fabrication d'articles de joaillerie et bijouterie;coude
2016;3212Z;Fabrication d'articles de joaillerie et bijouterie;poignet, main, doigt
2016;3212Z;Fabrication d'articles de joaillerie et bijouterie;genou
2016;3212Z;Fabrication d'articles de joaillerie et bijouterie;cheville, pied
2016;3212Z;Fabrication d'articles de joaillerie et bijouterie;dos
2016;3212Z;Fabrication d'articles de joaillerie et bijouterie;corps entier
2016;3212Z;Fabrication d'articles de joaillerie et bijouterie;association de plusieurs syndromes du tableau
2016;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;épaule
2016;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;coude
2016;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;poignet, main, doigt
2016;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;genou
2016;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;cheville, pied
2016;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;dos
2016;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;corps entier
2016;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;association de plusieurs syndromes du tableau
2016;3220Z;Fabrication d'instruments de musique;épaule
2016;3220Z;Fabrication d'instruments de musique;coude
2016;3220Z;Fabrication d'instruments de musique;poignet, main, doigt
2016;3220Z;Fabrication d'instruments de musique;genou
2016;3220Z;Fabrication d'instruments de musique;cheville, pied
2016;3220Z;Fabrication d'instruments de musique;dos
2016;3220Z;Fabrication d'instruments de musique;corps entier
2016;3220Z;Fabrication d'instruments de musique;association de plusieurs syndromes du tableau
2016;3230Z;Fabrication d'articles de sport;épaule
2016;3230Z;Fabrication d'articles de sport;coude
2016;3230Z;Fabrication d'articles de sport;poignet, main, doigt
2016;3230Z;Fabrication d'articles de sport;genou
2016;3230Z;Fabrication d'articles de sport;cheville, pied
2016;3230Z;Fabrication d'articles de sport;dos
2016;3230Z;Fabrication d'articles de sport;corps entier
2016;3230Z;Fabrication d'articles de sport;association de plusieurs syndromes du tableau
2016;3240Z;Fabrication de jeux et jouets;épaule
2016;3240Z;Fabrication de jeux et jouets;coude
2016;3240Z;Fabrication de jeux et jouets;poignet, main, doigt
2016;3240Z;Fabrication de jeux et jouets;genou
2016;3240Z;Fabrication de jeux et jouets;cheville, pied
2016;3240Z;Fabrication de jeux et jouets;dos
2016;3240Z;Fabrication de jeux et jouets;corps entier
2016;3240Z;Fabrication de jeux et jouets;association de plusieurs syndromes du tableau
2016;3250A;Fabrication de matériel médico-chirurgical et dentaire;épaule
2016;3250A;Fabrication de matériel médico-chirurgical et dentaire;coude
2016;3250A;Fabrication de matériel médico-chirurgical et dentaire;poignet, main, doigt
2016;3250A;Fabrication de matériel médico-chirurgical et dentaire;genou
2016;3250A;Fabrication de matériel médico-chirurgical et dentaire;cheville, pied
2016;3250A;Fabrication de matériel médico-chirurgical et dentaire;dos
2016;3250A;Fabrication de matériel médico-chirurgical et dentaire;corps entier
2016;3250A;Fabrication de matériel médico-chirurgical et dentaire;association de plusieurs syndromes du tableau
