annee;code_NAF5;libelle_NAF5;risque;nb_jours_arret_travail
2017;8610Z;Activités hospitalières;Maladies professionnelles;248131.0
2017;8621Z;Activité des médecins généralistes;Accidents de trajet;13663.0
2017;8621Z;Activité des médecins généralistes;Accidents du travail;22326.0
2017;8621Z;Activité des médecins généralistes;Maladies professionnelles;6715.0
2017;8622A;Activités de radiodiagnostic et de radiothérapie;Accidents de trajet;3292.0
2017;8622A;Activités de radiodiagnostic et de radiothérapie;Accidents du travail;4433.0
2017;8622A;Activités de radiodiagnostic et de radiothérapie;Maladies professionnelles;1890.0
2017;8622B;Activités chirurgicales;Accidents de trajet;100.0
2017;8622B;Activités chirurgicales;Accidents du travail;324.0
2017;8622B;Activités chirurgicales;Maladies professionnelles;379.0
2017;8622C;Autres activités des médecins spécialistes;Accidents de trajet;2911.0
2017;8622C;Autres activités des médecins spécialistes;Accidents du travail;4256.0
2017;8622C;Autres activités des médecins spécialistes;Maladies professionnelles;905.0
2017;8623Z;Pratique dentaire;Accidents de trajet;9335.0
2017;8623Z;Pratique dentaire;Accidents du travail;16845.0
2017;8623Z;Pratique dentaire;Maladies professionnelles;8176.0
2017;8690A;Ambulances;Accidents de trajet;26975.0
2017;8690A;Ambulances;Accidents du travail;304311.0
2017;8690A;Ambulances;Maladies professionnelles;22798.0
2017;8690B;Laboratoires d'analyses médicales;Accidents de trajet;14901.0
2017;8690B;Laboratoires d'analyses médicales;Accidents du travail;31300.0
2017;8690B;Laboratoires d'analyses médicales;Maladies professionnelles;6848.0
2017;8690C;Centres de collecte et banques d'organes;Accidents de trajet;
2017;8690C;Centres de collecte et banques d'organes;Accidents du travail;
2017;8690C;Centres de collecte et banques d'organes;Maladies professionnelles;
2017;8690D;Activités des infirmiers et des sages-femmes;Accidents de trajet;7849.0
2017;8690D;Activités des infirmiers et des sages-femmes;Accidents du travail;112886.0
2017;8690D;Activités des infirmiers et des sages-femmes;Maladies professionnelles;26087.0
2017;8690E;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Accidents de trajet;1236.0
2017;8690E;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Accidents du travail;5101.0
2017;8690E;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Maladies professionnelles;506.0
2017;8690F;Activités de santé humaine non classées ailleurs;Accidents de trajet;1080.0
2017;8690F;Activités de santé humaine non classées ailleurs;Accidents du travail;2382.0
2017;8690F;Activités de santé humaine non classées ailleurs;Maladies professionnelles;649.0
2017;8710A;Hébergement médicalisé pour personnes âgées;Accidents de trajet;105795.0
2017;8710A;Hébergement médicalisé pour personnes âgées;Accidents du travail;1368804.0
2017;8710A;Hébergement médicalisé pour personnes âgées;Maladies professionnelles;236718.0
2017;8710B;Hébergement médicalisé pour enfants handicapés;Accidents de trajet;20137.0
2017;8710B;Hébergement médicalisé pour enfants handicapés;Accidents du travail;184038.0
2017;8710B;Hébergement médicalisé pour enfants handicapés;Maladies professionnelles;29276.0
2017;8710C;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé;Accidents de trajet;17748.0
2017;8710C;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé;Accidents du travail;245093.0
2017;8710C;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé;Maladies professionnelles;40157.0
2017;8720A;Hébergement social pour handicapés mentaux et malades mentaux;Accidents de trajet;25042.0
2017;8720A;Hébergement social pour handicapés mentaux et malades mentaux;Accidents du travail;187371.0
2017;8720A;Hébergement social pour handicapés mentaux et malades mentaux;Maladies professionnelles;29009.0
2017;8720B;Hébergement social pour toxicomanes;Accidents de trajet;
2017;8720B;Hébergement social pour toxicomanes;Accidents du travail;
2017;8720B;Hébergement social pour toxicomanes;Maladies professionnelles;
2017;8730A;Hébergement social pour personnes âgées;Accidents de trajet;26274.0
2017;8730A;Hébergement social pour personnes âgées;Accidents du travail;331777.0
2017;8730A;Hébergement social pour personnes âgées;Maladies professionnelles;54073.0
2017;8730B;Hébergement social pour handicapés physiques;Accidents de trajet;5502.0
2017;8730B;Hébergement social pour handicapés physiques;Accidents du travail;46097.0
2017;8730B;Hébergement social pour handicapés physiques;Maladies professionnelles;5883.0
2017;8790A;Hébergement social pour enfants en difficultés;Accidents de trajet;17823.0
2017;8790A;Hébergement social pour enfants en difficultés;Accidents du travail;156119.0
2017;8790A;Hébergement social pour enfants en difficultés;Maladies professionnelles;15076.0
2017;8790B;Hébergement social pour adultes et familles en difficultés et autre hébergement social;Accidents de trajet;17871.0
